,ORCL,SQ,NVDA,BABA,PFE,NFLX,CRM,GD,AMT,HD,FB,MSFT,WMT,VZ,MCD,SBUX,CLX,COST,PSX,BLK,TROW,JNJ,UNH,MMM,UPS,ACN,PPG,NEE
2018-05-24,44.716827,55.549999,246.011887,197.369995,33.050304,349.290009,128.740005,197.802139,135.5,187.15,185.93,98.31,82.85,48.64,163.43,57.68,119.69,198.89,118.82,540.83,121.38,122.25,242.73,199.41,115.63,155.59,102.5,161.2
2018-05-25,45.236568,55.77,247.59111000000001,199.199997,32.856922,351.290009,127.959999,197.224091,136.33,186.85,184.92,98.36,82.46,48.52,164.74,57.92,122.58,198.36,115.6,539.61,121.38,121.47,244.95,199.03,115.49,155.99,103.4,162.42
2018-05-29,44.52433,56.919998,246.905792,198.0,32.875343,349.730011,126.879997,191.244431,135.97,185.0,185.74,98.01,82.4,48.2,166.03,57.23,124.14,196.74,116.81,524.26,118.73,119.4,242.17,195.74,113.83,153.54,101.04,163.73
2018-05-30,45.284695,57.91,251.27601600000003,197.979996,33.197651,353.540009,129.300003,193.357666,137.83,187.09,187.67,98.95,84.12,48.6,166.07,57.48,126.09,199.64,119.18,534.29,122.29,120.97,244.94,198.68,116.69,156.03,101.43,165.27
2018-05-31,44.967075,58.25,250.4814,198.009995,33.087151,351.600006,129.330002,191.149658,138.37,187.09,191.78,98.84,82.54,47.67,167.65,56.67,120.83,198.24,116.49,534.23,121.42,119.62,241.51,197.23,116.12,155.74,100.92,165.81
2018-06-01,45.573437,59.41,255.87460299999998,204.339996,33.381821,359.929993,130.520004,192.817535,138.52,187.35,193.99,100.79,82.99,47.81,167.34,56.91,120.44,197.13,119.0,539.06,122.9,121.26,243.35,199.59,117.25,158.89,102.01,163.08
2018-06-04,45.544567,61.200001,263.055634,208.949997,33.566006,361.809998,132.649994,191.993073,140.06,191.36,193.28,101.67,85.42,47.82,165.31,57.07,121.23,198.62,119.2,540.67,123.19,121.95,244.63,201.06,116.97,159.43,102.43,161.17
2018-06-05,45.361686999999996,61.57,263.27417,208.369995,33.556789,365.799988,134.119995,190.571609,138.91,191.94,192.94,102.19,84.62,47.97,165.78,55.68,121.4,197.84,118.83,534.38,122.52,121.48,244.43,201.2,116.81,159.92,102.5,159.3
2018-06-06,45.958424,62.720001,263.353607,208.300003,33.501541,367.450012,135.550003,190.960129,139.04,193.59,191.34,102.49,84.56,48.41,165.38,57.17,121.93,197.66,116.65,551.86,126.19,122.79,248.65,203.86,117.02,162.71,103.93,156.13
2018-06-07,45.891052,60.669998,261.118835,203.619995,33.60284,361.399994,132.910004,192.229965,138.18,196.17,188.18,100.88,84.95,49.01,162.71,57.14,124.55,202.57,117.44,549.14,125.22,123.33,248.98,205.07,116.19,160.61,103.09,156.38
2018-06-08,46.372295,61.779999,260.503021,205.070007,33.768593,360.570007,133.529999,191.974121,138.58,198.33,189.1,101.63,84.36,49.18,164.39,56.6,126.75,203.76,116.84,549.41,125.98,124.06,250.68,206.59,116.6,162.17,104.15,156.8
2018-06-11,46.381912,61.290001000000004,258.854248,205.699997,33.427872,361.450012,133.979996,191.140198,139.64,199.64,191.54,101.05,84.3,49.3,164.22,56.48,127.92,204.5,117.02,549.06,125.86,122.66,253.78,205.12,116.85,162.75,103.93,155.4
2018-06-12,46.632164,63.209998999999996,260.800995,209.080002,33.427872,363.829987,136.259995,188.107727,141.14,201.31,192.4,101.31,84.1,48.81,163.66,56.48,127.61,204.88,115.55,547.11,126.24,122.54,253.58,204.92,118.34,162.84,103.53,157.41
2018-06-13,46.458915999999995,62.5,260.622284,206.619995,33.354198,379.929993,136.5,189.358627,136.46,200.31,192.41,100.85,84.09,47.4,164.05,56.21,126.99,204.11,115.75,532.17,125.32,122.63,252.87,204.89,117.33,163.02,103.3,157.14
2018-06-14,44.177834000000004,63.880001,265.101715,210.860001,33.29895,392.869995,138.410004,185.568024,138.35,199.67,196.81,101.42,83.79,47.82,163.27,57.02,127.89,205.12,115.55,523.36,123.66,122.41,255.33,203.63,117.19,162.76,103.96,158.82
2018-06-15,44.543587,64.480003,263.46286000000003,208.0,33.48312,391.980011,138.410004,185.549072,138.56,200.54,195.85,100.13,83.7,48.06,164.11,57.11,128.85,207.32,114.3,524.52,124.69,122.61,255.98,204.97,116.77,163.48,105.38,159.54
2018-06-18,44.774582,66.199997,263.293976,208.570007,33.29895,390.399994,139.800003,185.71019,138.23,200.69,198.31,100.86,83.0,47.46,165.35,57.22,126.93,206.21,114.94,527.54,123.71,121.32,254.87,204.17,116.77,162.88,105.0,160.41
2018-06-19,44.533958,65.959999,258.407349,204.429993,33.354198,404.980011,139.520004,180.706619,139.08,199.21,197.49,100.86,83.61,48.5,168.06,57.43,127.56,207.53,114.58,526.61,122.93,122.57,253.02,199.39,114.82,163.31,104.13,163.0
2018-06-20,41.213398,67.589996,260.53283700000003,206.229996,33.575211,416.76001,138.940002,181.379425,140.54,199.08,202.0,101.87,83.61,48.09,165.47,52.22,126.81,207.98,114.59,526.58,124.44,122.04,252.81,198.08,113.65,161.77,105.14,162.7
2018-06-21,41.482890999999995,67.099998,255.368073,202.210007,33.427872,415.440002,137.880005,178.564957,141.68,200.31,201.5,101.14,84.21,48.63,167.5,50.62,126.95,209.96,111.45,524.98,123.67,121.45,251.89,195.52,113.42,160.03,104.3,163.37
2018-06-22,42.445374,65.75,249.249786,202.009995,33.62125,411.089996,135.009995,179.465195,142.82,197.41,201.74,100.41,84.82,49.76,167.74,51.24,128.91,211.1,112.02,522.74,123.0,122.84,254.37,196.5,113.7,159.63,105.42,164.3
2018-06-25,42.618618,61.889998999999996,237.499969,191.25,33.501541,384.480011,133.190002,179.19986,142.15,196.38,196.35,98.39,86.47,49.6,170.45,50.66,132.41,211.75,110.45,515.14,119.74,122.59,250.71,195.8,110.2,156.16,105.11,166.4
2018-06-26,42.743744,62.549999,240.350525,191.419998,33.501541,399.390015,135.479996,178.915558,143.17,196.36,199.0,99.08,85.98,49.3,172.86,50.38,131.17,210.09,110.81,510.85,118.65,122.35,249.77,196.58,109.57,156.86,105.83,166.77
2018-06-27,41.819763,60.09,234.122971,185.020004,33.344994,390.390015,133.220001,176.15791299999995,143.35,195.02,195.84,97.54,86.89,49.31,172.06,49.84,130.63,210.03,110.71,503.53,115.6,121.61,248.17,194.92,108.38,155.34,105.11,168.08
2018-06-28,42.195133,61.549999,239.22817999999998,188.380005,33.48312,395.420013,135.119995,177.62673999999996,144.26,195.21,196.23,98.63,85.86,50.86,172.33,48.54,133.86,208.71,111.74,501.77,115.68,122.0,248.17,195.97,105.88,164.5,105.72,166.81
2018-06-29,42.406876000000004,61.639998999999996,235.294983,185.529999,33.409451000000004,391.429993,136.399994,176.65069599999995,144.17,195.1,194.32,98.61,85.65,50.31,174.16,48.85,135.25,208.98,112.31,499.04,116.09,121.34,245.34,196.72,106.23,163.59,103.73,167.03
2018-07-02,43.263493,63.139998999999996,240.59880099999998,186.360001,33.455498,398.179993,140.429993,177.56041000000005,144.67,194.02,197.36,100.01,84.0,50.42,176.57,49.06,133.52,207.99,110.61,499.52,116.52,121.58,247.48,195.52,105.88,163.23,102.68,169.01
2018-07-03,43.04211,61.75,235.235413,184.75,33.473911,390.519989,137.839996,179.758972,143.03,193.62,192.73,99.05,84.44,50.7,177.25,48.77,132.83,207.12,110.51,491.29,115.73,122.71,246.98,195.83,105.76,163.34,102.0,168.56
2018-07-05,43.706219,64.150002,241.085495,186.880005,33.95277,398.390015,139.770004,179.701813,145.67,194.41,198.45,99.76,84.57,51.28,179.82,48.61,134.99,209.14,110.15,491.98,115.49,125.0,250.5,197.34,106.29,164.8,102.81,168.54
2018-07-06,44.274094,66.440002,245.654327,192.270004,34.173782,408.25,141.399994,179.835144,145.81,194.48,203.23,101.16,84.51,51.48,180.42,48.98,135.44,209.62,111.18,491.69,115.5,125.75,250.76,197.46,106.03,164.51,103.0,170.31
2018-07-09,44.976696000000004,66.480003,247.561325,192.75,34.219826,418.970001,141.759995,182.406387,142.18,196.08,204.74,101.85,85.93,50.74,184.9,49.9,131.9,210.94,112.59,504.1,117.85,126.05,253.67,200.53,108.59,166.13,103.92,165.32
2018-07-10,45.226944,64.760002,251.53421,192.550003,34.468456,415.630005,142.449997,183.606323,143.54,197.61,203.54,102.12,87.21,51.34,182.85,50.42,132.48,211.7,113.19,504.93,118.74,127.38,255.54,201.48,108.51,166.46,104.8,167.44
2018-07-11,45.852558,65.33000200000001,245.85299700000002,187.419998,34.265869,418.649994,145.25,182.377823,143.41,196.95,202.54,101.98,86.53,51.34,180.8,50.14,133.28,210.95,110.66,502.9,118.37,126.24,254.59,197.68,107.33,166.31,103.75,168.41
2018-07-12,46.343418,67.279999,249.527893,190.169998,34.551342,413.5,148.160004,184.406235,143.76,197.95,206.92,104.19,86.52,51.24,182.0,50.25,133.45,214.02,111.14,506.67,119.9,127.76,256.05,199.32,108.53,168.03,103.84,168.49
2018-07-13,46.805408,66.970001,247.630859,190.039993,34.560551000000004,395.799988,147.610001,183.549179,143.23,198.69,207.32,105.43,87.7,51.41,183.41,51.62,134.46,216.54,111.81,507.09,119.23,125.93,258.7,201.18,108.97,168.09,103.99,169.52
2018-07-16,46.824734,66.949997,246.51843300000002,190.350006,34.422424,400.480011,146.96000700000005,182.368301,141.76,198.88,207.23,104.91,87.64,51.59,182.25,50.94,134.2,214.85,111.32,503.96,120.38,124.69,256.98,201.11,110.65,167.64,102.37,169.5
2018-07-17,47.249889,68.33000200000001,251.971237,192.660004,34.671055,379.480011,147.020004,183.149185,142.17,201.1,209.99,105.95,88.19,51.43,181.8,51.28,135.02,215.0,111.06,504.88,120.41,129.11,250.29,202.07,111.07,168.07,105.41,170.21
2018-07-18,46.998657,68.290001,249.99470499999998,190.789993,34.680267,375.130005,147.839996,186.110901,141.38,200.97,209.36,105.12,88.07,51.14,183.03,51.15,129.53,214.97,110.9,510.85,122.15,127.8,255.42,202.2,112.16,166.38,106.75,169.42
2018-07-19,46.805408,70.32,250.32247900000002,187.339996,34.404007,364.230011,147.160004,185.082413,141.67,202.63,208.09,104.4,87.72,50.75,182.13,51.34,130.34,217.54,110.9,504.89,120.75,125.94,252.93,201.6,112.84,166.89,106.39,170.25
2018-07-20,46.882709999999996,70.410004,249.19021600000002,187.25,34.376381,361.049988,146.869995,185.968048,140.38,202.45,209.94,106.27,88.06,50.62,182.58,50.91,131.8,218.69,110.36,502.78,119.86,125.85,252.7,201.95,112.07,166.52,105.0,169.97
2018-07-23,47.027645,71.599998,247.72023,187.039993,34.265869,362.660004,147.559998,184.015823,140.84,202.23,210.91,107.97,87.63,50.75,184.73,51.19,130.69,218.84,110.44,508.51,121.31,126.63,252.74,198.84,112.71,165.96,104.41,168.83
2018-07-24,47.027645,69.360001,247.024994,189.0,34.717098,357.320007,146.0,187.367966,141.57,201.99,214.67,107.66,87.96,51.51,185.98,51.17,129.63,218.58,111.22,508.89,121.3,129.36,253.76,200.68,112.44,165.17,106.05,170.21
2018-07-25,47.298199,72.529999,250.163589,197.979996,34.98415,362.869995,148.869995,193.748459,142.94,201.0,217.5,110.83,87.9,50.91,187.31,51.62,130.31,220.7,112.35,512.49,124.81,128.62,254.86,204.38,120.2,167.08,109.28,167.75
2018-07-26,47.220898,71.989998,253.11344900000003,194.179993,35.140701,363.089996,147.570007,190.920074,144.51,199.4,176.26,109.62,88.23,51.18,188.08,51.45,131.76,221.72,116.0,505.11,121.6,130.28,257.0,207.96,118.87,165.17,110.66,168.16
2018-07-27,46.988995,69.849998,250.31257599999998,189.419998,35.37092600000001,355.209991,143.910004,189.177368,144.38,197.14,174.89,107.68,88.13,52.01,188.13,52.15,132.72,219.65,118.79,502.92,119.01,131.55,255.95,207.42,118.66,162.02,109.44,166.98
2018-07-30,46.119372999999996,65.620003,242.476013,184.820007,35.536678,334.959991,138.029999,186.901291,142.72,197.28,171.06,105.37,88.88,52.49,190.36,51.9,134.62,219.11,122.15,500.18,117.38,132.17,253.84,205.12,118.71,159.42,109.74,166.23
2018-07-31,46.071049,64.650002,243.201065,187.229996,36.770653,337.450012,137.149994,190.234436,148.24,197.52,172.58,106.08,89.23,51.64,190.19,52.39,135.17,218.71,123.34,502.76,119.08,132.52,253.22,212.32,119.89,159.33,110.66,167.54
2018-08-01,45.75219,66.860001,244.80015600000002,185.270004,37.083752,338.380005,137.679993,186.663239,150.17,196.3,171.65,106.28,88.24,51.73,189.78,51.93,134.16,217.13,123.01,479.45,117.27,132.64,253.37,207.05,119.36,159.71,109.73,167.9
2018-08-02,46.28363,72.650002,248.92201200000002,182.600006,36.823715,344.5,141.139999,185.644241,148.21,195.66,176.37,107.57,88.76,51.98,189.53,51.68,142.44,221.12,122.05,475.31,117.44,131.25,256.08,205.53,118.6,160.15,109.32,169.45
2018-08-03,46.83439600000001,68.360001,250.39201400000002,180.839996,37.650272,343.089996,141.03999299999995,184.834808,150.99,195.64,177.78,108.04,89.6,52.27,188.03,52.23,143.08,222.03,121.66,482.4,117.4,131.95,257.22,207.29,119.15,160.37,110.95,171.15
2018-08-06,47.027645,70.91999799999998,252.30894500000002,178.619995,38.114632,350.920013,142.71000700000005,184.291962,150.91,195.69,185.69,108.13,89.67,52.48,189.01,52.07,143.52,222.72,122.54,483.46,118.55,132.02,256.76,206.7,119.54,160.58,110.32,171.01
2018-08-07,46.844059,71.0,255.20916699999998,179.919998,37.928886,351.829987,144.440002,186.920349,150.03,197.05,183.81,108.88,89.77,52.46,190.51,52.07,141.48,223.86,122.72,487.46,119.36,131.46,257.65,208.57,120.01,161.2,109.96,170.63
2018-08-08,46.757095,70.82,256.66925,177.520004,38.458256,347.609985,145.169998,185.825211,149.32,198.02,185.18,109.49,90.05,52.7,192.5,51.55,140.86,224.58,122.98,487.05,119.7,131.17,258.81,207.14,120.58,161.14,109.25,170.08
2018-08-09,46.902031,69.379997,254.722488,177.190002,38.07748400000001,349.359985,145.820007,183.387268,150.57,198.08,183.09,109.67,89.01,53.01,192.04,51.92,140.21,218.24,122.18,484.1,118.89,131.2,261.59,204.78,120.87,160.64,109.21,170.85
2018-08-10,46.689461,70.599998,253.06376600000002,180.009995,38.012478,345.869995,145.509995,182.663498,149.18,196.3,180.26,109.0,90.18,52.47,193.1,51.51,140.21,220.31,122.59,478.95,117.14,130.75,260.36,201.96,119.27,160.68,107.46,170.93
2018-08-13,46.389915,72.370003,254.384781,177.679993,37.901028,341.309998,144.449997,182.692062,149.01,194.14,180.05,108.21,89.64,52.22,191.8,51.81,141.22,219.56,121.57,475.39,116.58,130.22,260.91,199.84,118.16,160.23,106.08,171.3
2018-08-14,46.602493,74.970001,259.658783,172.529999,37.808155,337.48999,146.570007,184.396744,149.11,193.1,181.11,109.56,90.85,52.87,194.68,52.59,141.84,222.0,120.94,477.21,117.57,129.5,263.48,200.52,118.98,161.24,106.85,171.94
2018-08-15,46.225654999999996,72.239998,257.32473799999997,169.830002,38.226078,326.399994,145.03999299999995,183.139679,149.54,193.99,179.53,107.66,90.22,53.24,196.42,52.75,144.97,221.67,115.38,470.82,115.49,130.43,260.61,201.39,120.05,160.41,107.03,172.77
2018-08-16,46.476879,72.760002,255.695801,171.990005,38.467545,322.440002,145.729996,183.263458,149.72,195.39,174.7,107.64,98.64,54.27,196.31,53.04,146.77,223.19,114.94,474.61,116.32,132.48,263.1,203.15,121.11,162.89,107.9,174.79
2018-08-17,46.728107,72.900002,243.16131600000003,172.779999,39.08979,316.7799990000001,145.020004,184.444321,151.17,195.56,173.8,107.58,97.85,54.79,199.82,53.56,147.53,225.68,115.44,474.15,115.61,134.47,262.33,204.77,121.8,164.89,108.42,175.17
2018-08-20,46.786076,74.260002,246.16088900000003,176.28999299999995,39.312683,327.730011,145.71000700000005,185.625229,150.79,197.93,172.5,106.87,96.0,54.65,198.33,53.92,148.23,227.35,116.08,475.56,115.7,136.88,262.4,204.6,122.55,165.12,109.73,174.3
2018-08-21,46.776421,75.190002,251.60374500000003,177.919998,39.154804,338.019989,145.529999,185.663315,149.28,200.23,172.62,105.98,96.08,54.91,201.33,54.0,146.55,228.54,116.51,474.93,116.21,135.35,261.69,205.69,123.01,164.61,111.08,172.63
2018-08-22,47.153255,76.440002,261.039368,177.850006,39.071209,344.440002,146.46000700000005,183.301575,148.11,198.97,173.64,107.06,95.67,54.14,204.46,52.82,145.16,229.21,117.02,478.02,115.69,134.61,260.74,204.26,121.87,164.92,110.6,171.71
2018-08-23,47.307860999999995,77.120003,265.032135,172.229996,39.19194,339.170013,147.830002,182.45401,147.38,200.16,172.9,107.56,95.18,54.28,204.9,52.66,145.88,229.51,118.37,470.46,115.06,135.11,261.42,202.75,121.71,165.2,109.77,171.63
2018-08-24,47.59773300000001,78.18,270.37573199999997,174.229996,39.377693,358.820007,152.300003,183.406311,148.06,201.3,174.65,108.4,94.95,54.78,206.22,52.75,145.67,231.28,119.25,477.51,115.41,135.95,264.28,205.29,122.74,165.88,110.62,172.7
2018-08-27,47.665375,78.25,274.03076200000004,180.649994,38.616138,364.579987,151.679993,185.977585,148.37,201.98,177.46,109.6,94.54,54.85,205.37,52.97,144.68,230.03,120.03,483.61,116.29,134.92,267.08,208.33,123.85,166.87,111.13,171.46
2018-08-28,46.998657,80.800003,272.521057,178.190002,38.54184,368.48999,152.990005,186.29184,150.1,201.97,176.26,110.26,96.07,54.65,207.23,53.05,144.73,230.26,119.75,483.35,116.49,134.32,268.51,209.43,122.75,167.67,109.87,170.56
2018-08-29,47.240219,85.699997,276.75451699999996,178.5,38.54184,368.040009,154.800003,185.425232,150.45,201.68,175.9,112.02,95.64,54.57,204.92,53.25,144.78,230.19,120.44,485.22,116.27,134.86,269.0,210.46,123.47,169.77,111.66,170.53
2018-08-30,46.747433,87.760002,276.078735,174.600006,38.54184,370.980011,152.139999,183.330109,148.94,199.26,177.64,111.95,96.1,54.75,201.81,53.1,145.0,230.83,119.55,475.27,115.41,134.95,268.39,210.22,122.85,168.63,110.66,170.83
2018-08-31,46.940684999999995,88.639999,278.930847,175.009995,38.560417,367.679993,152.679993,184.177704,149.12,200.77,175.73,112.33,95.86,54.37,200.9,53.45,144.98,233.13,118.51,479.06,115.89,134.69,268.46,210.92,122.88,169.07,110.54,170.1
2018-09-04,46.940684999999995,91.25,281.932007,170.440002,38.421104,363.600006,153.21000700000005,183.425369,148.15,205.08,171.16,111.71,95.36,53.19,199.9,53.53,146.12,234.68,118.96,475.78,115.16,133.72,268.51,208.6,124.34,169.5,109.88,170.03
2018-09-05,46.418911,87.199997,276.684937,164.229996,38.866894,341.179993,148.649994,184.730026,147.6,204.15,167.18,108.49,96.62,53.82,193.97,53.79,148.46,235.61,117.99,478.24,114.5,135.86,267.64,211.83,124.66,168.64,110.6,171.62
2018-09-06,46.10004,88.540001,271.020477,159.869995,38.801884,346.459991,148.830002,185.929962,148.09,205.89,162.53,108.74,96.45,54.29,183.11,54.21,149.72,236.68,116.7,471.96,113.26,136.87,269.65,212.74,123.7,169.36,112.0,173.82
2018-09-07,46.196671,89.970001,270.165833,162.369995,39.19194,348.679993,150.429993,185.425232,146.55,206.23,163.04,108.21,95.83,54.0,191.04,54.86,150.74,241.46,114.3,471.44,107.73,137.32,268.28,212.57,122.99,169.07,111.51,172.1
2018-09-10,47.211231,89.389999,273.017914,156.360001,39.061932,348.410004,151.320007,186.358521,147.33,210.69,164.18,109.38,96.9,54.12,191.29,54.97,150.56,243.18,113.95,473.75,109.48,137.21,259.73,212.93,124.34,169.55,112.09,172.03
2018-09-11,47.269207,92.279999,271.099945,157.46000700000005,39.294113,355.929993,152.839996,186.710846,147.0,213.85,165.94,111.24,96.64,54.72,181.22,55.12,150.16,244.21,112.55,471.13,110.27,138.51,261.04,211.78,123.07,170.69,112.59,172.15
2018-09-12,47.675036999999996,90.440002,266.528656,161.46000700000005,39.386978000000006,369.950012,155.369995,186.844162,147.31,211.98,162.0,111.71,95.97,54.97,184.12,54.97,150.84,242.44,112.16,470.01,110.13,139.36,262.67,206.71,123.3,170.35,112.03,172.5
2018-09-13,47.307860999999995,90.220001,269.649109,165.529999,39.795612,368.149994,158.179993,189.101181,148.72,209.45,161.36,112.91,95.12,54.94,184.06,54.89,151.21,241.27,113.02,468.98,109.17,139.89,265.49,209.05,119.7,172.07,112.95,174.6
2018-09-14,47.58807,90.82,274.707336,164.740005,39.897778,364.559998,157.490005,190.948654,147.19,209.07,162.32,113.37,94.59,54.55,183.72,54.75,151.38,235.38,113.6,476.06,110.37,139.49,265.31,207.88,120.39,171.64,112.17,173.65
2018-09-17,47.520435,86.860001,272.222931,158.889999,39.944206,350.350006,154.919998,192.7771,147.75,208.4,160.58,112.14,94.82,54.7,184.69,54.57,151.93,232.0,112.81,470.9,108.96,139.96,263.87,209.53,119.09,171.04,112.99,173.86
2018-09-18,47.3755,87.989998,269.331055,156.649994,40.408569,367.649994,156.0,194.853165,147.41,211.02,160.3,113.21,95.43,54.39,185.27,55.07,151.85,234.35,113.3,472.2,109.29,140.54,263.29,211.53,118.24,172.41,113.27,173.44
2018-09-19,47.761996999999994,84.800003,270.285126,162.630005,40.176388,366.959991,152.899994,194.281738,147.58,211.68,163.06,111.7,95.24,53.5,186.97,55.43,150.66,233.85,109.36,483.54,110.9,140.46,265.33,213.12,118.25,173.14,115.05,169.17
2018-09-20,48.72825200000001,86.510002,264.62060499999995,165.880005,40.631462,365.359985,155.5,193.1866,148.73,211.06,166.02,113.57,95.75,53.95,186.71,56.43,151.88,233.92,110.33,487.14,111.54,141.98,266.39,215.27,119.12,174.13,115.92,169.27
2018-09-21,49.375648,85.300003,261.808258,164.630005,40.919365,361.190002,155.520004,194.900757,148.49,212.39,162.93,114.26,95.9,54.42,183.06,57.45,152.47,234.76,111.66,487.61,111.77,142.88,266.67,216.33,118.49,174.19,115.98,170.76
2018-09-24,49.510925,86.040001,264.044189,163.160004,40.798626,369.609985,158.779999,193.158035,146.38,207.99,165.41,114.67,94.92,53.54,185.47,56.69,149.95,233.34,113.46,482.07,110.97,140.47,267.36,213.51,117.33,172.63,112.69,168.81
2018-09-25,49.974724,95.349998,266.73733500000003,164.25,40.66861,369.429993,158.869995,193.777008,145.7,207.46,164.91,114.45,95.1,53.05,188.35,56.9,149.64,232.93,114.88,479.09,110.3,138.64,263.51,210.64,116.26,172.82,111.54,166.85
2018-09-26,49.88776,94.650002,265.256622,165.399994,40.566448,377.880005,158.330002,192.234268,143.95,207.52,166.95,113.98,94.59,53.14,188.46,57.27,150.37,233.81,113.89,474.83,109.74,138.16,262.91,211.07,116.7,172.97,110.39,164.45
2018-09-27,49.945744,97.959999,265.733612,166.320007,40.770771,380.709991,160.429993,192.443771,143.39,206.84,168.84,114.41,94.13,53.59,184.98,57.34,149.28,234.0,112.88,477.89,110.1,138.22,264.65,210.11,116.73,170.05,108.99,165.59
2018-09-28,49.820126,99.010002,279.268768,164.759995,40.928654,374.130005,159.029999,194.957901,145.3,207.15,164.46,114.37,93.91,53.39,182.27,56.84,150.41,234.88,112.72,471.33,109.18,138.17,266.04,210.71,116.75,170.2,109.13,167.6
2018-10-01,50.052025,97.279999,287.556763,162.0,41.114391,381.429993,159.860001,195.700684,144.03,207.6,162.44,115.61,94.4,53.84,179.64,55.58,150.43,234.65,114.48,473.47,109.86,139.69,269.1,212.19,117.46,173.51,109.75,166.99
2018-10-02,48.535004,97.83000200000001,284.694733,160.229996,41.067959,377.140015,157.259995,195.205521,144.13,204.75,159.33,115.15,95.15,54.42,178.46,55.59,152.26,236.35,114.69,477.21,111.22,140.48,270.63,215.71,116.99,173.15,110.21,169.34
2018-10-03,48.071197999999995,96.959999,284.943146,162.369995,41.615906,377.049988,159.100006,195.910217,143.91,203.74,162.43,115.17,94.07,54.29,181.74,55.47,147.21,233.2,118.47,474.37,111.78,139.03,270.9,215.76,117.78,174.14,108.73,168.24
2018-10-04,47.800652,94.489998,277.54953,156.130005,41.513741,363.649994,154.899994,196.981674,144.44,198.85,158.85,112.79,94.21,55.02,181.64,55.89,146.58,231.68,117.7,474.15,110.8,139.35,268.32,213.84,117.31,171.86,108.46,169.25
2018-10-05,47.684696,94.110001,268.178253,154.630005,41.708775,351.350006,155.070007,197.373871,144.75,196.38,157.33,112.13,93.31,54.94,178.58,55.76,149.58,218.82,118.37,470.86,109.32,139.1,269.2,213.19,117.24,171.23,108.02,172.37
2018-10-08,47.694365999999995,86.059998,264.113739,151.139999,42.052402,349.100006,148.649994,198.17746,145.79,198.41,157.25,110.85,94.69,55.02,177.94,56.54,149.88,223.93,118.14,471.46,109.23,139.39,269.01,214.37,118.78,169.9,109.58,173.32
2018-10-09,47.220898,86.16999799999998,263.88525400000003,146.940002,42.228855,355.709991,148.5,195.307541,147.65,195.75,157.9,112.26,97.08,54.99,182.16,57.71,150.3,224.17,117.68,459.71,107.99,139.2,270.11,210.42,117.92,168.8,98.56,173.73
2018-10-10,45.800503000000006,77.449997,244.15893599999998,138.28999299999998,41.337284,325.890015,137.809998,189.242447,145.5,193.7,151.38,106.16,95.76,54.33,179.71,56.01,147.55,221.05,113.05,426.76,101.55,137.73,263.08,202.15,116.65,161.74,99.6,172.75
2018-10-11,45.201427,69.029999,233.66473399999998,141.899994,39.758469,321.100006,139.240005,184.574036,140.68,189.74,153.35,105.91,93.92,53.33,178.35,54.86,142.18,221.82,109.46,417.68,98.51,133.84,257.12,196.73,113.76,156.0,96.38,169.09
2018-10-12,45.781174,73.970001,245.00361600000002,147.28999299999995,40.65932100000001,339.559998,146.740005,183.531326,142.05,192.47,153.74,109.57,94.81,53.73,177.41,56.45,144.84,226.95,109.46,427.7,100.21,133.87,259.61,198.23,115.64,159.44,95.09,169.36
2018-10-15,45.713271999999996,73.769997,233.913162,144.160004,40.046364,333.130005,141.949997,184.277512,142.73,191.17,153.52,107.6,93.82,53.6,178.07,56.75,146.61,224.51,107.21,426.94,100.67,133.95,260.25,198.94,115.77,157.92,96.15,169.64
2018-10-16,46.79012700000001,78.720001,244.29805,149.600006,40.798626,346.399994,147.440002,186.267303,145.69,193.58,158.78,111.0,95.81,53.7,178.96,57.81,148.69,227.68,109.86,408.0,101.96,136.56,272.57,202.33,117.48,161.2,98.18,171.29
2018-10-17,46.431179,78.050003,241.545303,148.139999,41.393013,364.700012,147.009995,185.435013,146.68,185.17,159.42,110.71,96.56,53.96,177.1,59.1,149.43,228.49,108.78,411.85,102.66,139.46,267.3,202.93,118.01,158.9,98.12,170.82
2018-10-18,45.9655,74.959999,238.037323,142.020004,40.86364,346.709991,142.839996,182.928619,146.79,180.44,154.92,108.5,96.17,54.65,178.16,58.64,149.0,228.58,109.12,399.87,99.85,139.5,266.81,200.38,114.73,156.2,98.99,171.57
2018-10-19,46.169230999999996,74.07,227.74186699999998,142.929993,41.327999,332.670013,140.490005,182.010223,150.15,179.85,154.05,108.66,97.15,54.9,178.02,58.66,152.57,229.67,102.77,401.65,100.06,139.05,265.3,199.85,116.49,158.28,101.39,173.46
2018-10-22,46.508789,75.720001,229.77911400000002,148.800003,41.207264,329.540009,142.949997,181.895447,149.25,178.75,154.78,109.63,97.14,54.98,175.29,58.9,150.85,229.06,103.15,392.36,99.4,138.68,262.19,201.36,115.64,159.55,101.66,172.66
2018-10-23,46.557297,74.150002,219.682404,146.649994,40.956516,333.160004,140.660004,179.6091,150.85,178.53,154.39,108.1,97.8,57.21,171.8,58.81,150.13,228.75,99.8,387.49,97.82,138.93,264.86,192.55,114.24,158.09,100.63,170.63
2018-10-24,45.36401,69.339996,198.16731299999998,139.610001,39.451984,301.829987,133.259995,165.728241,151.97,176.97,146.04,102.32,97.56,57.42,176.38,58.06,152.96,223.76,95.3,378.66,93.87,137.47,256.32,184.54,107.93,153.12,97.78,175.6
