,ORCL,SQ,NVDA,BABA,PFE,NFLX,CRM,GD,AMT,HD,FB,MSFT,WMT,VZ,MCD,SBUX,CLX,COST,PSX,BLK,TROW,JNJ,UNH,MMM,UPS,ACN,PPG,NEE
2018-10-25,46.528191,73.489998,206.54478500000002,144.600006,40.315697,312.869995,140.800003,163.202728,153.51,179.07,150.95,108.3,99.18,56.43,174.68,58.96,151.59,226.4,98.49,391.96,95.52,138.47,264.24,184.99,107.82,156.92,103.71,173.2
2018-10-26,45.907299,71.120003,197.054276,142.869995,39.563427,299.829987,135.520004,162.494797,149.61,172.23,145.37,106.96,98.94,55.51,174.76,58.07,147.82,218.19,99.45,386.93,93.87,136.97,258.18,184.95,105.31,154.45,102.83,169.89
2018-10-29,45.616257,67.279999,184.463272,133.380005,40.148525,284.839996,130.990005,159.797073,152.82,173.2,142.09,103.85,99.8,56.48,178.24,58.37,149.76,222.42,98.52,390.65,93.77,137.55,256.52,185.79,105.13,152.74,102.89,172.78
2018-10-30,47.119976,68.760002,201.73494,136.330002,39.83276400000001,285.809998,132.169998,164.43678300000005,160.95,176.24,146.22,103.73,102.42,58.18,172.9,58.59,152.82,227.92,102.06,403.83,96.22,140.75,258.28,189.81,107.07,154.62,104.22,173.55
2018-10-31,47.381916,73.449997,209.516174,142.279999,39.99064600000001,301.7799990000001,137.240005,165.096848,155.81,175.88,151.79,106.81,100.28,57.09,173.76,58.27,148.45,228.63,102.82,411.42,96.99,139.99,261.35,190.26,106.54,157.62,105.09,172.5
2018-11-01,47.139381,76.739998,216.75076299999998,151.25,40.557167,317.380005,139.589996,170.66449,153.02,180.46,151.75,105.92,100.58,56.05,177.44,58.63,153.73,229.6,102.5,412.99,98.02,140.82,260.93,192.22,107.52,158.58,106.74,170.47
2018-11-02,47.372215000000004,77.760002,213.580673,147.589996,39.869915,309.100006,136.78999299999998,169.306076,152.06,179.93,150.35,106.16,101.34,56.63,179.13,64.32,154.2,230.16,99.01,409.76,96.93,140.68,261.01,192.81,105.99,157.39,106.91,168.15
2018-11-05,47.556540999999996,75.010002,210.45031699999998,144.639999,40.417858,315.440002,135.440002,170.253159,155.7,182.19,148.68,107.51,102.91,57.21,174.45,64.48,156.96,234.45,100.52,411.0,97.42,142.2,261.01,193.25,106.82,158.6,106.45,170.71
2018-11-06,47.779671,77.309998,209.744736,147.440002,39.944206,310.839996,133.949997,174.29972800000004,156.16,182.01,149.94,107.72,103.33,57.21,172.51,66.01,158.1,236.71,100.88,413.43,99.13,142.57,263.54,195.3,108.65,159.42,107.36,171.46
2018-11-07,48.759521,82.690002,212.45771800000003,152.5,41.235134,327.5,141.78999299999995,177.007004,156.95,187.23,151.53,111.96,104.32,57.65,173.49,68.16,158.67,240.37,103.12,424.73,101.5,144.75,274.63,201.29,111.13,163.87,109.53,173.54
2018-11-08,48.92445,75.230003,204.706329,148.990005,41.038589,317.920013,141.869995,176.557404,159.36,188.0,147.87,111.75,104.88,58.27,172.86,68.72,157.74,238.7,98.67,421.39,99.89,145.3,276.65,204.07,111.5,164.5,108.67,173.96
2018-11-09,49.099072,73.269997,204.388321,144.850006,41.441021,303.470001,136.919998,176.500015,160.14,185.99,144.96,109.57,105.56,58.46,173.36,68.6,158.77,237.74,99.74,413.95,98.48,145.34,276.55,201.1,109.51,165.15,107.71,176.56
2018-11-12,47.75058,69.83000200000001,188.35884099999998,142.820007,41.281925,294.070007,130.5,173.161301,161.03,179.43,141.55,106.87,103.87,58.72,172.8,67.91,161.07,234.48,97.67,405.42,95.58,145.62,272.38,197.04,107.72,162.44,105.4,178.49
2018-11-13,48.031918,71.849998,198.067963,146.979996,40.729748,294.399994,132.160004,172.271637,161.31,179.0,142.16,106.94,102.94,58.66,174.43,67.41,159.86,234.14,94.8,407.31,95.86,144.68,269.22,198.37,109.4,161.45,104.31,178.66
2018-11-14,47.381916,69.809998,195.961166,150.440002,40.158859,286.730011,129.350006,172.042053,163.41,179.9,144.22,104.97,101.53,58.94,174.91,67.04,160.18,233.31,95.6,401.98,94.54,144.25,264.96,198.06,109.5,160.29,105.35,176.82
2018-11-15,49.118477,73.599998,201.12875400000001,156.220001,40.439621,290.059998,132.490005,174.43367,162.13,177.36,143.85,107.28,99.54,59.08,179.85,67.62,160.71,229.94,96.23,406.88,96.06,144.5,264.94,204.91,110.45,162.49,107.08,179.18
2018-11-16,49.642357000000004,70.589996,163.405304,154.100006,40.720394,286.209991,132.550003,175.12243700000005,163.98,177.02,139.53,108.29,97.69,60.21,177.08,68.16,162.02,231.02,96.61,411.0,95.87,145.99,271.11,209.0,110.09,165.0,107.17,180.39
2018-11-19,48.070717,62.970001,143.798264,149.529999,41.347435,270.600006,121.010002,171.60199,166.23,173.59,131.55,104.62,96.78,60.62,177.01,67.91,162.39,228.74,94.9,407.78,94.96,147.73,266.05,205.58,111.29,162.77,107.7,182.01
2018-11-20,46.887146,61.82,148.15097,145.979996,40.739105,266.980011,120.669998,168.292038,160.64,169.05,132.43,101.71,94.16,59.46,177.66,67.18,160.41,219.31,92.54,402.92,92.0,146.45,261.5,200.51,108.51,158.9,105.88,178.77
2018-11-21,47.168488,62.619999,143.808228,149.410004,40.336674,262.130005,123.589996,169.086029,160.31,169.3,134.82,103.11,94.17,59.16,176.26,66.77,159.71,218.57,93.65,407.62,94.51,141.99,260.55,198.69,108.77,156.98,106.81,176.18
2018-11-23,47.246101,63.470001,144.09638999999999,150.330002,40.374111,258.820007,122.029999,170.530548,160.39,168.85,131.73,103.07,95.1,58.64,177.39,65.7,162.83,220.06,89.0,406.61,94.65,142.23,261.62,196.8,108.69,156.93,107.29,177.33
2018-11-26,46.819233000000004,66.519997,152.09622199999995,156.009995,40.561291,261.429993,126.410004,171.898575,161.59,169.82,136.38,106.47,95.15,59.17,185.72,65.69,163.33,219.45,92.07,418.49,95.96,141.37,266.16,199.86,110.64,158.4,107.34,177.03
2018-11-27,46.023716,65.879997,152.771988,156.46000700000005,41.244484,266.630005,127.540001,170.894073,162.08,173.22,135.0,107.14,95.04,60.65,186.46,66.08,166.36,223.01,91.26,417.16,94.87,143.22,271.15,200.69,111.51,159.11,105.8,178.0
2018-11-28,46.75132,69.889999,159.072495,159.339996,42.021267,282.649994,140.639999,174.1371,162.0,177.43,136.76,111.12,97.46,60.06,184.8,66.82,165.42,230.34,92.63,427.27,98.34,146.44,280.95,204.34,113.55,162.21,107.64,178.05
2018-11-29,46.469982,69.900002,156.535828,156.279999,42.592159,288.75,139.720001,174.271042,162.72,175.66,138.68,110.19,97.29,59.45,184.63,66.88,166.05,231.0,92.68,422.94,97.87,145.85,282.55,204.56,113.26,161.07,108.47,177.12
2018-11-30,47.304306,69.839996,162.574066,160.860001,43.265999,286.130005,142.759995,176.873108,164.49,180.32,140.61,110.89,97.65,60.3,185.91,66.72,165.62,231.28,93.52,428.01,99.36,146.9,281.36,207.92,115.29,164.52,109.33,181.71
2018-12-03,48.342369,71.949997,169.149429,163.740005,43.041389,290.299988,144.149994,173.697067,163.08,181.74,141.09,112.09,98.75,58.16,183.19,67.5,165.29,232.08,92.09,434.87,99.58,146.21,286.33,208.76,115.27,166.82,110.56,182.49
2018-12-04,47.294605,63.509997999999996,156.287155,158.339996,42.245884,275.329987,139.240005,165.670837,163.48,175.3,137.93,108.52,95.81,58.09,185.03,66.65,163.63,226.35,91.4,408.75,95.27,146.03,278.55,202.2,106.77,164.21,106.73,182.17
2018-12-06,45.286407000000004,65.690002,157.46096799999995,155.830002,42.096142,282.880005,142.059998,163.604492,167.63,175.96,139.63,109.19,94.77,58.08,183.56,66.55,163.76,233.2,92.6,400.23,94.86,145.91,276.85,202.68,108.04,159.25,105.79,182.66
2018-12-07,44.62670900000001,60.779999,146.83691399999995,153.059998,41.104103,265.140015,135.949997,160.122345,166.43,172.79,137.42,104.82,93.19,57.68,185.04,65.47,162.47,224.86,90.35,393.1,93.28,145.43,269.18,198.24,105.32,157.45,103.23,182.86
2018-12-10,45.276695000000004,63.380001,151.064651,151.429993,41.553333,269.700012,137.270004,164.733307,166.19,171.69,141.85,107.59,93.94,58.27,186.36,65.49,162.2,222.66,88.84,393.26,92.45,145.26,266.53,198.32,104.4,157.72,103.46,182.61
2018-12-11,45.072967999999996,61.779999,147.413864,151.830002,41.188335,265.320007,136.78999299999998,164.80029299999995,166.64,172.21,142.08,108.59,93.85,58.85,187.16,65.92,166.13,226.5,88.42,385.66,92.03,146.5,267.22,197.46,103.58,158.3,103.04,182.98
2018-12-12,45.907299,63.650002,148.120148,151.5,41.32872,274.880005,140.089996,163.795837,164.65,174.21,144.5,109.08,93.11,57.25,190.31,66.13,163.84,227.8,89.25,390.07,94.02,147.1,270.64,199.81,101.21,158.62,103.46,181.31
2018-12-13,45.81998400000001,62.900002,148.110184,151.479996,41.712429,276.019989,141.139999,163.594925,166.8,173.87,145.01,109.45,92.96,57.09,191.08,66.91,165.08,226.51,88.83,387.27,93.26,147.84,272.15,202.13,100.78,160.25,100.9,182.2
2018-12-14,45.208794,62.139998999999996,145.682983,149.0,40.991795,266.839996,137.03999299999998,161.643372,166.6,172.29,144.06,106.03,91.85,57.08,187.98,65.34,164.52,207.06,86.83,382.3,91.97,133.0,265.02,196.1,98.66,155.53,100.14,181.24
2018-12-17,44.36476500000001,58.619999,142.828003,143.979996,40.34603900000001,262.799988,130.830002,156.362762,160.94,167.97,140.19,102.89,90.77,55.95,186.38,64.47,156.74,202.23,85.86,378.25,91.03,129.14,258.07,192.82,96.87,151.67,97.13,175.65
2018-12-18,44.481182000000004,59.919998,146.17041,140.820007,39.681557,270.940002,132.320007,155.750473,162.31,170.04,143.66,103.97,91.08,55.65,185.33,64.92,155.5,202.99,84.73,383.35,90.8,130.42,252.97,194.56,97.28,152.14,96.7,176.0
2018-12-19,45.063274,59.029999,137.784561,137.139999,39.279125,266.769989,131.160004,152.096146,162.54,167.56,133.24,103.69,90.55,55.86,187.42,64.06,154.85,201.41,85.16,372.19,88.41,127.61,250.31,189.96,94.32,150.96,96.43,174.52
2018-12-20,44.859539,55.900002,134.392441,135.110001,39.26041,260.579987,127.730003,147.906052,161.54,164.16,133.4,101.51,87.28,55.07,189.79,62.15,153.56,197.13,82.78,371.67,87.3,128.27,242.44,187.38,93.94,143.5,97.07,174.91
2018-12-21,42.686417,52.509997999999996,128.891418,132.0,39.241692,246.389999,122.910004,143.964676,158.0,160.48,124.95,98.23,87.13,54.92,186.87,61.39,154.51,194.52,82.38,369.16,86.78,128.09,238.34,183.75,93.5,137.2,96.32,174.11
2018-12-24,41.415524,50.720001,126.41443600000001,131.889999,37.950169,233.880005,121.330002,141.783554,153.58,158.14,124.06,94.13,85.82,53.05,186.67,60.56,145.37,189.99,78.5,361.77,84.95,122.84,232.94,178.62,89.89,133.67,95.6,168.08
2018-12-26,43.258801,55.32,132.402924,138.0,39.485016,253.669998,130.839996,145.571854,157.53,168.28,134.18,100.56,90.41,54.44,187.15,63.08,150.83,198.63,84.2,381.23,89.65,126.71,243.35,186.26,96.61,139.01,99.27,170.34
2018-12-27,43.627453,56.150002,130.483002,138.449997,40.10270300000001,255.570007,135.199997,148.39390600000004,158.6,170.32,134.52,101.18,91.59,55.15,186.85,63.2,153.18,201.08,85.82,387.8,91.31,127.41,245.97,190.7,97.78,140.41,101.42,172.16
2018-12-28,43.481926,55.869999,132.950027,139.089996,40.205654,256.079987,134.679993,148.585266,158.83,170.22,133.2,100.39,92.13,55.27,185.0,63.39,153.12,202.04,84.96,388.23,91.34,127.27,246.24,189.37,96.53,139.82,101.23,172.72
2018-12-31,43.802085999999996,56.09,132.800812,137.070007,40.851418,267.660004,136.970001,150.393295,158.19,171.82,131.09,101.57,93.15,56.22,187.09,64.4,154.14,203.71,86.15,392.82,92.32,129.05,249.12,190.54,97.53,141.01,102.23,173.82
2019-01-02,43.869987,57.200001,135.506561,136.699997,40.477058,267.660004,135.550003,150.441147,156.74,172.41,135.68,101.12,93.34,56.02,186.55,64.32,151.13,204.76,88.12,389.42,91.84,127.75,243.49,190.95,97.21,140.59,101.69,169.83
2019-01-03,43.443127000000004,52.419998,127.31965600000001,130.600006,39.344639,271.200012,130.399994,146.719803,157.68,168.61,131.74,97.4,92.86,56.22,187.35,61.53,152.03,200.42,86.9,377.98,88.81,125.72,236.85,183.76,94.45,135.79,97.97,169.41
2019-01-04,45.315506,58.18,135.47671499999998,139.75,40.243088,297.570007,137.96000700000002,150.929016,158.31,173.62,137.95,101.93,93.44,56.36,191.36,63.57,153.06,206.24,90.84,391.82,91.98,127.83,239.62,191.32,97.74,141.07,99.91,172.53
2019-01-07,46.033413,60.720001,142.64894099999995,143.100006,40.45834,315.339996,142.220001,151.770874,159.29,177.04,138.05,102.06,94.54,56.72,191.94,63.57,154.88,207.0,91.47,392.91,91.85,127.01,240.08,190.88,97.41,141.56,100.24,172.28
2019-01-08,46.450581,63.119999,139.097656,146.78999299999995,40.645523,320.269989,145.720001,151.780426,161.09,177.89,142.53,102.8,95.2,58.38,193.59,63.62,151.14,208.55,91.39,397.91,92.32,129.96,243.29,191.68,97.42,145.14,101.07,173.54
2019-01-09,46.353561,65.93,141.83325200000004,151.919998,40.561291,319.959991,145.990005,153.92330900000005,159.68,179.73,144.23,104.27,94.89,57.05,196.17,63.88,150.94,209.9,91.99,400.19,92.65,128.93,243.64,192.3,97.92,145.87,101.5,172.79
2019-01-10,46.392368,66.099998,144.469391,151.690002,39.597332,324.660004,147.03999299999995,155.38696299999995,161.86,179.06,144.2,103.6,94.96,57.6,198.33,64.19,153.11,210.64,92.94,399.5,92.29,129.71,244.87,193.6,98.91,147.02,102.65,175.39
2019-01-11,46.848343,66.230003,148.050507,151.320007,40.130783,337.589996,147.550003,156.707123,161.4,179.41,143.8,102.8,94.84,58.02,199.64,63.73,153.35,210.51,92.69,397.91,90.25,129.75,247.67,192.21,97.91,146.23,101.86,175.71
2019-01-14,46.741627,65.18,149.65206899999995,149.270004,39.653481,332.940002,146.050003,157.395874,161.4,178.81,145.39,102.05,94.95,58.03,201.31,63.37,151.18,209.0,92.83,396.42,91.19,128.28,248.06,192.17,99.14,144.93,101.96,171.23
2019-01-15,47.121479,65.959999,149.085068,150.880005,39.990402,354.640015,149.190002,156.066193,163.05,176.47,148.95,105.01,96.25,58.1,200.31,64.08,152.62,211.03,92.45,400.71,92.75,129.36,256.87,188.94,97.56,146.89,101.0,174.72
2019-01-16,46.809799,65.900002,148.060486,154.839996,39.410152,351.390015,148.53999299999995,156.506256,163.78,177.04,147.54,105.38,96.35,57.08,199.67,63.77,151.9,210.18,92.99,413.04,95.27,128.04,261.46,189.48,96.99,147.88,102.54,174.68
2019-01-17,47.316277,68.839996,150.9254,155.970001,39.74707,353.190002,149.820007,159.440659,164.38,174.87,148.3,106.12,96.74,56.83,200.54,64.28,151.98,211.46,93.42,412.52,94.74,129.09,259.77,191.71,99.58,149.12,107.36,175.49
2019-01-18,47.988331,72.239998,156.108093,157.020004,39.803223,339.100006,152.509995,162.19229099999995,164.67,179.58,150.04,107.71,97.73,57.09,200.69,64.7,154.37,213.59,95.3,419.45,96.61,130.69,265.5,195.86,101.6,150.45,105.43,176.09
2019-01-22,47.666908,67.849998,147.990829,152.149994,39.559891,325.160004,148.949997,160.883835,164.68,177.11,147.57,105.68,97.49,56.99,199.21,65.39,151.18,212.4,93.0,413.6,94.47,128.8,265.69,192.26,102.68,148.97,104.35,177.38
2019-01-23,47.959109999999995,69.099998,148.508072,152.029999,39.456947,321.98999,149.75,162.413574,165.79,176.89,144.3,106.71,98.71,57.76,199.08,66.43,151.7,212.09,92.63,408.48,93.62,128.8,267.02,192.29,100.92,148.42,102.05,179.38
2019-01-24,47.920147,73.940002,157.013306,155.860001,38.324524,326.670013,146.869995,164.347443,165.65,177.29,145.83,106.2,98.36,57.07,200.31,64.74,149.17,210.31,91.33,406.56,93.86,127.03,266.13,192.52,99.7,150.15,102.22,180.28
2019-01-25,48.504539,77.970001,159.311218,159.21000700000005,38.034397,338.049988,149.740005,164.732269,167.41,180.4,149.01,107.17,96.94,56.4,197.41,67.09,147.69,209.07,93.02,409.95,94.55,128.23,268.05,195.9,100.83,151.85,103.5,174.2
2019-01-28,48.231823,76.220001,137.287201,158.919998,36.995564,335.660004,147.330002,165.665527,168.05,179.83,147.47,105.08,97.06,55.07,196.38,66.9,146.74,210.77,92.5,405.36,94.45,128.99,266.77,193.2,100.33,152.24,103.7,172.47
2019-01-29,48.319481,68.559998,130.910782,156.880005,38.156059,328.899994,145.179993,169.331146,169.44,179.69,144.19,102.94,96.71,53.28,196.36,67.04,145.97,210.31,93.35,407.62,92.75,130.33,267.34,196.95,101.3,152.02,104.48,172.86
2019-01-30,49.049973,71.529999,136.67044099999998,166.820007,38.914127,340.660004,149.160004,164.43399,170.47,182.18,150.42,106.38,94.8,54.0,195.02,68.15,145.65,211.35,94.53,408.33,89.24,131.64,270.37,199.27,101.19,154.09,105.05,173.59
2019-01-31,48.923351000000004,71.349998,142.997116,168.490005,40.075325,339.5,151.970001,164.684158,172.84,183.53,166.69,104.43,95.83,55.06,195.21,68.14,148.38,214.63,95.41,415.08,93.46,133.08,270.2,200.3,105.4,153.55,105.44,178.98
2019-02-01,49.48827,70.800003,143.97198500000005,167.970001,40.48127,339.850006,155.869995,162.62524399999995,170.43,184.37,165.71,102.78,93.86,54.55,195.1,68.11,149.86,210.27,94.21,416.81,94.15,134.2,268.72,199.16,106.09,154.74,105.77,177.82
2019-02-04,49.702541,71.75,148.398666,166.699997,40.065884,351.339996,157.720001,167.99382,170.94,186.43,169.25,105.74,94.77,54.04,194.02,67.58,158.38,211.18,94.76,417.98,95.17,132.88,268.21,200.21,106.58,156.55,106.26,178.1
2019-02-05,49.907082,72.279999,149.164642,171.830002,39.754349,355.809998,158.990005,165.69438200000005,172.43,186.39,171.16,107.22,95.6,54.14,193.62,69.34,152.76,211.61,95.17,417.56,94.6,132.88,266.31,201.12,107.66,157.32,107.01,178.17
2019-02-06,49.926556,72.66999799999998,152.198669,171.520004,39.962036,352.190002,158.130005,166.213913,170.27,184.72,170.49,106.03,95.64,53.79,194.41,68.85,153.83,211.6,94.42,416.39,94.22,133.0,269.5,202.57,108.82,157.16,106.1,178.1
2019-02-07,48.913612,71.949997,146.647903,166.96000700000005,39.367279,344.709991,154.929993,167.012466,172.01,184.07,166.38,105.27,96.73,53.57,194.48,69.14,153.19,209.05,91.74,415.01,93.74,132.05,269.0,199.84,107.94,155.18,104.85,181.35
2019-02-08,49.702541,73.489998,147.393982,167.360001,39.867634,347.570007,156.669998,165.598145,172.43,184.54,167.33,105.67,95.58,53.95,196.08,69.75,155.66,207.75,93.52,411.76,92.38,132.4,261.9,199.82,108.1,155.59,104.86,183.01
2019-02-11,49.897339,74.32,145.682983,167.449997,39.348404,345.730011,159.910004,164.453247,172.99,182.92,165.79,105.25,96.2,54.05,197.61,69.99,155.49,208.72,94.23,412.7,92.67,132.0,257.14,200.91,108.93,155.32,104.72,183.01
2019-02-12,49.8876,75.589996,150.37825,168.71000700000005,39.527771,359.970001,162.78999299999995,166.213913,172.59,185.52,165.04,106.89,96.97,54.42,196.95,69.75,154.9,211.9,94.0,425.51,97.09,134.16,263.5,206.57,110.66,156.63,107.61,183.27
2019-02-13,50.082397,75.629997,152.07933,169.399994,39.367279,351.769989,160.399994,166.906631,173.7,188.41,164.07,106.81,97.94,54.48,197.95,70.51,156.31,212.8,96.12,427.45,98.13,134.45,263.8,209.72,112.01,158.03,107.89,182.85
2019-02-14,50.140839,75.66999799999998,153.72065700000005,168.380005,39.622169,359.070007,159.470001,165.578918,175.79,187.71,163.95,106.9,98.52,54.03,198.69,70.84,156.35,213.84,95.65,423.38,97.34,134.31,265.33,204.93,111.8,157.85,107.26,182.61
2019-02-15,50.374596000000004,75.639999,156.515961,166.149994,40.028122,356.869995,159.050003,168.59996,177.82,192.39,162.5,108.22,99.99,55.16,198.88,70.71,156.28,216.47,95.99,431.95,97.58,136.38,271.13,208.86,110.87,159.23,109.11,184.04
2019-02-19,50.66679,76.639999,155.819626,170.179993,40.216934,361.920013,160.610001,168.157364,177.6,192.33,162.29,108.17,102.2,55.44,201.1,70.2,156.01,218.12,96.75,431.07,97.4,135.69,270.41,208.41,110.77,159.48,108.73,185.37
2019-02-20,50.423294,75.970001,157.719604,170.71000700000005,39.839306,359.910004,158.53999299999995,167.83985900000005,176.69,191.85,162.56,107.15,99.88,55.76,200.97,70.39,155.28,217.11,97.45,437.22,98.18,136.35,269.51,208.53,111.07,159.71,109.74,185.64
2019-02-21,50.754448,74.43,154.954178,171.660004,39.782665,356.970001,159.630005,165.126755,176.51,191.82,160.04,109.41,99.39,56.15,202.63,70.7,158.94,215.23,96.81,435.02,97.1,135.42,266.4,207.77,111.76,159.53,110.13,186.56
2019-02-22,51.114819,76.08000200000002,158.356277,176.919998,40.556797,363.019989,161.309998,166.002243,176.63,192.39,161.89,110.97,99.55,56.92,202.45,71.3,159.58,216.29,97.36,436.72,98.05,136.6,267.11,209.35,110.36,161.5,111.44,188.13
2019-02-25,51.192741,77.129997,157.858887,183.25,40.670086,363.910004,161.360001,166.579514,174.23,189.98,164.62,111.59,99.12,56.78,202.23,71.05,157.6,217.05,97.29,438.93,98.11,136.2,264.6,210.58,110.86,161.67,112.32,187.88
2019-02-26,51.231701,77.949997,156.277206,183.539993,40.61343400000001,364.970001,163.0,163.558502,174.02,188.3,164.13,112.36,98.69,56.64,201.99,71.14,158.03,217.61,97.84,440.53,98.51,136.11,262.98,209.38,111.04,161.34,111.47,188.23
2019-02-27,51.017426,79.32,154.596054,184.580002,40.528473,362.869995,163.119995,162.92349199999995,173.2,183.67,162.81,112.17,98.11,56.72,201.0,70.15,156.8,218.05,97.64,442.01,100.24,135.87,250.08,209.03,111.13,160.63,112.17,186.81
2019-02-28,50.77393,81.239998,153.610229,183.029999,40.92498,358.100006,163.649994,163.770172,176.15,185.14,161.45,112.03,98.99,56.92,199.4,70.26,158.03,218.74,96.36,443.22,100.43,136.64,242.22,207.39,110.2,161.38,111.97,187.72
