,Date,ORCL,SQ,NVDA
731,2018-10-16,46.790127000000005,78.720001,244.29805
732,2018-10-17,46.431179,78.050003,241.545303
733,2018-10-18,45.9655,74.959999,238.037323
734,2018-10-19,46.169230999999996,74.07,227.74186699999998
735,2018-10-22,46.508789,75.720001,229.77911400000002
736,2018-10-23,46.557297,74.150002,219.682404
737,2018-10-24,45.36401,69.339996,198.16731299999998
738,2018-10-25,46.528191,73.489998,206.54478500000002
739,2018-10-26,45.907299,71.120003,197.054276
740,2018-10-29,45.616257,67.279999,184.463272
741,2018-10-30,47.119976,68.760002,201.73494
742,2018-10-31,47.381916,73.449997,209.516174
743,2018-11-01,47.139381,76.739998,216.75076299999998
744,2018-11-02,47.372215000000004,77.760002,213.580673
745,2018-11-05,47.556540999999996,75.010002,210.45031699999998
746,2018-11-06,47.779671,77.309998,209.744736
747,2018-11-07,48.759521,82.690002,212.45771800000003
748,2018-11-08,48.92445,75.230003,204.706329
749,2018-11-09,49.099072,73.269997,204.388321
750,2018-11-12,47.75058,69.83000200000001,188.35884099999998
751,2018-11-13,48.031918,71.849998,198.067963
752,2018-11-14,47.381916,69.809998,195.961166
753,2018-11-15,49.118477,73.599998,201.12875400000001
