,AMT,AMT,AMT,AMT,AMT,BABA,BABA,BABA,BABA,BABA,BLK,BLK,BLK,BLK,BLK,COST,COST,COST,COST,COST,CRM,CRM,CRM,CRM,CRM,FB,FB,FB,FB,FB,MSFT,MSFT,MSFT,MSFT,MSFT,NFLX,NFLX,NFLX,NFLX,NFLX,NVDA,NVDA,NVDA,NVDA,NVDA,ORCL,ORCL,ORCL,ORCL,ORCL,PFE,PFE,PFE,PFE,PFE,PPG,PPG,PPG,PPG,PPG,SPY,SPY,SPY,SPY,SPY,SQ,SQ,SQ,SQ,SQ,TROW,TROW,TROW,TROW,TROW,UNH,UNH,UNH,UNH,UNH
,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume
2019-07-18,208.65,209.41,205.01,208.68,956534.0,173.41,174.4,172.06,172.81,12080565,470.86,475.19,470.01,475.02,416675.0,282.2,283.06,279.19,282.91,1485332,157.0,158.58,156.2059,157.96,3157374,200.15,202.47,199.38,200.77,10174234,135.55,136.62,134.67,136.28,23382478,323.76,329.85,320.3,325.21,29178463,170.1,172.71,167.85,170.18,9409946,57.69,58.14,57.6,58.13,9625407,42.86,43.06,42.55,43.06,9786145,114.99,119.0,114.99,117.0,1771032.0,297.19,299.25,296.7,298.85,45081126,80.87,82.14,80.22,81.03,6147836,108.88,109.79,108.3,109.62,946018,265.64,266.51,257.26,260.48,5011320.0
2019-07-19,209.15,209.43,205.29,205.65,1386428.0,174.87,175.15,173.0,173.0,11971553,476.3,482.995,472.5,473.29,778409.0,283.07,284.31,281.35,281.42,1305443,159.73,160.74,156.29,156.78,4670489,202.18,202.33,198.07,198.37,10173742,140.22,140.67,136.45,136.62,43308021,323.4,325.85,314.23,315.1,15706969,171.72,171.98,168.2,168.44,7829676,58.31,58.53,57.52,57.56,8584022,43.19,43.21,42.77,42.79,10500165,118.13,118.883,117.36,117.52,1756655.0,300.04,300.07,296.96,297.12,56205349,81.61,81.7,78.42,78.48,6383837,109.97,109.99,108.13,108.47,1135042,261.1,262.72,256.4,256.6,3556140.0
2019-07-22,205.95,207.16,204.68,206.68,964583.0,173.5,174.28,171.4373,174.0,16367052,472.57,475.04,465.855,473.47,514813.0,281.22,282.32,279.32,280.17,1149343,157.65,159.05,157.145,157.72,2593114,199.87,202.57,198.81,202.3,12053884,137.41,139.19,137.33,138.43,20785406,312.0,314.54,305.81,310.62,16895056,169.3,171.84,169.0,171.31,7088271,57.88,58.08,57.55,57.61,6754296,42.83,43.02,42.55,42.82,7674543,117.54,118.31,116.67,116.94,898574.0,297.61,298.5,297.04,297.92,33652033,79.13,79.63,78.38,78.57,3650382,108.32,108.975,107.445,108.86,796875,258.14,258.95,254.53,255.3,2943165.0
2019-07-23,206.52,207.74,205.4788,206.77,953413.0,175.39,178.64,174.845,178.25,18172607,476.47,480.68,475.69,477.41,356379.0,281.85,282.08,279.0243,280.15,830001,157.98,158.45,155.28,156.29,4323749,202.84,204.242,200.9625,202.39,13145395,139.76,139.99,138.03,139.29,15676393,311.44,313.5,306.0,307.31,8681808,172.9,175.74,172.27,175.71,9597794,58.06,58.14,57.445,57.46,6723521,42.85,43.23,42.75,43.1,12533289,117.48,118.96,116.945,118.96,1334303.0,299.14,300.03,298.22,299.96,39357866,79.0,79.37,77.8605,78.85,3353063,109.65,110.79,109.21,110.49,991306,254.47,256.1,252.015,255.01,2414052.0
2019-07-24,206.82,207.29,204.59,204.86,1397210.0,178.0,178.93,176.9382,178.52,12571856,475.96,481.695,475.81,477.16,507401.0,279.83,281.24,279.01,280.83,859486,155.98,160.25,155.7,159.75,3671640,197.63,204.81,197.22,204.65,22221694,138.9,140.74,138.85,140.72,16545564,310.51,319.99,307.25,317.82,11158651,177.4,178.89,174.34,178.7,8568120,57.45,58.22,57.38,58.12,8724139,43.0,43.0,42.37,42.89,14156001,118.66,119.29,117.59,118.11,1308613.0,299.19,301.42,299.09,301.38,37395588,78.67,80.5,78.43,80.42,4248846,109.55,113.34,109.44,113.33,1408733,252.79,252.83,245.13,251.17,4069433.0
2019-07-25,207.03,207.03,203.825,205.47,863022.0,178.49,179.15,175.369,177.29,12702036,476.55,476.55,470.1,473.96,392291.0,281.2,281.94,279.34,279.83,1072896,160.12,161.13,158.67,159.3,6237651,206.7,208.66,198.26,200.69,36432956,140.43,140.61,139.3215,140.19,15828520,318.86,327.69,316.3,326.61,10227817,176.99,177.5,172.44,173.32,8709806,58.37,58.625,58.08,58.3,6065778,42.83,43.0,42.5315,42.69,12406687,118.23,119.08,117.58,118.14,1434921.0,300.94,301.0,299.11,299.9702,43107087,80.15,81.09,79.13,80.04,4233926,113.41,114.95,113.11,113.9,1510319,251.13,252.75,248.29,248.78,2703260.0
2019-07-26,205.5,206.08,203.65,204.64,1110947.0,178.25,179.4,176.88,178.79,13731131,474.37,478.86,471.86,478.11,366034.0,279.8,281.77,279.12,281.4,955583,159.56,160.82,158.73,159.97,4217876,200.19,202.88,196.25,199.58,21614871,140.37,141.675,140.3,141.34,13850451,328.79,336.0,327.5,335.87,10159258,174.47,176.95,174.47,175.04,5969515,58.34,58.65,58.2,58.49,4295510,42.66,43.17,42.43,43.1,16749475,118.13,118.21,117.0,117.94,1095165.0,300.76,302.23,300.62,301.99,33029846,80.63,82.32,80.63,81.81,5232657,114.55,115.675,114.16,115.21,1040717,249.02,253.88,246.51,252.93,2845816.0
2019-07-29,204.67,207.0,204.145,205.57,1625643.0,178.43,179.88,175.35,177.03,12623928,476.96,481.37,474.675,478.47,298095.0,281.01,281.3,279.54,280.13,975505,160.4,161.2,155.52,156.21,8077415,199.0,199.63,195.3,195.92,14273422,141.5,141.51,139.3663,141.04,12886300,335.98,336.4,328.77,332.7,5360075,174.78,175.4697,171.27,174.82,5406492,58.79,58.79,57.8,58.06,5866466,42.17,43.0,41.34,41.45,53012601,117.69,119.05,117.4,118.45,707362.0,301.88,301.93,300.85,301.48,32817928,81.88,82.0,79.06,80.23,6642491,115.5,116.2802,114.7587,114.98,908185,252.84,255.3,252.34,253.83,1592739.0
2019-07-30,206.54,209.0,205.59,208.64,1789124.0,174.25,175.71,172.89,174.12,12510622,475.0,478.47,472.75,478.26,303730.0,280.27,280.57,279.1,279.5,822171,155.34,158.22,154.62,156.99,3669045,195.39,198.71,193.5,197.06,10873486,140.18,141.2199,139.8005,140.37,13481272,329.2,329.65,323.23,325.99,5610886,172.95,175.94,172.37,175.46,4468984,57.76,58.145,57.43,57.5,5202696,39.83,40.24,38.6,38.8137,83035231,117.8,119.35,117.35,118.95,669054.0,299.91,301.17,299.49,300.82,38438660,80.23,81.19,79.38,80.48,4970037,114.07,115.42,113.56,115.37,789511,252.66,255.0,250.47,254.94,1573829.0
2019-07-31,209.62,213.68,209.35,211.58,2371050.0,173.71,174.89,170.09,173.08,13209773,477.93,478.325,465.51,467.53,328194.0,279.02,279.72,272.6301,275.58,1477675,157.39,157.89,152.3,154.47,6470154,196.95,198.76,192.68,194.24,12905728,140.33,140.49,135.08,136.21,31831950,325.16,331.77,318.53,322.99,5820788,174.18,174.215,167.02,168.72,8071884,57.88,57.88,55.62,56.3,9780616,38.6,39.67,38.51,38.86,45508911,118.89,119.4099,116.485,117.4,548547.0,300.99,301.2,295.2,297.38,90546502,81.17,81.95,79.01,80.4,6347082,115.42,115.91,112.385,113.37,1294216,256.32,257.16,248.48,248.94,2714364.0
2019-08-01,210.11,213.86,208.495,211.47,1418073.0,174.54,175.7145,162.1,165.58,30699776,465.19,467.67,449.75,451.73,643449.0,275.75,280.93,274.31,274.47,2210130,154.73,157.78,150.41,150.79,11670306,194.17,198.47,190.88,192.72,16559050,137.0,140.9383,136.93,138.06,36054988,324.25,328.58,318.735,319.57,6209410,169.14,172.78,162.8204,164.92,9657385,56.3,56.85,55.52,55.89,8460034,38.31,38.62,37.68,38.25,43761994,117.39,118.24,114.991,115.65,851430.0,297.6,300.87,293.96,294.88,127309146,81.1,83.2,80.0,81.1435,12537917,113.53,114.1,109.73,110.48,1020657,249.19,251.58,247.28,249.17,2974644.0
2019-08-02,211.74,216.7,211.5,215.47,1420548.0,162.56,163.4,160.35,161.0,21182339,450.0,450.98,441.78,448.21,409363.0,274.3,274.9414,270.5,272.53,1448694,149.8,149.9,145.31,145.7,11088377,191.1,192.62,188.1695,189.01,11961203,138.09,138.32,135.26,136.9,23815759,317.49,319.41,311.8,319.06,4978308,161.19,163.1,159.28,161.17,7916199,56.19,56.19,55.0,55.84,9642014,38.25,38.54,37.75,38.0,21347117,115.65,115.65,112.75,114.2,855844.0,293.85,294.12,290.9,292.76,95629766,70.8,70.81,67.61,69.599,31867455,109.99,110.77,107.96,110.05,902998,249.69,251.2,246.1,250.02,1927304.0
2019-08-05,214.63,216.2,211.32,213.96,1906117.0,155.03,157.23,151.85,153.71,25984185,437.96,439.1874,426.8135,431.3,526380.0,270.09,270.29,262.71,265.0,2555119,141.34,143.75,139.8,142.85,11181036,184.69,185.67,179.34,181.7,20466148,133.3,133.9298,130.78,132.2,35492393,310.96,313.4179,304.677,307.61,7863381,153.8,153.85,148.9,150.73,13243562,55.1,55.1,53.685,53.77,13402948,37.76,37.83,36.41,36.95,36294731,112.92,113.085,109.7,110.96,832169.0,288.09,288.21,281.72,284.04,149170305,66.2,66.5,63.685,64.8475,20470758,108.4,108.59,105.06,105.63,1422207,248.13,249.94,242.59,244.97,4532546.0
2019-08-06,214.04,217.03,213.14,216.93,1575806.0,158.48,158.73,156.11,157.37,20883395,435.39,437.89,430.2247,435.71,330985.0,266.47,270.2299,264.0485,269.31,1944798,143.79,144.96,141.96,142.8,5839112,183.6,185.789,183.09,184.5329,14358198,133.8,135.68,133.21,134.66,25230023,310.58,311.88,305.3,310.11,5433740,153.8,155.63,150.43,152.34,7660459,54.2,54.45,53.61,53.97,11320022,37.19,37.31,36.47,36.95,24685083,111.49,111.49,109.39,110.98,890184.0,285.91,288.04,284.28,287.77,98191969,66.85,67.4,63.15,64.6,13242844,106.81,107.58,105.35,107.26,1136181,245.93,248.27,243.57,248.25,2575537.0
2019-08-07,216.03,219.0135,211.54,217.51,1335935.0,155.73,159.48,155.3,159.15,15777459,426.74,432.79,423.455,430.37,489913.0,268.18,274.855,263.59,274.31,2199836,140.93,143.1,139.06,141.63,6821542,183.6,186.37,181.22,185.12,12959896,133.8,135.65,131.8284,135.28,26194932,302.56,305.0,296.8126,304.23,8599509,149.9,154.37,149.2,153.97,6955697,53.13,54.065,52.97,53.32,15125885,36.65,36.785,35.86,36.58,24096049,110.05,113.24,109.62,112.88,1724687.0,284.4,288.82,282.04,288.03,110389529,63.18,65.26,62.85,65.01,8234850,106.58,107.65,104.93,107.05,1154876,246.27,247.04,241.26,246.4,2595125.0
2019-08-08,217.54,221.37,216.0,221.07,1087646.0,161.71,162.3,159.12,162.25,15898864,434.0,438.44,431.6,437.68,393002.0,273.04,274.84,271.0,274.84,1695469,143.52,144.96,142.32,143.88,7210741,186.62,190.34,184.05,190.18,12308152,136.6,138.99,135.93,138.91,20703630,311.03,316.3648,306.63,315.83,5213760,156.21,158.31,153.9,158.31,6837963,53.72,54.75,53.72,54.67,9965685,36.7,36.95,36.6,36.89,17265922,114.58,116.75,114.38,116.68,1476711.0,289.62,293.56,289.01,293.55,70688282,66.07,66.57,64.93,66.3,7579890,108.52,110.3,107.66,110.25,991952,246.19,247.67,243.37,247.62,2203008.0
2019-08-09,221.62,223.88,219.48,222.26,1026388.0,160.89,161.99,159.11,159.13,10219105,434.25,435.105,425.845,426.04,566582.0,274.22,275.47,271.9148,274.04,931114,143.61,144.47,141.69,143.42,4374866,190.0,190.98,187.12,187.88,9227083,138.87,139.38,136.46,137.69,18350156,313.74,316.64,305.68,309.0,4803269,156.61,156.75,152.15,154.18,7708864,54.24,54.46,53.52,53.9,6217423,36.7,36.83,36.11,36.35,16907286,115.42,116.2,114.66,115.35,883378.0,292.58,293.24,289.65,291.59,79060953,66.0017,66.12,64.32,65.0,6477354,109.46,109.6,107.67,108.61,996756,247.72,250.42,246.14,248.6,1967492.0
2019-08-12,222.01,222.97,220.425,222.3,785172.0,157.5,159.36,155.54,159.3,12569791,420.24,425.94,414.46,416.34,578209.0,274.03,274.98,269.3,271.31,1086413,141.55,141.97,140.05,140.72,3660983,186.85,187.59,184.46,185.35,8755710,137.07,137.86,135.24,135.81,15264976,305.46,312.89,303.24,310.82,5667308,152.08,154.18,150.57,151.45,5769606,53.68,53.79,53.0,53.23,5469942,36.31,36.32,34.78,35.39,34827389,114.83,115.18,112.3159,112.58,565116.0,289.96,291.6052,287.02,288.1,55499992,64.02,64.2365,60.2523,62.29,8059176,107.45,108.615,106.12,106.6,1071901,246.79,247.96,243.03,243.17,1824118.0
2019-08-13,222.68,223.59,219.37,221.09,1701164.0,160.64,167.36,159.57,164.04,20497190,416.56,427.195,413.59,425.45,794647.0,271.18,278.16,270.01,276.26,1294958,140.93,145.0,140.4324,143.92,4250409,185.52,191.38,185.37,188.5,12147452,136.05,138.8,135.0,138.6,21855465,309.77,316.43,308.16,312.33,4560893,151.39,157.9,149.8201,156.08,7937036,53.14,54.24,53.0,53.97,9515293,35.43,35.805,35.15,35.2,33788216,112.23,114.77,111.74,113.09,672476.0,287.74,294.15,287.36,292.43,82355835,62.0,63.5,61.52,63.01,9549778,106.65,109.33,106.0,108.51,985847,241.68,250.46,241.51,249.27,2376034.0
2019-08-14,221.07,221.615,218.46,218.88,1815420.0,161.34,163.0,159.21,162.15,18663552,414.75,419.1182,411.005,411.36,615383.0,274.0,275.36,268.0,268.15,1614628,141.29,142.36,137.87,139.7,7193036,185.8,185.99,179.31,179.708,16233474,136.36,136.92,133.67,133.98,24545638,308.01,308.41,298.005,299.11,6652428,152.5035,152.95,148.3111,150.07,9120867,53.35,53.37,52.24,52.32,9840403,34.93,34.98,34.2,34.23,28359871,111.26,111.9845,109.86,110.22,865441.0,288.07,292.4644,283.76,283.92,114406673,61.85,62.35,60.47,61.53,8201600,106.13,107.4,105.11,105.37,1081921,246.73,248.41,243.01,243.24,2938390.0
2019-08-15,219.25,224.57,218.85,224.19,1516224.0,170.11,171.0,164.36,167.2,29862333,413.54,417.2,406.21,409.47,559740.0,270.53,272.9749,268.77,271.51,1448221,141.1,143.3,139.7465,142.15,6016155,180.95,183.2,180.03,182.61,11760685,133.98,134.58,132.25,133.691,22783901,299.5,300.63,288.0,295.91,9178448,150.83,151.63,147.394,148.7975,10054918,52.65,52.72,51.96,52.59,9828055,34.3,34.58,33.97,34.48,24288932,110.33,110.86,108.95,109.6,683996.0,284.88,285.64,282.39,284.69,82311442,62.01,62.68,61.24,61.99,6718508,105.72,106.53,104.735,105.46,841512,244.35,245.26,241.45,244.15,2097930.0
2019-08-16,225.1,225.43,221.93,223.04,1414853.0,170.0,177.55,168.57,174.77,22695458,413.4,422.71,413.4,419.51,471154.0,274.1,276.07,273.44,273.98,1045949,143.06,145.34,142.5235,143.88,4766185,183.75,185.1,182.36,183.63,11496992,134.88,136.46,134.72,136.13,21414280,298.86,303.55,296.27,302.75,6466722,159.35,161.54,156.88,159.49,23016994,53.18,53.695,53.01,53.61,8451061,34.72,35.01,34.49,34.66,20260717,109.14,111.44,109.14,110.73,728199.0,286.48,289.33,284.7138,288.87,66766930,62.61,63.21,62.13,62.87,4808868,106.32,107.805,106.01,107.321,527405,245.38,247.105,244.18,245.69,1958716.0
2019-08-19,224.04,225.69,222.83,225.15,1005677.0,177.43,178.8,175.59,178.27,14790920,427.17,427.94,423.17,425.6,406102.0,276.41,277.3815,274.55,275.62,1059362,145.6,146.1395,142.89,143.67,4132439,186.01,187.5,184.85,186.21,8711621,137.855,138.55,136.885,138.41,19420135,306.25,311.75,304.75,309.41,4461351,164.12,171.42,163.47,170.77,18993647,54.22,54.37,53.76,53.86,6676416,34.88,35.32,34.83,35.18,15477681,111.98,112.71,111.36,111.62,515395.0,292.19,293.08,291.44,292.32,45359957,64.0,64.433,63.2,64.11,6216124,109.26,110.03,108.58,109.59,567592,247.49,248.49,244.09,244.71,2256375.0
2019-08-20,225.51,227.39,223.53,225.68,1026210.0,175.91,177.99,175.62,177.06,9571835,423.41,423.41,417.5301,418.3,299136.0,276.28,276.36,272.85,272.97,881634,144.16,146.5,143.06,145.57,5286365,185.45,186.0,182.39,183.77,9081215,138.21,138.71,137.24,137.24,15455600,304.57,305.0,297.6811,299.03,6612010,170.56,170.58,167.02,167.84,10946416,53.52,53.84,52.9,52.99,6475733,35.1,35.16,34.57,34.62,15485557,111.2,111.2,109.78,110.29,482016.0,291.77,292.36,289.95,290.05,43194342,64.24,65.105,63.8276,64.4,6492371,108.93,109.19,107.75,107.83,576269,244.21,244.6,239.92,240.2,2540923.0
2019-08-21,225.55,227.48,224.79,227.41,1048004.0,177.22,178.5,174.89,175.24,9213841,422.8,424.97,420.105,420.82,311103.0,275.41,276.54,274.7,275.69,1314976,146.9,148.39,146.16,147.36,5655688,185.0,185.9,183.14,183.545,7328708,138.55,139.4935,138.0,138.78,12370201,301.61,302.88,296.2,297.81,5263605,170.53,173.45,169.66,171.24,9953267,53.53,53.93,53.17,53.25,5199516,34.94,35.12,34.82,34.87,14514811,111.41,111.91,110.5,110.72,452899.0,292.48,292.86,291.72,292.43,41673861,65.32,66.14,64.81,65.42,5310656,109.07,109.11,108.32,108.75,617203,240.19,241.89,239.3,240.39,2192383.0
2019-08-22,227.78,228.78,224.99,228.52,857307.0,174.1,174.9796,170.5,171.89,10689611,423.0,423.924,416.63,418.61,445863.0,277.01,280.99,276.868,279.85,2028231,149.49,149.9,145.47,148.3175,8608110,183.43,184.11,179.91,182.04,9507702,138.66,139.2,136.29,137.77,15649907,298.65,300.33,293.15,296.86,4565567,171.62,173.33,169.9045,171.46,7149759,53.58,53.72,52.885,53.2,5682725,34.96,35.23,34.8,35.1,12789886,110.87,111.23,109.45,110.1,432275.0,293.23,293.93,290.4,292.31,45866971,65.92,65.97,63.37,64.67,4453740,109.38,109.75,108.07,109.18,378243,240.35,240.35,232.67,233.03,4002524.0
2019-08-23,228.94,231.64,225.57,226.73,1079246.0,169.69,171.49,163.831,164.54,18816508,416.94,418.97,405.07,407.27,725740.0,278.21,280.13,272.7,274.1,1492836,157.7,158.42,150.65,151.52,24256728,180.84,183.13,176.66,177.76,13949062,137.1897,138.35,132.8,133.4,31330202,295.0,299.01,290.32,291.54,5548652,168.4,170.59,161.64,162.52,12524582,53.06,53.32,51.25,51.59,8684311,35.21,35.35,34.17,34.36,19471224,109.66,109.93,105.99,106.52,537539.0,292.46,292.69,283.47,284.81,97678307,64.3,65.05,61.4,61.83,8577801,108.5,109.05,104.93,105.64,957275,232.9,235.1,229.38,230.66,3816738.0
2019-08-26,227.57,230.15,226.11,230.14,819822.0,166.49,167.45,165.53,165.95,7800617,410.92,411.875,403.535,405.47,672166.0,275.75,278.53,275.69,278.53,985483,153.51,155.21,151.52,155.18,8115255,179.37,180.5,178.24,180.48,7223854,135.01,135.56,133.9,135.54,16264514,295.24,296.95,292.5,295.11,4093942,165.61,166.58,163.91,165.46,7257716,52.14,52.32,51.83,52.15,6029935,34.62,34.86,34.48,34.86,13865885,107.39,107.995,106.41,107.17,740985.0,287.27,287.99,285.58,287.97,58177052,62.92,63.52,62.36,62.82,4419056,106.69,107.11,105.27,106.66,467886,232.52,234.56,230.46,231.19,2354178.0
2019-08-27,230.78,231.7706,229.03,229.79,1034745.0,167.2,168.19,165.19,166.07,8464594,406.65,410.9,405.26,410.13,912792.0,281.0,293.44,280.34,292.35,4442173,154.26,155.9,152.53,153.6,6103557,181.93,184.04,181.01,181.29,11230780,136.39,136.72,134.66,135.75,16302609,294.94,296.77,287.1968,291.0,5496267,166.99,167.1,160.62,161.81,6499908,52.44,52.62,52.22,52.36,8639850,35.01,35.09,34.31,34.32,17857382,108.16,108.38,106.96,107.37,1031955.0,289.54,289.95,286.03,286.84,59444288,63.16,63.43,61.12,61.74,4760140,107.31,107.979,106.5,107.1,526736,231.72,232.4,222.6,222.79,3976255.0
2019-08-28,229.55,231.53,228.58,230.19,956442.0,164.64,168.0,164.2,167.51,5881252,408.01,413.95,406.385,413.82,498675.0,293.75,299.95,292.42,294.48,4827548,152.5,152.78,150.87,151.84,4541607,180.53,181.95,178.92,181.77,8387458,134.88,135.76,133.55,135.55,14545360,289.2,292.82,287.75,291.81,3399172,160.58,163.34,159.0,161.21,5920803,52.2,52.2,51.62,51.93,6249602,34.36,35.15,34.275,35.08,19665934,107.08,109.2941,106.76,109.01,543669.0,286.14,289.07,285.25,288.83,52608581,61.28,62.219,60.6,62.14,4316453,106.43,107.85,105.91,107.82,584334,222.42,229.77,220.78,227.42,4036467.0
2019-08-29,231.0,231.5,229.13,230.41,767118.0,171.0,173.96,170.95,172.8,10585680,419.0,424.83,416.99,422.15,613655.0,297.48,297.725,292.7566,296.45,2364975,153.4,156.0,152.66,155.94,5514050,183.77,186.0752,183.47,185.56,8777027,137.25,138.44,136.91,138.16,17138202,295.0,299.93,294.99,296.78,4016448,164.9,168.3,164.76,166.99,8376773,52.65,52.81,52.09,52.16,5847732,35.79,35.79,35.225,35.34,15595521,110.39,111.08,110.07,110.16,471701.0,291.72,293.16,290.61,292.56,49472271,63.02,63.41,62.3,62.85,4108275,109.14,110.225,106.96,109.96,644562,228.42,232.3,228.01,230.62,3665848.0
2019-08-30,231.49,231.67,229.0673,230.1,748298.0,174.35,175.25,172.66,175.0,8561782,424.96,425.845,420.9296,422.36,340402.0,298.36,298.36,292.83,294.68,1355019,156.42,158.22,153.7,156.05,6604717,186.78,186.8017,183.4585,185.68,8495029,139.2,139.2,136.27,137.92,17470601,298.93,298.94,290.85,293.72,3804863,168.86,170.86,166.78,167.51,6561156,52.5,52.55,51.75,52.04,5489268,35.62,35.72,35.28,35.51,12573747,111.15,111.51,110.47,110.77,525521.0,294.22,294.2399,291.42,292.46,51741934,63.15,63.46,61.1507,61.81,5351797,110.66,111.95,110.23,110.63,787493,233.67,235.05,232.29,233.73,2360020.0
2019-09-03,230.6,237.9,230.19,237.8,1559852.0,173.0,174.72,172.15,172.37,7964747,420.99,420.99,412.745,415.82,430033.0,292.57,294.0,290.46,292.06,1545488,154.21,155.32,151.76,152.81,4404092,184.0,185.67,182.11,182.38,7949386,136.61,137.2,135.7,136.12,15851752,290.82,293.9,288.06,289.21,3217476,164.58,165.91,163.252,164.16,6605182,51.94,52.0,51.55,51.89,8152946,35.61,36.285,35.51,36.12,21621138,109.78,110.61,108.95,110.42,692404.0,290.57,291.58,289.27,290.77,55681522,62.43,63.98,60.96,61.15,9097144,109.83,111.26,108.85,109.78,627571,231.74,232.17,228.47,230.7,2962223.0
2019-09-04,238.23,242.0,237.97,240.99,1313105.0,176.26,176.55,173.99,174.32,6265049,416.28,418.67,412.12,415.74,451066.0,294.0,296.3,293.771,296.22,1177176,154.09,154.92,152.32,152.5,3308135,184.65,187.7494,183.89,187.16,10100921,137.3,137.69,136.48,137.69,14888337,291.25,292.38,286.51,291.52,4293993,166.61,169.045,166.61,168.76,5149180,52.35,53.125,52.22,52.98,8062853,36.3,36.4,35.7,35.82,16856971,111.42,111.9,110.82,111.51,718209.0,293.14,294.055,292.31,293.97,40141322,61.75,62.69,60.77,61.09,5719634,111.04,111.88,110.05,110.98,515814,231.95,232.9499,226.5,226.79,3504631.0
2019-09-05,242.0,242.0,234.59,235.79,1576078.0,176.88,178.95,176.52,178.91,10004324,421.82,429.98,420.83,424.81,612449.0,298.43,299.71,296.675,297.0,1560169,154.64,154.74,151.95,153.75,4660824,188.53,191.36,187.94,190.89,12527214,139.11,140.3837,138.76,140.05,21972890,285.32,293.97,282.785,293.25,8279115,172.865,179.99,172.8,179.76,16416874,53.73,54.33,53.63,53.85,9166661,36.11,36.4799,35.885,36.33,15404964,112.91,114.18,112.47,113.35,819210.0,296.79,298.83,296.64,297.82,72819388,61.88,63.47,61.669,63.045,7034988,112.79,115.29,112.35,115.06,971621,230.0,231.51,227.58,229.59,3726491.0
2019-09-06,235.95,236.56,231.66,232.53,1784019.0,179.01,179.22,176.21,176.65,7772081,424.88,426.13,421.18,423.75,358297.0,299.2,304.64,298.29,303.77,2756085,153.97,154.05,150.77,151.1,4280868,190.21,190.21,186.35,187.54,13784806,140.03,140.18,138.2,139.13,17404946,293.09,293.35,287.03,290.11,4555028,178.8,181.09,177.12,178.65,8770356,54.1,54.14,53.14,53.17,9274086,36.36,36.565,36.11,36.49,15358703,114.2,116.12,113.72,115.81,875261.0,298.17,298.76,297.42,298.07,41911758,63.5,63.85,61.89,61.98,4499840,115.3,116.01,114.97,115.62,672860,230.17,231.96,228.59,229.0,3745556.0
2019-09-09,232.78,233.18,223.74,224.17,2238043.0,177.88,177.99,175.86,177.75,6388049,426.96,432.87,424.86,430.92,432940.0,304.5,307.34,298.21,299.01,2596683,151.66,152.15,148.09,149.53,5775898,187.73,188.98,185.8466,188.77,12436289,139.59,139.75,136.46,137.58,22373275,294.81,301.55,290.6,294.34,6978354,179.9,183.98,179.84,180.44,9379272,53.52,54.68,53.45,54.55,14622246,36.59,36.84,36.13,36.83,17792689,116.2,116.59,114.86,116.51,1150700.0,299.14,299.24,297.16,298.15,46144178,62.55,62.73,59.07,61.45,10855794,116.61,117.8601,115.97,117.72,786134,229.0,231.9995,228.56,230.68,3187967.0
2019-09-10,222.83,222.99,213.5,216.25,3709978.0,176.28,176.3,172.22,174.99,9196710,432.0,434.105,421.435,428.06,533815.0,297.38,298.25,294.5789,297.15,2348943,148.77,151.66,147.74,149.57,5655367,187.44,188.1,184.55,186.32,13028570,136.8,136.8862,134.51,136.15,23250035,291.16,297.17,282.6629,288.24,11297560,179.18,184.25,178.79,183.24,7949496,54.54,55.46,54.14,55.46,17287193,36.59,37.37,36.02,37.37,26960007,116.41,117.25,115.74,117.25,665598.0,297.36,298.2,295.97,298.2,51133721,60.72,62.1,59.45,60.5,8696469,117.99,118.17,115.98,117.85,857652,231.45,234.29,230.83,232.3,3674626.0
