,ACN,,PPG,,AMT,,NEE
Date,Close,Date,Close,Date,Close,Date,Close
10/1/2015 16:00,98.44,10/1/2015 16:00,90.13,10/1/2015 16:00,88.38,10/1/2015 16:00,96.55
10/2/2015 16:00,99.39,10/2/2015 16:00,92.66,10/2/2015 16:00,89.74,10/2/2015 16:00,98.54
10/5/2015 16:00,101.62,10/5/2015 16:00,94.59,10/5/2015 16:00,93.46,10/5/2015 16:00,100.72
10/6/2015 16:00,101.5,10/6/2015 16:00,93.4,10/6/2015 16:00,93.37,10/6/2015 16:00,99.85
10/7/2015 16:00,102.62,10/7/2015 16:00,94.31,10/7/2015 16:00,94.24,10/7/2015 16:00,99.93
10/8/2015 16:00,105.01,10/8/2015 16:00,95.77,10/8/2015 16:00,95.57,10/8/2015 16:00,100.85
10/9/2015 16:00,104.78,10/9/2015 16:00,95.97,10/9/2015 16:00,94.94,10/9/2015 16:00,101.05
10/12/2015 16:00,105.05,10/12/2015 16:00,97.34,10/12/2015 16:00,94.8,10/12/2015 16:00,101.45
10/13/2015 16:00,103.48,10/13/2015 16:00,97.18,10/13/2015 16:00,93.7,10/13/2015 16:00,101.24
10/14/2015 16:00,102.43,10/14/2015 16:00,97.32,10/14/2015 16:00,93.06,10/14/2015 16:00,100.93
10/15/2015 16:00,102.3,10/15/2015 16:00,99.26,10/15/2015 16:00,94.65,10/15/2015 16:00,103.2
10/16/2015 16:00,103.01,10/16/2015 16:00,100.74,10/16/2015 16:00,96.13,10/16/2015 16:00,103.66
10/19/2015 16:00,103.1,10/19/2015 16:00,101.18,10/19/2015 16:00,96.79,10/19/2015 16:00,103.77
10/20/2015 16:00,103.47,10/20/2015 16:00,101.38,10/20/2015 16:00,96.91,10/20/2015 16:00,103.94
10/21/2015 16:00,102.52,10/21/2015 16:00,100.64,10/21/2015 16:00,96.06,10/21/2015 16:00,104.2
10/22/2015 16:00,106.46,10/22/2015 16:00,103.62,10/22/2015 16:00,99.47,10/22/2015 16:00,105.71
10/23/2015 16:00,107.99,10/23/2015 16:00,103.99,10/23/2015 16:00,99.17,10/23/2015 16:00,104.56
10/26/2015 16:00,107.97,10/26/2015 16:00,103.93,10/26/2015 16:00,99.53,10/26/2015 16:00,103.85
10/27/2015 16:00,107.87,10/27/2015 16:00,102.93,10/27/2015 16:00,99.27,10/27/2015 16:00,104.1
10/28/2015 16:00,109.73,10/28/2015 16:00,104.33,10/28/2015 16:00,100.87,10/28/2015 16:00,102.95
10/29/2015 16:00,107.95,10/29/2015 16:00,104.28,10/29/2015 16:00,101.96,10/29/2015 16:00,101.78
10/30/2015 16:00,107.2,10/30/2015 16:00,104.26,10/30/2015 16:00,102.23,10/30/2015 16:00,102.66
11/2/2015 16:00,107.6,11/2/2015 16:00,104,11/2/2015 16:00,104.06,11/2/2015 16:00,102.23
11/3/2015 16:00,107.31,11/3/2015 16:00,104.19,11/3/2015 16:00,103.28,11/3/2015 16:00,102.31
11/4/2015 16:00,106.52,11/4/2015 16:00,103.86,11/4/2015 16:00,102.23,11/4/2015 16:00,103.22
11/5/2015 16:00,106.09,11/5/2015 16:00,103.21,11/5/2015 16:00,100.87,11/5/2015 16:00,102.1
11/6/2015 16:00,106,11/6/2015 16:00,103,11/6/2015 16:00,98.03,11/6/2015 16:00,98.84
11/9/2015 16:00,104.88,11/9/2015 16:00,101.73,11/9/2015 16:00,97.11,11/9/2015 16:00,98.91
11/10/2015 16:00,105.07,11/10/2015 16:00,101.12,11/10/2015 16:00,97.13,11/10/2015 16:00,99
11/11/2015 16:00,105.1,11/11/2015 16:00,101.61,11/11/2015 16:00,97.62,11/11/2015 16:00,99.72
11/12/2015 16:00,104.32,11/12/2015 16:00,99.21,11/12/2015 16:00,97.35,11/12/2015 16:00,100.73
11/13/2015 16:00,103.15,11/13/2015 16:00,100.83,11/13/2015 16:00,96.38,11/13/2015 16:00,100.43
11/16/2015 16:00,106.33,11/16/2015 16:00,101.95,11/16/2015 16:00,98.05,11/16/2015 16:00,102.12
11/17/2015 16:00,106.29,11/17/2015 16:00,101.71,11/17/2015 16:00,98.35,11/17/2015 16:00,100.75
11/18/2015 16:00,107.88,11/18/2015 16:00,104.23,11/18/2015 16:00,99.66,11/18/2015 16:00,99.7
11/19/2015 16:00,107.28,11/19/2015 16:00,103.37,11/19/2015 16:00,99.63,11/19/2015 16:00,100.99
11/20/2015 16:00,107.97,11/20/2015 16:00,104.62,11/20/2015 16:00,100.49,11/20/2015 16:00,101.02
11/23/2015 16:00,107.84,11/23/2015 16:00,105.47,11/23/2015 16:00,99.94,11/23/2015 16:00,100.49
11/24/2015 16:00,107.35,11/24/2015 16:00,105.49,11/24/2015 16:00,99.26,11/24/2015 16:00,99.41
11/25/2015 16:00,107.1,11/25/2015 16:00,106.46,11/25/2015 16:00,99.09,11/25/2015 16:00,98.88
11/27/2015 16:00,107.46,11/27/2015 16:00,106.21,11/27/2015 16:00,99.68,11/27/2015 16:00,99.37
11/30/2015 16:00,107.22,11/30/2015 16:00,105.74,11/30/2015 16:00,99.38,11/30/2015 16:00,99.86
12/1/2015 16:00,108.13,12/1/2015 16:00,106.76,12/1/2015 16:00,101.17,12/1/2015 16:00,100.57
12/2/2015 16:00,107.59,12/2/2015 16:00,105.34,12/2/2015 16:00,99.46,12/2/2015 16:00,97.99
12/3/2015 16:00,105.93,12/3/2015 16:00,104.3,12/3/2015 16:00,97.89,12/3/2015 16:00,96.42
12/4/2015 16:00,109.1,12/4/2015 16:00,105.96,12/4/2015 16:00,97.55,12/4/2015 16:00,98.14
12/7/2015 16:00,108.94,12/7/2015 16:00,104.99,12/7/2015 16:00,97.69,12/7/2015 16:00,98.57
12/8/2015 16:00,108.91,12/8/2015 16:00,102.75,12/8/2015 16:00,96.88,12/8/2015 16:00,99.34
12/9/2015 16:00,107.29,12/9/2015 16:00,101.55,12/9/2015 16:00,95.54,12/9/2015 16:00,98.76
12/10/2015 16:00,107.6,12/10/2015 16:00,100.88,12/10/2015 16:00,95.07,12/10/2015 16:00,97.6
12/11/2015 16:00,105.3,12/11/2015 16:00,98.73,12/11/2015 16:00,93.68,12/11/2015 16:00,97.41
12/14/2015 16:00,106.36,12/14/2015 16:00,97.73,12/14/2015 16:00,94.04,12/14/2015 16:00,97.98
12/15/2015 16:00,106.72,12/15/2015 16:00,98.55,12/15/2015 16:00,95.61,12/15/2015 16:00,98.72
12/16/2015 16:00,109.08,12/16/2015 16:00,100.22,12/16/2015 16:00,97.5,12/16/2015 16:00,103.65
12/17/2015 16:00,103.26,12/17/2015 16:00,98.24,12/17/2015 16:00,96.09,12/17/2015 16:00,103.41
12/18/2015 16:00,101.93,12/18/2015 16:00,96.29,12/18/2015 16:00,94.6,12/18/2015 16:00,102.11
12/21/2015 16:00,102.99,12/21/2015 16:00,97.23,12/21/2015 16:00,95.56,12/21/2015 16:00,102.3
12/22/2015 16:00,103.76,12/22/2015 16:00,98.76,12/22/2015 16:00,96.42,12/22/2015 16:00,102.91
12/23/2015 16:00,104.42,12/23/2015 16:00,100.24,12/23/2015 16:00,98.5,12/23/2015 16:00,103.98
12/24/2015 16:00,104.23,12/24/2015 16:00,100.39,12/24/2015 16:00,98.14,12/24/2015 16:00,103.93
12/28/2015 16:00,104.08,12/28/2015 16:00,99.9,12/28/2015 16:00,98.37,12/28/2015 16:00,103.99
12/29/2015 16:00,105.32,12/29/2015 16:00,100.58,12/29/2015 16:00,99.41,12/29/2015 16:00,104.65
12/30/2015 16:00,105.86,12/30/2015 16:00,99.77,12/30/2015 16:00,98.1,12/30/2015 16:00,104.91
12/31/2015 16:00,104.5,12/31/2015 16:00,98.82,12/31/2015 16:00,96.95,12/31/2015 16:00,103.89
1/4/2016 16:00,101.83,1/4/2016 16:00,97.96,1/4/2016 16:00,96.7,1/4/2016 16:00,103.57
1/5/2016 16:00,102.36,1/5/2016 16:00,98.31,1/5/2016 16:00,98.61,1/5/2016 16:00,104.58
1/6/2016 16:00,102.16,1/6/2016 16:00,96.47,1/6/2016 16:00,98.26,1/6/2016 16:00,104.24
1/7/2016 16:00,99.16,1/7/2016 16:00,95.25,1/7/2016 16:00,95.81,1/7/2016 16:00,104.7
1/8/2016 16:00,98.2,1/8/2016 16:00,94.49,1/8/2016 16:00,94.23,1/8/2016 16:00,105.17
1/11/2016 16:00,99.23,1/11/2016 16:00,94.45,1/11/2016 16:00,94.48,1/11/2016 16:00,105.58
1/12/2016 16:00,101.01,1/12/2016 16:00,95.12,1/12/2016 16:00,94.48,1/12/2016 16:00,105.38
1/13/2016 16:00,99.26,1/13/2016 16:00,93.05,1/13/2016 16:00,92.15,1/13/2016 16:00,104.62
1/14/2016 16:00,101.88,1/14/2016 16:00,93.57,1/14/2016 16:00,92.21,1/14/2016 16:00,105.69
1/15/2016 16:00,99.27,1/15/2016 16:00,91.9,1/15/2016 16:00,88.39,1/15/2016 16:00,105.26
1/19/2016 16:00,101.38,1/19/2016 16:00,91.6,1/19/2016 16:00,90.91,1/19/2016 16:00,107.81
1/20/2016 16:00,99.06,1/20/2016 16:00,93.52,1/20/2016 16:00,89,1/20/2016 16:00,105.31
1/21/2016 16:00,98.29,1/21/2016 16:00,91.92,1/21/2016 16:00,90.02,1/21/2016 16:00,105.04
1/22/2016 16:00,102.24,1/22/2016 16:00,93.16,1/22/2016 16:00,93.25,1/22/2016 16:00,106.6
1/25/2016 16:00,101.75,1/25/2016 16:00,91.11,1/25/2016 16:00,91.12,1/25/2016 16:00,106.42
1/26/2016 16:00,102.53,1/26/2016 16:00,92.58,1/26/2016 16:00,92.47,1/26/2016 16:00,106.56
1/27/2016 16:00,101.96,1/27/2016 16:00,92.8,1/27/2016 16:00,92.51,1/27/2016 16:00,106.73
1/28/2016 16:00,103.08,1/28/2016 16:00,92.09,1/28/2016 16:00,92.51,1/28/2016 16:00,108.3
1/29/2016 16:00,105.54,1/29/2016 16:00,95.12,1/29/2016 16:00,94.34,1/29/2016 16:00,111.71
2/1/2016 16:00,106.28,2/1/2016 16:00,95.59,2/1/2016 16:00,93.1,2/1/2016 16:00,112.98
2/2/2016 16:00,103.82,2/2/2016 16:00,93.04,2/2/2016 16:00,91.35,2/2/2016 16:00,113.91
2/3/2016 16:00,102.1,2/3/2016 16:00,95.11,2/3/2016 16:00,90.49,2/3/2016 16:00,114.75
2/4/2016 16:00,102.73,2/4/2016 16:00,95.7,2/4/2016 16:00,91.09,2/4/2016 16:00,113.52
2/5/2016 16:00,98.97,2/5/2016 16:00,92.87,2/5/2016 16:00,88.84,2/5/2016 16:00,113.61
2/8/2016 16:00,95.07,2/8/2016 16:00,89.65,2/8/2016 16:00,85.41,2/8/2016 16:00,114.17
2/9/2016 16:00,93.32,2/9/2016 16:00,90.99,2/9/2016 16:00,85.57,2/9/2016 16:00,115.35
2/10/2016 16:00,94.21,2/10/2016 16:00,91.34,2/10/2016 16:00,85.84,2/10/2016 16:00,113.74
2/11/2016 16:00,93.43,2/11/2016 16:00,89.27,2/11/2016 16:00,83.66,2/11/2016 16:00,111.9
2/12/2016 16:00,94.7,2/12/2016 16:00,91.78,2/12/2016 16:00,85.67,2/12/2016 16:00,111.67
2/16/2016 16:00,96.91,2/16/2016 16:00,93.62,2/16/2016 16:00,86.45,2/16/2016 16:00,112.35
2/17/2016 16:00,99.01,2/17/2016 16:00,95,2/17/2016 16:00,86.19,2/17/2016 16:00,111.43
2/18/2016 16:00,98.52,2/18/2016 16:00,94.69,2/18/2016 16:00,87.5,2/18/2016 16:00,114.33
2/19/2016 16:00,98.95,2/19/2016 16:00,95.63,2/19/2016 16:00,87.32,2/19/2016 16:00,114.75
2/22/2016 16:00,100.35,2/22/2016 16:00,96.72,2/22/2016 16:00,89.24,2/22/2016 16:00,115.7
2/23/2016 16:00,99.65,2/23/2016 16:00,94.87,2/23/2016 16:00,88.02,2/23/2016 16:00,116.12
2/24/2016 16:00,99.55,2/24/2016 16:00,95.68,2/24/2016 16:00,89.03,2/24/2016 16:00,116
2/25/2016 16:00,100.91,2/25/2016 16:00,97.01,2/25/2016 16:00,89.42,2/25/2016 16:00,115.84
2/26/2016 16:00,101.12,2/26/2016 16:00,98.16,2/26/2016 16:00,90.01,2/26/2016 16:00,112.52
2/29/2016 16:00,100.26,2/29/2016 16:00,96.53,2/29/2016 16:00,92.2,2/29/2016 16:00,112.82
3/1/2016 16:00,103.45,3/1/2016 16:00,99.58,3/1/2016 16:00,94.7,3/1/2016 16:00,112.6
3/2/2016 16:00,102.66,3/2/2016 16:00,99.33,3/2/2016 16:00,94.62,3/2/2016 16:00,112.36
3/3/2016 16:00,102.8,3/3/2016 16:00,100.3,3/3/2016 16:00,95.3,3/3/2016 16:00,111.62
3/4/2016 16:00,103.18,3/4/2016 16:00,102.49,3/4/2016 16:00,95.94,3/4/2016 16:00,114.29
3/7/2016 16:00,102.4,3/7/2016 16:00,103.37,3/7/2016 16:00,95.6,3/7/2016 16:00,114.45
3/8/2016 16:00,102.62,3/8/2016 16:00,101.51,3/8/2016 16:00,94.6,3/8/2016 16:00,115.45
3/9/2016 16:00,103.4,3/9/2016 16:00,102.28,3/9/2016 16:00,94.6,3/9/2016 16:00,116.26
3/10/2016 16:00,103.58,3/10/2016 16:00,102.91,3/10/2016 16:00,94.71,3/10/2016 16:00,115.69
3/11/2016 16:00,105.68,3/11/2016 16:00,105.01,3/11/2016 16:00,98.46,3/11/2016 16:00,115.82
3/14/2016 16:00,106.32,3/14/2016 16:00,104.74,3/14/2016 16:00,98.06,3/14/2016 16:00,115.84
3/15/2016 16:00,107.07,3/15/2016 16:00,104.76,3/15/2016 16:00,98.41,3/15/2016 16:00,115.6
3/16/2016 16:00,107.59,3/16/2016 16:00,106.61,3/16/2016 16:00,99.81,3/16/2016 16:00,117.12
3/17/2016 16:00,108.56,3/17/2016 16:00,109.4,3/17/2016 16:00,101.75,3/17/2016 16:00,118.33
3/18/2016 16:00,107.77,3/18/2016 16:00,108.9,3/18/2016 16:00,100.51,3/18/2016 16:00,118.5
3/21/2016 16:00,108.16,3/21/2016 16:00,108.89,3/21/2016 16:00,100.34,3/21/2016 16:00,117.57
3/22/2016 16:00,107.83,3/22/2016 16:00,109.84,3/22/2016 16:00,99.93,3/22/2016 16:00,117.04
3/23/2016 16:00,107.66,3/23/2016 16:00,109.14,3/23/2016 16:00,99.58,3/23/2016 16:00,117.69
3/24/2016 16:00,114.3,3/24/2016 16:00,108.95,3/24/2016 16:00,100.35,3/24/2016 16:00,118.48
3/28/2016 16:00,114.17,3/28/2016 16:00,109.4,3/28/2016 16:00,100.24,3/28/2016 16:00,117.58
3/29/2016 16:00,115.26,3/29/2016 16:00,110.57,3/29/2016 16:00,101.92,3/29/2016 16:00,119.01
3/30/2016 16:00,115.37,3/30/2016 16:00,111.9,3/30/2016 16:00,102.31,3/30/2016 16:00,118.5
3/31/2016 16:00,115.4,3/31/2016 16:00,111.49,3/31/2016 16:00,102.37,3/31/2016 16:00,118.34
4/1/2016 16:00,116.35,4/1/2016 16:00,113.11,4/1/2016 16:00,104.5,4/1/2016 16:00,118.71
4/4/2016 16:00,115.5,4/4/2016 16:00,112.19,4/4/2016 16:00,104.7,4/4/2016 16:00,118.72
4/5/2016 16:00,114.13,4/5/2016 16:00,111.43,4/5/2016 16:00,104,4/5/2016 16:00,116.35
4/6/2016 16:00,114.67,4/6/2016 16:00,112.08,4/6/2016 16:00,105.7,4/6/2016 16:00,116.71
4/7/2016 16:00,112.1,4/7/2016 16:00,110.61,4/7/2016 16:00,105,4/7/2016 16:00,116.19
4/8/2016 16:00,112.83,4/8/2016 16:00,111.83,4/8/2016 16:00,105.71,4/8/2016 16:00,116.81
4/11/2016 16:00,113.1,4/11/2016 16:00,111.68,4/11/2016 16:00,106.01,4/11/2016 16:00,116.23
4/12/2016 16:00,114.39,4/12/2016 16:00,112.94,4/12/2016 16:00,106.17,4/12/2016 16:00,117.05
4/13/2016 16:00,114.96,4/13/2016 16:00,114.23,4/13/2016 16:00,106.23,4/13/2016 16:00,116.48
4/14/2016 16:00,114.75,4/14/2016 16:00,114.51,4/14/2016 16:00,105.2,4/14/2016 16:00,116.15
4/15/2016 16:00,114.82,4/15/2016 16:00,115.35,4/15/2016 16:00,105.78,4/15/2016 16:00,117.43
4/18/2016 16:00,115.59,4/18/2016 16:00,115.75,4/18/2016 16:00,105.54,4/18/2016 16:00,117.77
4/19/2016 16:00,115.1,4/19/2016 16:00,116.55,4/19/2016 16:00,105.5,4/19/2016 16:00,118.1
4/20/2016 16:00,115.54,4/20/2016 16:00,116.07,4/20/2016 16:00,104.82,4/20/2016 16:00,115.51
4/21/2016 16:00,114.48,4/21/2016 16:00,110.26,4/21/2016 16:00,102.57,4/21/2016 16:00,112.91
4/22/2016 16:00,113.95,4/22/2016 16:00,113.19,4/22/2016 16:00,104.19,4/22/2016 16:00,114.44
4/25/2016 16:00,114.1,4/25/2016 16:00,112.6,4/25/2016 16:00,104.18,4/25/2016 16:00,114.47
4/26/2016 16:00,114.61,4/26/2016 16:00,113.55,4/26/2016 16:00,104.77,4/26/2016 16:00,115.52
4/27/2016 16:00,115.48,4/27/2016 16:00,112.99,4/27/2016 16:00,104.49,4/27/2016 16:00,116.89
4/28/2016 16:00,114.33,4/28/2016 16:00,112.77,4/28/2016 16:00,104.13,4/28/2016 16:00,116.47
4/29/2016 16:00,112.92,4/29/2016 16:00,110.39,4/29/2016 16:00,104.88,4/29/2016 16:00,117.58
5/2/2016 16:00,114.4,5/2/2016 16:00,111.24,5/2/2016 16:00,105.51,5/2/2016 16:00,118.06
5/3/2016 16:00,113.3,5/3/2016 16:00,109.5,5/3/2016 16:00,104.16,5/3/2016 16:00,118.42
5/4/2016 16:00,113.55,5/4/2016 16:00,108.59,5/4/2016 16:00,105.51,5/4/2016 16:00,119.46
5/5/2016 16:00,114.08,5/5/2016 16:00,108.58,5/5/2016 16:00,106.31,5/5/2016 16:00,118.85
5/6/2016 16:00,115.55,5/6/2016 16:00,108.31,5/6/2016 16:00,106.57,5/6/2016 16:00,118.49
5/9/2016 16:00,115.47,5/9/2016 16:00,107.44,5/9/2016 16:00,106.65,5/9/2016 16:00,118.89
5/10/2016 16:00,116.94,5/10/2016 16:00,108.73,5/10/2016 16:00,107.18,5/10/2016 16:00,119.6
5/11/2016 16:00,115.98,5/11/2016 16:00,107.42,5/11/2016 16:00,105.73,5/11/2016 16:00,119.69
5/12/2016 16:00,116.36,5/12/2016 16:00,107.49,5/12/2016 16:00,106.56,5/12/2016 16:00,121.15
5/13/2016 16:00,115.44,5/13/2016 16:00,106.7,5/13/2016 16:00,105.7,5/13/2016 16:00,120.76
5/16/2016 16:00,117.15,5/16/2016 16:00,108.16,5/16/2016 16:00,106.48,5/16/2016 16:00,121.48
5/17/2016 16:00,116.22,5/17/2016 16:00,107.01,5/17/2016 16:00,105.36,5/17/2016 16:00,119.78
5/18/2016 16:00,116.52,5/18/2016 16:00,106.39,5/18/2016 16:00,104.55,5/18/2016 16:00,118.02
5/19/2016 16:00,116.03,5/19/2016 16:00,105.64,5/19/2016 16:00,103.77,5/19/2016 16:00,118.41
5/20/2016 16:00,116.47,5/20/2016 16:00,106.21,5/20/2016 16:00,104.01,5/20/2016 16:00,119.33
5/23/2016 16:00,116.18,5/23/2016 16:00,106.43,5/23/2016 16:00,104.16,5/23/2016 16:00,117.99
5/24/2016 16:00,119.12,5/24/2016 16:00,107.76,5/24/2016 16:00,105.3,5/24/2016 16:00,119.89
5/25/2016 16:00,118.55,5/25/2016 16:00,108.32,5/25/2016 16:00,106.17,5/25/2016 16:00,119.1
5/26/2016 16:00,118.41,5/26/2016 16:00,107.7,5/26/2016 16:00,105.3,5/26/2016 16:00,119.82
5/27/2016 16:00,118.94,5/27/2016 16:00,108.6,5/27/2016 16:00,106.06,5/27/2016 16:00,119.84
5/31/2016 16:00,118.97,5/31/2016 16:00,107.68,5/31/2016 16:00,105.78,5/31/2016 16:00,120.12
6/1/2016 16:00,119.01,6/1/2016 16:00,107.98,6/1/2016 16:00,105.47,6/1/2016 16:00,120.15
6/2/2016 16:00,119.24,6/2/2016 16:00,108.2,6/2/2016 16:00,106.56,6/2/2016 16:00,119.81
6/3/2016 16:00,118.9,6/3/2016 16:00,107.67,6/3/2016 16:00,106.97,6/3/2016 16:00,121.8
6/6/2016 16:00,119.6,6/6/2016 16:00,108.12,6/6/2016 16:00,107.2,6/6/2016 16:00,121.75
6/7/2016 16:00,119.65,6/7/2016 16:00,107.77,6/7/2016 16:00,107.87,6/7/2016 16:00,121.11
6/8/2016 16:00,119.32,6/8/2016 16:00,110.95,6/8/2016 16:00,107.56,6/8/2016 16:00,122.92
6/9/2016 16:00,119.44,6/9/2016 16:00,110.43,6/9/2016 16:00,109.07,6/9/2016 16:00,123.98
6/10/2016 16:00,118.27,6/10/2016 16:00,109.24,6/10/2016 16:00,108.79,6/10/2016 16:00,123.83
6/13/2016 16:00,117.08,6/13/2016 16:00,107.69,6/13/2016 16:00,108.93,6/13/2016 16:00,123.59
6/14/2016 16:00,118.09,6/14/2016 16:00,107.08,6/14/2016 16:00,107.61,6/14/2016 16:00,124.98
6/15/2016 16:00,117.45,6/15/2016 16:00,106.62,6/15/2016 16:00,107.23,6/15/2016 16:00,123.84
6/16/2016 16:00,118.3,6/16/2016 16:00,106.96,6/16/2016 16:00,107.69,6/16/2016 16:00,124.85
6/17/2016 16:00,117.57,6/17/2016 16:00,108.18,6/17/2016 16:00,106.94,6/17/2016 16:00,125.1
6/20/2016 16:00,119.05,6/20/2016 16:00,108.42,6/20/2016 16:00,107.42,6/20/2016 16:00,124.24
6/21/2016 16:00,119.43,6/21/2016 16:00,108.06,6/21/2016 16:00,109.44,6/21/2016 16:00,124.27
6/22/2016 16:00,119.03,6/22/2016 16:00,107.81,6/22/2016 16:00,109.4,6/22/2016 16:00,123.64
6/23/2016 16:00,118.91,6/23/2016 16:00,111.22,6/23/2016 16:00,111.47,6/23/2016 16:00,123.81
6/24/2016 16:00,111.45,6/24/2016 16:00,102.73,6/24/2016 16:00,108.27,6/24/2016 16:00,123.8
6/27/2016 16:00,109.29,6/27/2016 16:00,98.69,6/27/2016 16:00,108.89,6/27/2016 16:00,127.88
6/28/2016 16:00,110.56,6/28/2016 16:00,100.56,6/28/2016 16:00,110.8,6/28/2016 16:00,128.46
6/29/2016 16:00,111.76,6/29/2016 16:00,102.49,6/29/2016 16:00,113,6/29/2016 16:00,127.75
6/30/2016 16:00,113.29,6/30/2016 16:00,104.15,6/30/2016 16:00,113.61,6/30/2016 16:00,130.4
7/1/2016 16:00,113.52,7/1/2016 16:00,104.52,7/1/2016 16:00,113.6,7/1/2016 16:00,129.73
7/5/2016 16:00,113.1,7/5/2016 16:00,102.65,7/5/2016 16:00,113.83,7/5/2016 16:00,130.87
7/6/2016 16:00,113.52,7/6/2016 16:00,102.97,7/6/2016 16:00,112.4,7/6/2016 16:00,130.89
7/7/2016 16:00,112.7,7/7/2016 16:00,103.03,7/7/2016 16:00,112.2,7/7/2016 16:00,128.33
7/8/2016 16:00,115.11,7/8/2016 16:00,106.32,7/8/2016 16:00,113.66,7/8/2016 16:00,129.93
7/11/2016 16:00,115.46,7/11/2016 16:00,106.61,7/11/2016 16:00,114.67,7/11/2016 16:00,129.69
7/12/2016 16:00,116.5,7/12/2016 16:00,108.7,7/12/2016 16:00,116.1,7/12/2016 16:00,127.33
7/13/2016 16:00,116.83,7/13/2016 16:00,109.47,7/13/2016 16:00,116.01,7/13/2016 16:00,128.17
7/14/2016 16:00,116.77,7/14/2016 16:00,108.63,7/14/2016 16:00,117,7/14/2016 16:00,127.24
7/15/2016 16:00,115.09,7/15/2016 16:00,109.27,7/15/2016 16:00,116.82,7/15/2016 16:00,127.58
7/18/2016 16:00,114.14,7/18/2016 16:00,109.3,7/18/2016 16:00,116.3,7/18/2016 16:00,128.25
7/19/2016 16:00,113.37,7/19/2016 16:00,108.38,7/19/2016 16:00,117.37,7/19/2016 16:00,128.09
7/20/2016 16:00,115.45,7/20/2016 16:00,110.03,7/20/2016 16:00,117.73,7/20/2016 16:00,127.21
7/21/2016 16:00,112.36,7/21/2016 16:00,108.59,7/21/2016 16:00,117.55,7/21/2016 16:00,128.26
7/22/2016 16:00,112.86,7/22/2016 16:00,107.65,7/22/2016 16:00,117.84,7/22/2016 16:00,129.81
7/25/2016 16:00,113.07,7/25/2016 16:00,106.59,7/25/2016 16:00,116.87,7/25/2016 16:00,129.49
7/26/2016 16:00,114.26,7/26/2016 16:00,106.76,7/26/2016 16:00,116.97,7/26/2016 16:00,128.43
7/27/2016 16:00,113.71,7/27/2016 16:00,106.09,7/27/2016 16:00,117.61,7/27/2016 16:00,127.17
7/28/2016 16:00,112.08,7/28/2016 16:00,105.48,7/28/2016 16:00,116.65,7/28/2016 16:00,127.42
7/29/2016 16:00,112.81,7/29/2016 16:00,104.71,7/29/2016 16:00,115.77,7/29/2016 16:00,128.29
8/1/2016 16:00,112.88,8/1/2016 16:00,104.67,8/1/2016 16:00,117.04,8/1/2016 16:00,128.5
8/2/2016 16:00,112.83,8/2/2016 16:00,103.69,8/2/2016 16:00,116.74,8/2/2016 16:00,127.63
8/3/2016 16:00,113.61,8/3/2016 16:00,104.33,8/3/2016 16:00,115.73,8/3/2016 16:00,128.09
8/4/2016 16:00,113.71,8/4/2016 16:00,104.1,8/4/2016 16:00,116.42,8/4/2016 16:00,127.45
8/5/2016 16:00,114.6,8/5/2016 16:00,104.43,8/5/2016 16:00,116.58,8/5/2016 16:00,125.99
8/8/2016 16:00,113.68,8/8/2016 16:00,104.48,8/8/2016 16:00,115.73,8/8/2016 16:00,125.99
8/9/2016 16:00,112.88,8/9/2016 16:00,104.37,8/9/2016 16:00,115.92,8/9/2016 16:00,126.07
8/10/2016 16:00,113.22,8/10/2016 16:00,104.69,8/10/2016 16:00,116.24,8/10/2016 16:00,126.37
8/11/2016 16:00,113.39,8/11/2016 16:00,104.74,8/11/2016 16:00,115.89,8/11/2016 16:00,127.02
8/12/2016 16:00,113.03,8/12/2016 16:00,103.99,8/12/2016 16:00,116.5,8/12/2016 16:00,126.79
8/15/2016 16:00,113.6,8/15/2016 16:00,104.46,8/15/2016 16:00,115.79,8/15/2016 16:00,125.32
8/16/2016 16:00,112.98,8/16/2016 16:00,103.65,8/16/2016 16:00,114.12,8/16/2016 16:00,123.99
8/17/2016 16:00,112.93,8/17/2016 16:00,103.59,8/17/2016 16:00,114.56,8/17/2016 16:00,125.8
8/18/2016 16:00,112.35,8/18/2016 16:00,103.77,8/18/2016 16:00,114.35,8/18/2016 16:00,126.96
8/19/2016 16:00,113.05,8/19/2016 16:00,104.73,8/19/2016 16:00,113.61,8/19/2016 16:00,125.08
8/22/2016 16:00,113.76,8/22/2016 16:00,105.21,8/22/2016 16:00,114.62,8/22/2016 16:00,125.04
8/23/2016 16:00,115.48,8/23/2016 16:00,106.44,8/23/2016 16:00,115.22,8/23/2016 16:00,124.27
8/24/2016 16:00,114.57,8/24/2016 16:00,106.39,8/24/2016 16:00,114.57,8/24/2016 16:00,124.15
8/25/2016 16:00,115.04,8/25/2016 16:00,106.75,8/25/2016 16:00,114.25,8/25/2016 16:00,124.51
8/26/2016 16:00,115.2,8/26/2016 16:00,105.75,8/26/2016 16:00,113.23,8/26/2016 16:00,121.62
8/29/2016 16:00,114.85,8/29/2016 16:00,107.6,8/29/2016 16:00,113.84,8/29/2016 16:00,122.34
8/30/2016 16:00,115.35,8/30/2016 16:00,107.28,8/30/2016 16:00,113.22,8/30/2016 16:00,121.22
8/31/2016 16:00,115,8/31/2016 16:00,105.88,8/31/2016 16:00,113.38,8/31/2016 16:00,120.94
9/1/2016 16:00,115.06,9/1/2016 16:00,105.98,9/1/2016 16:00,113.82,9/1/2016 16:00,121
