,ACN,,PPG,,AMT,,NEE
Date,Close,Date,Close,Date,Close,Date,Close
7/12/2018 16:00,168.03,7/12/2018 16:00,103.84,7/12/2018 16:00,143.76,7/12/2018 16:00,168.49
7/13/2018 16:00,168.09,7/13/2018 16:00,103.99,7/13/2018 16:00,143.23,7/13/2018 16:00,169.52
7/16/2018 16:00,167.64,7/16/2018 16:00,102.37,7/16/2018 16:00,141.76,7/16/2018 16:00,169.5
7/17/2018 16:00,168.07,7/17/2018 16:00,105.41,7/17/2018 16:00,142.17,7/17/2018 16:00,170.21
7/18/2018 16:00,166.38,7/18/2018 16:00,106.75,7/18/2018 16:00,141.38,7/18/2018 16:00,169.42
7/19/2018 16:00,166.89,7/19/2018 16:00,106.39,7/19/2018 16:00,141.67,7/19/2018 16:00,170.25
7/20/2018 16:00,166.52,7/20/2018 16:00,105,7/20/2018 16:00,140.38,7/20/2018 16:00,169.97
7/23/2018 16:00,165.96,7/23/2018 16:00,104.41,7/23/2018 16:00,140.84,7/23/2018 16:00,168.83
7/24/2018 16:00,165.17,7/24/2018 16:00,106.05,7/24/2018 16:00,141.57,7/24/2018 16:00,170.21
7/25/2018 16:00,167.08,7/25/2018 16:00,109.28,7/25/2018 16:00,142.94,7/25/2018 16:00,167.75
7/26/2018 16:00,165.17,7/26/2018 16:00,110.66,7/26/2018 16:00,144.51,7/26/2018 16:00,168.16
7/27/2018 16:00,162.02,7/27/2018 16:00,109.44,7/27/2018 16:00,144.38,7/27/2018 16:00,166.98
7/30/2018 16:00,159.42,7/30/2018 16:00,109.74,7/30/2018 16:00,142.72,7/30/2018 16:00,166.23
7/31/2018 16:00,159.33,7/31/2018 16:00,110.66,7/31/2018 16:00,148.24,7/31/2018 16:00,167.54
8/1/2018 16:00,159.71,8/1/2018 16:00,109.73,8/1/2018 16:00,150.17,8/1/2018 16:00,167.9
8/2/2018 16:00,160.15,8/2/2018 16:00,109.32,8/2/2018 16:00,148.21,8/2/2018 16:00,169.45
8/3/2018 16:00,160.37,8/3/2018 16:00,110.95,8/3/2018 16:00,150.99,8/3/2018 16:00,171.15
8/6/2018 16:00,160.58,8/6/2018 16:00,110.32,8/6/2018 16:00,150.91,8/6/2018 16:00,171.01
8/7/2018 16:00,161.2,8/7/2018 16:00,109.96,8/7/2018 16:00,150.03,8/7/2018 16:00,170.63
8/8/2018 16:00,161.14,8/8/2018 16:00,109.25,8/8/2018 16:00,149.32,8/8/2018 16:00,170.08
8/9/2018 16:00,160.64,8/9/2018 16:00,109.21,8/9/2018 16:00,150.57,8/9/2018 16:00,170.85
8/10/2018 16:00,160.68,8/10/2018 16:00,107.46,8/10/2018 16:00,149.18,8/10/2018 16:00,170.93
8/13/2018 16:00,160.23,8/13/2018 16:00,106.08,8/13/2018 16:00,149.01,8/13/2018 16:00,171.3
8/14/2018 16:00,161.24,8/14/2018 16:00,106.85,8/14/2018 16:00,149.11,8/14/2018 16:00,171.94
8/15/2018 16:00,160.41,8/15/2018 16:00,107.03,8/15/2018 16:00,149.54,8/15/2018 16:00,172.77
8/16/2018 16:00,162.89,8/16/2018 16:00,107.9,8/16/2018 16:00,149.72,8/16/2018 16:00,174.79
8/17/2018 16:00,164.89,8/17/2018 16:00,108.42,8/17/2018 16:00,151.17,8/17/2018 16:00,175.17
8/20/2018 16:00,165.12,8/20/2018 16:00,109.73,8/20/2018 16:00,150.79,8/20/2018 16:00,174.3
8/21/2018 16:00,164.61,8/21/2018 16:00,111.08,8/21/2018 16:00,149.28,8/21/2018 16:00,172.63
8/22/2018 16:00,164.92,8/22/2018 16:00,110.6,8/22/2018 16:00,148.11,8/22/2018 16:00,171.71
8/23/2018 16:00,165.2,8/23/2018 16:00,109.77,8/23/2018 16:00,147.38,8/23/2018 16:00,171.63
8/24/2018 16:00,165.88,8/24/2018 16:00,110.62,8/24/2018 16:00,148.06,8/24/2018 16:00,172.7
8/27/2018 16:00,166.87,8/27/2018 16:00,111.13,8/27/2018 16:00,148.37,8/27/2018 16:00,171.46
8/28/2018 16:00,167.67,8/28/2018 16:00,109.87,8/28/2018 16:00,150.1,8/28/2018 16:00,170.56
8/29/2018 16:00,169.77,8/29/2018 16:00,111.66,8/29/2018 16:00,150.45,8/29/2018 16:00,170.53
8/30/2018 16:00,168.63,8/30/2018 16:00,110.66,8/30/2018 16:00,148.94,8/30/2018 16:00,170.83
8/31/2018 16:00,169.07,8/31/2018 16:00,110.54,8/31/2018 16:00,149.12,8/31/2018 16:00,170.1
9/4/2018 16:00,169.5,9/4/2018 16:00,109.88,9/4/2018 16:00,148.15,9/4/2018 16:00,170.03
9/5/2018 16:00,168.64,9/5/2018 16:00,110.6,9/5/2018 16:00,147.6,9/5/2018 16:00,171.62
9/6/2018 16:00,169.36,9/6/2018 16:00,112,9/6/2018 16:00,148.09,9/6/2018 16:00,173.82
9/7/2018 16:00,169.07,9/7/2018 16:00,111.51,9/7/2018 16:00,146.55,9/7/2018 16:00,172.1
9/10/2018 16:00,169.55,9/10/2018 16:00,112.09,9/10/2018 16:00,147.33,9/10/2018 16:00,172.03
9/11/2018 16:00,170.69,9/11/2018 16:00,112.59,9/11/2018 16:00,147,9/11/2018 16:00,172.15
9/12/2018 16:00,170.35,9/12/2018 16:00,112.03,9/12/2018 16:00,147.31,9/12/2018 16:00,172.5
9/13/2018 16:00,172.07,9/13/2018 16:00,112.95,9/13/2018 16:00,148.72,9/13/2018 16:00,174.6
9/14/2018 16:00,171.64,9/14/2018 16:00,112.17,9/14/2018 16:00,147.19,9/14/2018 16:00,173.65
9/17/2018 16:00,171.04,9/17/2018 16:00,112.99,9/17/2018 16:00,147.75,9/17/2018 16:00,173.86
9/18/2018 16:00,172.41,9/18/2018 16:00,113.27,9/18/2018 16:00,147.41,9/18/2018 16:00,173.44
9/19/2018 16:00,173.14,9/19/2018 16:00,115.05,9/19/2018 16:00,147.58,9/19/2018 16:00,169.17
9/20/2018 16:00,174.13,9/20/2018 16:00,115.92,9/20/2018 16:00,148.73,9/20/2018 16:00,169.27
9/21/2018 16:00,174.19,9/21/2018 16:00,115.98,9/21/2018 16:00,148.49,9/21/2018 16:00,170.76
9/24/2018 16:00,172.63,9/24/2018 16:00,112.69,9/24/2018 16:00,146.38,9/24/2018 16:00,168.81
9/25/2018 16:00,172.82,9/25/2018 16:00,111.54,9/25/2018 16:00,145.7,9/25/2018 16:00,166.85
9/26/2018 16:00,172.97,9/26/2018 16:00,110.39,9/26/2018 16:00,143.95,9/26/2018 16:00,164.45
9/27/2018 16:00,170.05,9/27/2018 16:00,108.99,9/27/2018 16:00,143.39,9/27/2018 16:00,165.59
9/28/2018 16:00,170.2,9/28/2018 16:00,109.13,9/28/2018 16:00,145.3,9/28/2018 16:00,167.6
10/1/2018 16:00,173.51,10/1/2018 16:00,109.75,10/1/2018 16:00,144.03,10/1/2018 16:00,166.99
10/2/2018 16:00,173.15,10/2/2018 16:00,110.21,10/2/2018 16:00,144.13,10/2/2018 16:00,169.34
10/3/2018 16:00,174.14,10/3/2018 16:00,108.73,10/3/2018 16:00,143.91,10/3/2018 16:00,168.24
10/4/2018 16:00,171.86,10/4/2018 16:00,108.46,10/4/2018 16:00,144.44,10/4/2018 16:00,169.25
10/5/2018 16:00,171.23,10/5/2018 16:00,108.02,10/5/2018 16:00,144.75,10/5/2018 16:00,172.37
10/8/2018 16:00,169.9,10/8/2018 16:00,109.58,10/8/2018 16:00,145.79,10/8/2018 16:00,173.32
10/9/2018 16:00,168.8,10/9/2018 16:00,98.56,10/9/2018 16:00,147.65,10/9/2018 16:00,173.73
10/10/2018 16:00,161.74,10/10/2018 16:00,99.6,10/10/2018 16:00,145.5,10/10/2018 16:00,172.75
10/11/2018 16:00,156,10/11/2018 16:00,96.38,10/11/2018 16:00,140.68,10/11/2018 16:00,169.09
10/12/2018 16:00,159.44,10/12/2018 16:00,95.09,10/12/2018 16:00,142.05,10/12/2018 16:00,169.36
10/15/2018 16:00,157.92,10/15/2018 16:00,96.15,10/15/2018 16:00,142.73,10/15/2018 16:00,169.64
10/16/2018 16:00,161.2,10/16/2018 16:00,98.18,10/16/2018 16:00,145.69,10/16/2018 16:00,171.29
10/17/2018 16:00,158.9,10/17/2018 16:00,98.12,10/17/2018 16:00,146.68,10/17/2018 16:00,170.82
10/18/2018 16:00,156.2,10/18/2018 16:00,98.99,10/18/2018 16:00,146.79,10/18/2018 16:00,171.57
10/19/2018 16:00,158.28,10/19/2018 16:00,101.39,10/19/2018 16:00,150.15,10/19/2018 16:00,173.46
10/22/2018 16:00,159.55,10/22/2018 16:00,101.66,10/22/2018 16:00,149.25,10/22/2018 16:00,172.66
10/23/2018 16:00,158.09,10/23/2018 16:00,100.63,10/23/2018 16:00,150.85,10/23/2018 16:00,170.63
10/24/2018 16:00,153.12,10/24/2018 16:00,97.78,10/24/2018 16:00,151.97,10/24/2018 16:00,175.6
10/25/2018 16:00,156.92,10/25/2018 16:00,103.71,10/25/2018 16:00,153.51,10/25/2018 16:00,173.2
10/26/2018 16:00,154.45,10/26/2018 16:00,102.83,10/26/2018 16:00,149.61,10/26/2018 16:00,169.89
10/29/2018 16:00,152.74,10/29/2018 16:00,102.89,10/29/2018 16:00,152.82,10/29/2018 16:00,172.78
10/30/2018 16:00,154.62,10/30/2018 16:00,104.22,10/30/2018 16:00,160.95,10/30/2018 16:00,173.55
10/31/2018 16:00,157.62,10/31/2018 16:00,105.09,10/31/2018 16:00,155.81,10/31/2018 16:00,172.5
11/1/2018 16:00,158.58,11/1/2018 16:00,106.74,11/1/2018 16:00,153.02,11/1/2018 16:00,170.47
11/2/2018 16:00,157.39,11/2/2018 16:00,106.91,11/2/2018 16:00,152.06,11/2/2018 16:00,168.15
11/5/2018 16:00,158.6,11/5/2018 16:00,106.45,11/5/2018 16:00,155.7,11/5/2018 16:00,170.71
11/6/2018 16:00,159.42,11/6/2018 16:00,107.36,11/6/2018 16:00,156.16,11/6/2018 16:00,171.46
11/7/2018 16:00,163.87,11/7/2018 16:00,109.53,11/7/2018 16:00,156.95,11/7/2018 16:00,173.54
11/8/2018 16:00,164.5,11/8/2018 16:00,108.67,11/8/2018 16:00,159.36,11/8/2018 16:00,173.96
11/9/2018 16:00,165.15,11/9/2018 16:00,107.71,11/9/2018 16:00,160.14,11/9/2018 16:00,176.56
11/12/2018 16:00,162.44,11/12/2018 16:00,105.4,11/12/2018 16:00,161.03,11/12/2018 16:00,178.49
11/13/2018 16:00,161.45,11/13/2018 16:00,104.31,11/13/2018 16:00,161.31,11/13/2018 16:00,178.66
11/14/2018 16:00,160.29,11/14/2018 16:00,105.35,11/14/2018 16:00,163.41,11/14/2018 16:00,176.82
11/15/2018 16:00,162.49,11/15/2018 16:00,107.08,11/15/2018 16:00,162.13,11/15/2018 16:00,179.18
11/16/2018 16:00,165,11/16/2018 16:00,107.17,11/16/2018 16:00,163.98,11/16/2018 16:00,180.39
11/19/2018 16:00,162.77,11/19/2018 16:00,107.7,11/19/2018 16:00,166.23,11/19/2018 16:00,182.01
11/20/2018 16:00,158.9,11/20/2018 16:00,105.88,11/20/2018 16:00,160.64,11/20/2018 16:00,178.77
11/21/2018 16:00,156.98,11/21/2018 16:00,106.81,11/21/2018 16:00,160.31,11/21/2018 16:00,176.18
11/23/2018 13:00,156.93,11/23/2018 13:00,107.29,11/23/2018 13:00,160.39,11/23/2018 13:00,177.33
11/26/2018 16:00,158.4,11/26/2018 16:00,107.34,11/26/2018 16:00,161.59,11/26/2018 16:00,177.03
11/27/2018 16:00,159.11,11/27/2018 16:00,105.8,11/27/2018 16:00,162.08,11/27/2018 16:00,178
11/28/2018 16:00,162.21,11/28/2018 16:00,107.64,11/28/2018 16:00,162,11/28/2018 16:00,178.05
11/29/2018 16:00,161.07,11/29/2018 16:00,108.47,11/29/2018 16:00,162.72,11/29/2018 16:00,177.12
11/30/2018 16:00,164.52,11/30/2018 16:00,109.33,11/30/2018 16:00,164.49,11/30/2018 16:00,181.71
12/3/2018 16:00,166.82,12/3/2018 16:00,110.56,12/3/2018 16:00,163.08,12/3/2018 16:00,182.49
12/4/2018 16:00,164.21,12/4/2018 16:00,106.73,12/4/2018 16:00,163.48,12/4/2018 16:00,182.17
12/6/2018 16:00,159.25,12/6/2018 16:00,105.79,12/6/2018 16:00,167.63,12/6/2018 16:00,182.66
12/7/2018 16:00,157.45,12/7/2018 16:00,103.23,12/7/2018 16:00,166.43,12/7/2018 16:00,182.86
12/10/2018 16:00,157.72,12/10/2018 16:00,103.46,12/10/2018 16:00,166.19,12/10/2018 16:00,182.61
12/11/2018 16:00,158.3,12/11/2018 16:00,103.04,12/11/2018 16:00,166.64,12/11/2018 16:00,182.98
12/12/2018 16:00,158.62,12/12/2018 16:00,103.46,12/12/2018 16:00,164.65,12/12/2018 16:00,181.31
12/13/2018 16:00,160.25,12/13/2018 16:00,100.9,12/13/2018 16:00,166.8,12/13/2018 16:00,182.2
12/14/2018 16:00,155.53,12/14/2018 16:00,100.14,12/14/2018 16:00,166.6,12/14/2018 16:00,181.24
12/17/2018 16:00,151.67,12/17/2018 16:00,97.13,12/17/2018 16:00,160.94,12/17/2018 16:00,175.65
12/18/2018 16:00,152.14,12/18/2018 16:00,96.7,12/18/2018 16:00,162.31,12/18/2018 16:00,176
12/19/2018 16:00,150.96,12/19/2018 16:00,96.43,12/19/2018 16:00,162.54,12/19/2018 16:00,174.52
12/20/2018 16:00,143.5,12/20/2018 16:00,97.07,12/20/2018 16:00,161.54,12/20/2018 16:00,174.91
12/21/2018 16:00,137.2,12/21/2018 16:00,96.32,12/21/2018 16:00,158,12/21/2018 16:00,174.11
12/24/2018 13:00,133.67,12/24/2018 13:00,95.6,12/24/2018 13:00,153.58,12/24/2018 13:00,168.08
12/26/2018 16:00,139.01,12/26/2018 16:00,99.27,12/26/2018 16:00,157.53,12/26/2018 16:00,170.34
12/27/2018 16:00,140.41,12/27/2018 16:00,101.42,12/27/2018 16:00,158.6,12/27/2018 16:00,172.16
12/28/2018 16:00,139.82,12/28/2018 16:00,101.23,12/28/2018 16:00,158.83,12/28/2018 16:00,172.72
12/31/2018 16:00,141.01,12/31/2018 16:00,102.23,12/31/2018 16:00,158.19,12/31/2018 16:00,173.82
1/2/2019 16:00,140.59,1/2/2019 16:00,101.69,1/2/2019 16:00,156.74,1/2/2019 16:00,169.83
1/3/2019 16:00,135.79,1/3/2019 16:00,97.97,1/3/2019 16:00,157.68,1/3/2019 16:00,169.41
1/4/2019 16:00,141.07,1/4/2019 16:00,99.91,1/4/2019 16:00,158.31,1/4/2019 16:00,172.53
1/7/2019 16:00,141.56,1/7/2019 16:00,100.24,1/7/2019 16:00,159.29,1/7/2019 16:00,172.28
1/8/2019 16:00,145.14,1/8/2019 16:00,101.07,1/8/2019 16:00,161.09,1/8/2019 16:00,173.54
1/9/2019 16:00,145.87,1/9/2019 16:00,101.5,1/9/2019 16:00,159.68,1/9/2019 16:00,172.79
1/10/2019 16:00,147.02,1/10/2019 16:00,102.65,1/10/2019 16:00,161.86,1/10/2019 16:00,175.39
1/11/2019 16:00,146.23,1/11/2019 16:00,101.86,1/11/2019 16:00,161.4,1/11/2019 16:00,175.71
1/14/2019 16:00,144.93,1/14/2019 16:00,101.96,1/14/2019 16:00,161.4,1/14/2019 16:00,171.23
1/15/2019 16:00,146.89,1/15/2019 16:00,101,1/15/2019 16:00,163.05,1/15/2019 16:00,174.72
1/16/2019 16:00,147.88,1/16/2019 16:00,102.54,1/16/2019 16:00,163.78,1/16/2019 16:00,174.68
1/17/2019 16:00,149.12,1/17/2019 16:00,107.36,1/17/2019 16:00,164.38,1/17/2019 16:00,175.49
1/18/2019 16:00,150.45,1/18/2019 16:00,105.43,1/18/2019 16:00,164.67,1/18/2019 16:00,176.09
1/22/2019 16:00,148.97,1/22/2019 16:00,104.35,1/22/2019 16:00,164.68,1/22/2019 16:00,177.38
1/23/2019 16:00,148.42,1/23/2019 16:00,102.05,1/23/2019 16:00,165.79,1/23/2019 16:00,179.38
1/24/2019 16:00,150.15,1/24/2019 16:00,102.22,1/24/2019 16:00,165.65,1/24/2019 16:00,180.28
1/25/2019 16:00,151.85,1/25/2019 16:00,103.5,1/25/2019 16:00,167.41,1/25/2019 16:00,174.2
1/28/2019 16:00,152.24,1/28/2019 16:00,103.7,1/28/2019 16:00,168.05,1/28/2019 16:00,172.47
1/29/2019 16:00,152.02,1/29/2019 16:00,104.48,1/29/2019 16:00,169.44,1/29/2019 16:00,172.86
1/30/2019 16:00,154.09,1/30/2019 16:00,105.05,1/30/2019 16:00,170.47,1/30/2019 16:00,173.59
1/31/2019 16:00,153.55,1/31/2019 16:00,105.44,1/31/2019 16:00,172.84,1/31/2019 16:00,178.98
2/1/2019 16:00,154.74,2/1/2019 16:00,105.77,2/1/2019 16:00,170.43,2/1/2019 16:00,177.82
2/4/2019 16:00,156.55,2/4/2019 16:00,106.26,2/4/2019 16:00,170.94,2/4/2019 16:00,178.1
2/5/2019 16:00,157.32,2/5/2019 16:00,107.01,2/5/2019 16:00,172.43,2/5/2019 16:00,178.17
2/6/2019 16:00,157.16,2/6/2019 16:00,106.1,2/6/2019 16:00,170.27,2/6/2019 16:00,178.1
2/7/2019 16:00,155.18,2/7/2019 16:00,104.85,2/7/2019 16:00,172.01,2/7/2019 16:00,181.35
2/8/2019 16:00,155.59,2/8/2019 16:00,104.86,2/8/2019 16:00,172.43,2/8/2019 16:00,183.01
2/11/2019 16:00,155.32,2/11/2019 16:00,104.72,2/11/2019 16:00,172.99,2/11/2019 16:00,183.01
2/12/2019 16:00,156.63,2/12/2019 16:00,107.61,2/12/2019 16:00,172.59,2/12/2019 16:00,183.27
2/13/2019 16:00,158.03,2/13/2019 16:00,107.89,2/13/2019 16:00,173.7,2/13/2019 16:00,182.85
2/14/2019 16:00,157.85,2/14/2019 16:00,107.26,2/14/2019 16:00,175.79,2/14/2019 16:00,182.61
2/15/2019 16:00,159.23,2/15/2019 16:00,109.11,2/15/2019 16:00,177.82,2/15/2019 16:00,184.04
2/19/2019 16:00,159.48,2/19/2019 16:00,108.73,2/19/2019 16:00,177.6,2/19/2019 16:00,185.37
2/20/2019 16:00,159.71,2/20/2019 16:00,109.74,2/20/2019 16:00,176.69,2/20/2019 16:00,185.64
2/21/2019 16:00,159.53,2/21/2019 16:00,110.13,2/21/2019 16:00,176.51,2/21/2019 16:00,186.56
2/22/2019 16:00,161.5,2/22/2019 16:00,111.44,2/22/2019 16:00,176.63,2/22/2019 16:00,188.13
2/25/2019 16:00,161.67,2/25/2019 16:00,112.32,2/25/2019 16:00,174.23,2/25/2019 16:00,187.88
2/26/2019 16:00,161.34,2/26/2019 16:00,111.47,2/26/2019 16:00,174.02,2/26/2019 16:00,188.23
2/27/2019 16:00,160.63,2/27/2019 16:00,112.17,2/27/2019 16:00,173.2,2/27/2019 16:00,186.81
2/28/2019 16:00,161.38,2/28/2019 16:00,111.97,2/28/2019 16:00,176.15,2/28/2019 16:00,187.72
3/1/2019 16:00,164.2,3/1/2019 16:00,112.76,3/1/2019 16:00,177.92,3/1/2019 16:00,187.56
3/4/2019 16:00,162.82,3/4/2019 16:00,111.36,3/4/2019 16:00,179.69,3/4/2019 16:00,188.24
3/5/2019 16:00,163.67,3/5/2019 16:00,110.75,3/5/2019 16:00,181.06,3/5/2019 16:00,188.32
3/6/2019 16:00,162.39,3/6/2019 16:00,110.55,3/6/2019 16:00,181.65,3/6/2019 16:00,187.57
3/7/2019 16:00,161.85,3/7/2019 16:00,109.84,3/7/2019 16:00,181.75,3/7/2019 16:00,187.93
3/8/2019 16:00,161.69,3/8/2019 16:00,109.63,3/8/2019 16:00,181.61,3/8/2019 16:00,188.7
3/11/2019 16:00,163.94,3/11/2019 16:00,111.3,3/11/2019 16:00,185.16,3/11/2019 16:00,189.5
3/12/2019 16:00,163.99,3/12/2019 16:00,111.15,3/12/2019 16:00,185.75,3/12/2019 16:00,190.89
3/13/2019 16:00,164.11,3/13/2019 16:00,111.33,3/13/2019 16:00,187.23,3/13/2019 16:00,190.97
3/14/2019 16:00,164.82,3/14/2019 16:00,109.68,3/14/2019 16:00,187.97,3/14/2019 16:00,190.98
3/15/2019 16:00,166.39,3/15/2019 16:00,110.03,3/15/2019 16:00,188.97,3/15/2019 16:00,191.24
3/18/2019 16:00,166.43,3/18/2019 16:00,110.95,3/18/2019 16:00,188.89,3/18/2019 16:00,190.87
3/19/2019 16:00,166.2,3/19/2019 16:00,110.9,3/19/2019 16:00,189.91,3/19/2019 16:00,188.5
3/20/2019 16:00,166.27,3/20/2019 16:00,110.82,3/20/2019 16:00,191.54,3/20/2019 16:00,189.87
3/21/2019 16:00,168.24,3/21/2019 16:00,112.64,3/21/2019 16:00,194.71,3/21/2019 16:00,191.91
3/22/2019 16:00,165.24,3/22/2019 16:00,106.69,3/22/2019 16:00,193.65,3/22/2019 16:00,193.93
3/25/2019 16:00,165.08,3/25/2019 16:00,107.06,3/25/2019 16:00,195.69,3/25/2019 16:00,193.61
3/26/2019 16:00,166.94,3/26/2019 16:00,108.36,3/26/2019 16:00,195.05,3/26/2019 16:00,195
3/27/2019 16:00,166.47,3/27/2019 16:00,110.08,3/27/2019 16:00,194.09,3/27/2019 16:00,193.92
3/28/2019 16:00,175.12,3/28/2019 16:00,111.72,3/28/2019 16:00,194.93,3/28/2019 16:00,191.92
3/29/2019 16:00,176.02,3/29/2019 16:00,112.87,3/29/2019 16:00,197.06,3/29/2019 16:00,193.32
4/1/2019 16:00,176.32,4/1/2019 16:00,114.22,4/1/2019 16:00,192.51,4/1/2019 16:00,190.49
4/2/2019 16:00,175.37,4/2/2019 16:00,114.24,4/2/2019 16:00,195.12,4/2/2019 16:00,189.48
4/3/2019 16:00,177.19,4/3/2019 16:00,114.58,4/3/2019 16:00,194.29,4/3/2019 16:00,189.31
4/4/2019 16:00,177.16,4/4/2019 16:00,115,4/4/2019 16:00,193.05,4/4/2019 16:00,188.4
4/5/2019 16:00,178.15,4/5/2019 16:00,114.96,4/5/2019 16:00,195.76,4/5/2019 16:00,190.08
4/8/2019 16:00,178.91,4/8/2019 16:00,114.4,4/8/2019 16:00,196.22,4/8/2019 16:00,188.64
4/9/2019 16:00,177.73,4/9/2019 16:00,114.28,4/9/2019 16:00,196.72,4/9/2019 16:00,189.71
4/10/2019 16:00,177,4/10/2019 16:00,114.9,4/10/2019 16:00,196.62,4/10/2019 16:00,188.62
4/11/2019 16:00,178.36,4/11/2019 16:00,114.52,4/11/2019 16:00,196.65,4/11/2019 16:00,190.04
4/12/2019 16:00,178.64,4/12/2019 16:00,115.6,4/12/2019 16:00,197.96,4/12/2019 16:00,190.85
4/15/2019 16:00,179.3,4/15/2019 16:00,116.47,4/15/2019 16:00,196.09,4/15/2019 16:00,191.16
4/16/2019 16:00,179.06,4/16/2019 16:00,118.4,4/16/2019 16:00,192.2,4/16/2019 16:00,189.52
4/17/2019 16:00,178.95,4/17/2019 16:00,117.39,4/17/2019 16:00,191.17,4/17/2019 16:00,189.65
4/18/2019 16:00,178.61,4/18/2019 16:00,119.86,4/18/2019 16:00,192.91,4/18/2019 16:00,189.36
4/22/2019 16:00,178.07,4/22/2019 16:00,117.24,4/22/2019 16:00,192.32,4/22/2019 16:00,190.38
4/23/2019 16:00,180.48,4/23/2019 16:00,117.62,4/23/2019 16:00,193.4,4/23/2019 16:00,189.79
4/24/2019 16:00,180.81,4/24/2019 16:00,116.64,4/24/2019 16:00,193.23,4/24/2019 16:00,190.06
4/25/2019 16:00,179.95,4/25/2019 16:00,115.53,4/25/2019 16:00,192.29,4/25/2019 16:00,190.48
4/26/2019 16:00,180.83,4/26/2019 16:00,117.81,4/26/2019 16:00,193.21,4/26/2019 16:00,191.71
4/29/2019 16:00,181.21,4/29/2019 16:00,117.11,4/29/2019 16:00,192.44,4/29/2019 16:00,191.77
4/30/2019 16:00,182.67,4/30/2019 16:00,117.5,4/30/2019 16:00,195.3,4/30/2019 16:00,194.44
5/1/2019 16:00,181.31,5/1/2019 16:00,115.47,5/1/2019 16:00,192.91,5/1/2019 16:00,193.27
5/2/2019 16:00,179.39,5/2/2019 16:00,116.76,5/2/2019 16:00,192.8,5/2/2019 16:00,191.72
5/3/2019 16:00,176.98,5/3/2019 16:00,117.63,5/3/2019 16:00,192.95,5/3/2019 16:00,192.41
5/6/2019 16:00,176.26,5/6/2019 16:00,116.29,5/6/2019 16:00,192.18,5/6/2019 16:00,190.9
5/7/2019 16:00,173.94,5/7/2019 16:00,114.46,5/7/2019 16:00,189.85,5/7/2019 16:00,189.75
5/8/2019 16:00,173.82,5/8/2019 16:00,114.02,5/8/2019 16:00,191.64,5/8/2019 16:00,187.88
5/9/2019 16:00,174.46,5/9/2019 16:00,112.88,5/9/2019 16:00,192.52,5/9/2019 16:00,188.61
5/10/2019 16:00,174.3,5/10/2019 16:00,112.24,5/10/2019 16:00,195.66,5/10/2019 16:00,191.76
5/13/2019 16:00,171.02,5/13/2019 16:00,111.25,5/13/2019 16:00,196.88,5/13/2019 16:00,194.93
5/14/2019 16:00,173.61,5/14/2019 16:00,111.56,5/14/2019 16:00,198.07,5/14/2019 16:00,194.9
5/15/2019 16:00,175.4,5/15/2019 16:00,111.94,5/15/2019 16:00,200.47,5/15/2019 16:00,194.86
5/16/2019 16:00,178.17,5/16/2019 16:00,112.92,5/16/2019 16:00,202.02,5/16/2019 16:00,197.11
5/17/2019 16:00,178.33,5/17/2019 16:00,111.77,5/17/2019 16:00,202.43,5/17/2019 16:00,198.98
5/20/2019 16:00,178.54,5/20/2019 16:00,107.74,5/20/2019 16:00,198.25,5/20/2019 16:00,199.35
5/21/2019 16:00,179.57,5/21/2019 16:00,109,5/21/2019 16:00,198.17,5/21/2019 16:00,198.9
5/22/2019 16:00,180.39,5/22/2019 16:00,108.48,5/22/2019 16:00,200.67,5/22/2019 16:00,201.93
5/23/2019 16:00,178.27,5/23/2019 16:00,106.82,5/23/2019 16:00,202.92,5/23/2019 16:00,203.53
5/24/2019 16:00,178.81,5/24/2019 16:00,107.75,5/24/2019 16:00,203,5/24/2019 16:00,203.37
5/28/2019 16:00,178.39,5/28/2019 16:00,107.51,5/28/2019 16:00,202.55,5/28/2019 16:00,201.17
5/29/2019 16:00,177.61,5/29/2019 16:00,107.18,5/29/2019 16:00,201.13,5/29/2019 16:00,198.72
5/30/2019 16:00,178.82,5/30/2019 16:00,107.24,5/30/2019 16:00,204.69,5/30/2019 16:00,198.94
5/31/2019 16:00,178.07,5/31/2019 16:00,104.65,5/31/2019 16:00,208.77,5/31/2019 16:00,198.21
6/3/2019 16:00,175.16,6/3/2019 16:00,107.78,6/3/2019 16:00,209.29,6/3/2019 16:00,199.58
6/4/2019 16:00,177.97,6/4/2019 16:00,111.71,6/4/2019 16:00,208.01,6/4/2019 16:00,199.38
6/5/2019 16:00,179.56,6/5/2019 16:00,112.35,6/5/2019 16:00,212.77,6/5/2019 16:00,204.65
6/6/2019 16:00,180.4,6/6/2019 16:00,112.99,6/6/2019 16:00,212.7,6/6/2019 16:00,205.76
6/7/2019 16:00,182.92,6/7/2019 16:00,113.99,6/7/2019 16:00,212.46,6/7/2019 16:00,204.39
6/10/2019 16:00,184.44,6/10/2019 16:00,114.39,6/10/2019 16:00,209.85,6/10/2019 16:00,203.42
6/11/2019 16:00,183.37,6/11/2019 16:00,116.85,6/11/2019 16:00,208.97,6/11/2019 16:00,201.97
6/12/2019 16:00,184.59,6/12/2019 16:00,116.99,6/12/2019 16:00,211.5,6/12/2019 16:00,204.55
6/13/2019 16:00,184.95,6/13/2019 16:00,116.91,6/13/2019 16:00,209.01,6/13/2019 16:00,204.77
6/14/2019 16:00,184.97,6/14/2019 16:00,116.55,6/14/2019 16:00,211.23,6/14/2019 16:00,206.96
