,VZ,,MCD,,SBUX,,CLX,,COST,,PSX,,BLK,,TROW,,JNJ,,UNH,,MMM,,UPS
Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close
4/2/2020 16:00,55.25,8/30/2019 16:00,227.91,4/2/2020 16:00,65,4/2/2020 16:00,179.7,4/2/2020 16:00,291.48,4/2/2020 16:00,51.72,4/2/2020 16:00,426.53,4/2/2020 16:00,97.14,4/2/2020 16:00,133.15,4/2/2020 16:00,240.44,4/2/2020 16:00,137.91,4/2/2020 16:00,93.04
4/3/2020 16:00,54.7,9/3/2019 16:00,224.07,4/3/2020 16:00,63.05,4/3/2020 16:00,177.54,4/3/2020 16:00,288.65,4/3/2020 16:00,51.62,4/3/2020 16:00,418.07,4/3/2020 16:00,95.19,4/3/2020 16:00,134.17,4/3/2020 16:00,229.49,4/3/2020 16:00,133.79,4/3/2020 16:00,90
4/6/2020 16:00,56.7,9/4/2019 16:00,224.15,4/6/2020 16:00,67.79,4/6/2020 16:00,181.38,4/6/2020 16:00,305.12,4/6/2020 16:00,57.42,4/6/2020 16:00,449.52,4/6/2020 16:00,102.7,4/6/2020 16:00,139.76,4/6/2020 16:00,248.34,4/6/2020 16:00,140.7,4/6/2020 16:00,95.68
4/7/2020 16:00,56.98,9/5/2019 16:00,228.15,4/7/2020 16:00,68.71,4/7/2020 16:00,181.5,4/7/2020 16:00,303.63,4/7/2020 16:00,58.63,4/7/2020 16:00,443.12,4/7/2020 16:00,101.9,4/7/2020 16:00,137.48,4/7/2020 16:00,248.04,4/7/2020 16:00,144.6,4/7/2020 16:00,92.91
4/8/2020 16:00,57.8,9/6/2019 16:00,231.13,4/8/2020 16:00,71.57,4/8/2020 16:00,181.04,4/8/2020 16:00,305.97,4/8/2020 16:00,63.7,4/8/2020 16:00,450.97,4/8/2020 16:00,105.51,4/8/2020 16:00,143.26,4/8/2020 16:00,267.83,4/8/2020 16:00,148.99,4/8/2020 16:00,98.79
4/9/2020 16:00,57.44,9/9/2019 16:00,232.87,4/9/2020 16:00,73.88,4/9/2020 16:00,184.21,4/9/2020 16:00,300.01,4/9/2020 16:00,61.52,4/9/2020 16:00,471.42,4/9/2020 16:00,105.16,4/9/2020 16:00,141.23,4/9/2020 16:00,264.13,4/9/2020 16:00,147.78,4/9/2020 16:00,98.69
4/13/2020 16:00,56.67,9/10/2019 16:00,233,4/13/2020 16:00,71.76,4/13/2020 16:00,185.47,4/13/2020 16:00,299.62,4/13/2020 16:00,61.56,4/13/2020 16:00,452.39,4/13/2020 16:00,102.24,4/13/2020 16:00,139.77,4/13/2020 16:00,263.51,4/13/2020 16:00,146.4,4/13/2020 16:00,98.42
4/14/2020 16:00,58.14,9/11/2019 16:00,232.66,4/14/2020 16:00,73.67,4/14/2020 16:00,194.37,4/14/2020 16:00,314.14,4/14/2020 16:00,61.07,4/14/2020 16:00,458.03,4/14/2020 16:00,101.93,4/14/2020 16:00,146.03,4/14/2020 16:00,270.5,4/14/2020 16:00,150.14,4/14/2020 16:00,101.4
4/15/2020 16:00,56.93,9/12/2019 16:00,233.8,4/15/2020 16:00,72.55,4/15/2020 16:00,195.64,4/15/2020 16:00,310.27,4/15/2020 16:00,56.47,4/15/2020 16:00,443.07,4/15/2020 16:00,98.98,4/15/2020 16:00,147.66,4/15/2020 16:00,281.68,4/15/2020 16:00,145.16,4/15/2020 16:00,99.92
4/16/2020 16:00,57.66,9/13/2019 16:00,233.98,4/16/2020 16:00,73.51,4/16/2020 16:00,196.49,4/16/2020 16:00,321.56,4/16/2020 16:00,53.53,4/16/2020 16:00,458.99,4/16/2020 16:00,99.54,4/16/2020 16:00,149.67,4/16/2020 16:00,298.43,4/16/2020 16:00,144.9,4/16/2020 16:00,102.22
4/17/2020 16:00,58.46,9/16/2019 16:00,230.99,4/17/2020 16:00,77.1,4/17/2020 16:00,193.5,4/17/2020 16:00,317.92,4/17/2020 16:00,59.53,4/17/2020 16:00,476.87,4/17/2020 16:00,103.49,4/17/2020 16:00,152.02,4/17/2020 16:00,290.56,4/17/2020 16:00,146.46,4/17/2020 16:00,102.75
4/20/2020 16:00,58.13,9/17/2019 16:00,230.21,4/20/2020 16:00,75.32,4/20/2020 16:00,192.43,4/20/2020 16:00,312.08,4/20/2020 16:00,58.12,4/20/2020 16:00,470.8,4/20/2020 16:00,101.15,4/20/2020 16:00,151.67,4/20/2020 16:00,282.14,4/20/2020 16:00,143.67,4/20/2020 16:00,101.2
4/21/2020 16:00,56.82,9/18/2019 16:00,230.83,4/21/2020 16:00,72.72,4/21/2020 16:00,190.77,4/21/2020 16:00,301.33,4/21/2020 16:00,56.8,4/21/2020 16:00,474.37,4/21/2020 16:00,98.85,4/21/2020 16:00,149.68,4/21/2020 16:00,274.19,4/21/2020 16:00,141.63,4/21/2020 16:00,100.62
4/22/2020 16:00,57.99,9/19/2019 16:00,228.12,4/22/2020 16:00,77.45,4/22/2020 16:00,191.93,4/22/2020 16:00,309.42,4/22/2020 16:00,58.18,4/22/2020 16:00,481,4/22/2020 16:00,100.63,4/22/2020 16:00,152.99,4/22/2020 16:00,277.02,4/22/2020 16:00,143.61,4/22/2020 16:00,97.61
4/23/2020 16:00,57.59,9/20/2019 16:00,224.67,4/23/2020 16:00,75.15,4/23/2020 16:00,189.92,4/23/2020 16:00,305.4,4/23/2020 16:00,59.97,4/23/2020 16:00,471.2,4/23/2020 16:00,99.16,4/23/2020 16:00,155.51,4/23/2020 16:00,285.33,4/23/2020 16:00,144.33,4/23/2020 16:00,99.45
4/24/2020 16:00,57.93,9/23/2019 16:00,226.25,4/24/2020 16:00,75.58,4/24/2020 16:00,190.65,4/24/2020 16:00,310.55,4/24/2020 16:00,60.53,4/24/2020 16:00,475.14,4/24/2020 16:00,100.34,4/24/2020 16:00,154.86,4/24/2020 16:00,291.29,4/24/2020 16:00,147,4/24/2020 16:00,100.18
4/27/2020 16:00,57.81,9/24/2019 16:00,225.41,4/27/2020 16:00,77.74,4/27/2020 16:00,189.05,4/27/2020 16:00,308.78,4/27/2020 16:00,63.49,4/27/2020 16:00,496.65,4/27/2020 16:00,106.5,4/27/2020 16:00,154.29,4/27/2020 16:00,293.98,4/27/2020 16:00,153.65,4/27/2020 16:00,102.55
4/28/2020 16:00,57.83,9/25/2019 16:00,228.1,4/28/2020 16:00,78.69,4/28/2020 16:00,186.94,4/28/2020 16:00,304.95,4/28/2020 16:00,67.34,4/28/2020 16:00,497.77,4/28/2020 16:00,113.89,4/28/2020 16:00,151.39,4/28/2020 16:00,288.36,4/28/2020 16:00,157.61,4/28/2020 16:00,96.43
4/29/2020 16:00,58.12,9/26/2019 16:00,229.79,4/29/2020 16:00,76.86,4/29/2020 16:00,183.93,4/29/2020 16:00,307.09,4/29/2020 16:00,73.5,4/29/2020 16:00,511.39,4/29/2020 16:00,116.92,4/29/2020 16:00,150.24,4/29/2020 16:00,287.65,4/29/2020 16:00,156.26,4/29/2020 16:00,96.11
4/30/2020 16:00,57.45,9/27/2019 16:00,229.86,4/30/2020 16:00,76.73,4/30/2020 16:00,186.44,4/30/2020 16:00,303,4/30/2020 16:00,73.17,4/30/2020 16:00,502.04,4/30/2020 16:00,115.63,4/30/2020 16:00,150.04,4/30/2020 16:00,292.47,4/30/2020 16:00,151.92,4/30/2020 16:00,94.66
5/1/2020 16:00,56.83,9/30/2019 16:00,232.02,5/1/2020 16:00,73.79,5/1/2020 16:00,192.71,5/1/2020 16:00,301.92,5/1/2020 16:00,66.36,5/1/2020 16:00,484.16,5/1/2020 16:00,110.44,5/1/2020 16:00,148.29,5/1/2020 16:00,284.51,5/1/2020 16:00,148.6,5/1/2020 16:00,91.9
5/4/2020 16:00,56.24,10/1/2019 16:00,231.08,5/4/2020 16:00,71.89,5/4/2020 16:00,199.27,5/4/2020 16:00,304.49,5/4/2020 16:00,73.48,5/4/2020 16:00,481.51,5/4/2020 16:00,109.49,5/4/2020 16:00,148.27,5/4/2020 16:00,287.54,5/4/2020 16:00,148.4,5/4/2020 16:00,90.44
5/5/2020 16:00,56.51,10/2/2019 16:00,225.55,5/5/2020 16:00,72.9,5/5/2020 16:00,203.48,5/5/2020 16:00,307.92,5/5/2020 16:00,75.2,5/5/2020 16:00,485.49,5/5/2020 16:00,109.67,5/5/2020 16:00,149.5,5/5/2020 16:00,293.04,5/5/2020 16:00,147.43,5/5/2020 16:00,92.71
5/6/2020 16:00,55.64,10/3/2019 16:00,226.81,5/6/2020 16:00,72.96,5/6/2020 16:00,199.79,5/6/2020 16:00,308.89,5/6/2020 16:00,71.91,5/6/2020 16:00,483.4,5/6/2020 16:00,108.2,5/6/2020 16:00,148.08,5/6/2020 16:00,288.77,5/6/2020 16:00,146.2,5/6/2020 16:00,92.93
5/7/2020 16:00,55.58,10/4/2019 16:00,227.93,5/7/2020 16:00,76,5/7/2020 16:00,201.99,5/7/2020 16:00,305,5/7/2020 16:00,73.31,5/7/2020 16:00,497.39,5/7/2020 16:00,111.34,5/7/2020 16:00,147.59,5/7/2020 16:00,285,5/7/2020 16:00,145.74,5/7/2020 16:00,92.83
5/8/2020 16:00,57,10/7/2019 16:00,226.74,5/8/2020 16:00,77.87,5/8/2020 16:00,204.05,5/8/2020 16:00,305.94,5/8/2020 16:00,77.06,5/8/2020 16:00,498.78,5/8/2020 16:00,114.06,5/8/2020 16:00,148.7,5/8/2020 16:00,287,5/8/2020 16:00,148.51,5/8/2020 16:00,94.83
5/11/2020 16:00,56.4,10/8/2019 16:00,226.67,5/11/2020 16:00,75.87,5/11/2020 16:00,205.81,5/11/2020 16:00,310.33,5/11/2020 16:00,76.67,5/11/2020 16:00,493.11,5/11/2020 16:00,112.67,5/11/2020 16:00,149.11,5/11/2020 16:00,288.69,5/11/2020 16:00,145.73,5/11/2020 16:00,93.91
5/12/2020 16:00,55.46,10/9/2019 16:00,228.94,5/12/2020 16:00,74.35,5/12/2020 16:00,205.68,5/12/2020 16:00,304.84,5/12/2020 16:00,73.53,5/12/2020 16:00,454.44,5/12/2020 16:00,112.75,5/12/2020 16:00,147.14,5/12/2020 16:00,287.7,5/12/2020 16:00,141.52,5/12/2020 16:00,92.85
5/13/2020 16:00,54.85,10/10/2019 16:00,231.61,5/13/2020 16:00,73.62,5/13/2020 16:00,206.74,5/13/2020 16:00,302.14,5/13/2020 16:00,71.03,5/13/2020 16:00,485.8,5/13/2020 16:00,107.94,5/13/2020 16:00,147.13,5/13/2020 16:00,278,5/13/2020 16:00,136.12,5/13/2020 16:00,90.74
5/14/2020 16:00,54.91,10/11/2019 16:00,234.66,5/14/2020 16:00,74.19,5/14/2020 16:00,206.21,5/14/2020 16:00,299.74,5/14/2020 16:00,71.75,5/14/2020 16:00,498.2,5/14/2020 16:00,112.57,5/14/2020 16:00,147.64,5/14/2020 16:00,290.61,5/14/2020 16:00,135.99,5/14/2020 16:00,91.69
5/15/2020 16:00,54.71,10/14/2019 16:00,234.18,5/15/2020 16:00,74.16,5/15/2020 16:00,209.83,5/15/2020 16:00,299.21,5/15/2020 16:00,70.93,5/15/2020 16:00,513.73,5/15/2020 16:00,113.51,5/15/2020 16:00,150.44,5/15/2020 16:00,290.96,5/15/2020 16:00,138.69,5/15/2020 16:00,91.03
5/18/2020 16:00,55.72,10/15/2019 16:00,235.62,5/18/2020 16:00,76.23,5/18/2020 16:00,203.95,5/18/2020 16:00,302.76,5/18/2020 16:00,76.28,5/18/2020 16:00,516.43,5/18/2020 16:00,117.22,5/18/2020 16:00,150.52,5/18/2020 16:00,293.36,5/18/2020 16:00,149.27,5/18/2020 16:00,96.1
5/19/2020 16:00,54.38,10/16/2019 16:00,235.9,5/19/2020 16:00,75.86,5/19/2020 16:00,201.72,5/19/2020 16:00,304.63,5/19/2020 16:00,75.22,5/19/2020 16:00,501.2,5/19/2020 16:00,114.19,5/19/2020 16:00,149.02,5/19/2020 16:00,289.05,5/19/2020 16:00,148.38,5/19/2020 16:00,96.43
5/20/2020 16:00,54.26,10/17/2019 16:00,236.77,5/20/2020 16:00,77.76,5/20/2020 16:00,204.24,5/20/2020 16:00,304.91,5/20/2020 16:00,78.25,5/20/2020 16:00,508.74,5/20/2020 16:00,114.84,5/20/2020 16:00,147.68,5/20/2020 16:00,287.99,5/20/2020 16:00,149.68,5/20/2020 16:00,97.18
5/21/2020 16:00,53.97,10/18/2019 16:00,237.93,5/21/2020 16:00,78.05,5/21/2020 16:00,199.4,5/21/2020 16:00,301.97,5/21/2020 16:00,77.09,5/21/2020 16:00,508.51,5/21/2020 16:00,114.65,5/21/2020 16:00,146.71,5/21/2020 16:00,286.91,5/21/2020 16:00,145.81,5/21/2020 16:00,97.31
5/22/2020 16:00,54.1,10/21/2019 16:00,236.7,5/22/2020 16:00,77.62,5/22/2020 16:00,198.59,5/22/2020 16:00,302.43,5/22/2020 16:00,76.46,5/22/2020 16:00,513.3,5/22/2020 16:00,115.09,5/22/2020 16:00,144.37,5/22/2020 16:00,289.94,5/22/2020 16:00,146.44,5/22/2020 16:00,96.72
5/26/2020 16:00,54.3,10/22/2019 16:00,237.2,5/26/2020 16:00,77.76,5/26/2020 16:00,197.13,5/26/2020 16:00,304.8,5/26/2020 16:00,78.97,5/26/2020 16:00,523.63,5/26/2020 16:00,120.05,5/26/2020 16:00,144.56,5/26/2020 16:00,294.89,5/26/2020 16:00,152.08,5/26/2020 16:00,97.07
5/27/2020 16:00,55.14,10/23/2019 16:00,234.67,5/27/2020 16:00,78.6,5/27/2020 16:00,200,5/27/2020 16:00,306.01,5/27/2020 16:00,81.73,5/27/2020 16:00,536.4,5/27/2020 16:00,122.46,5/27/2020 16:00,144.89,5/27/2020 16:00,303.77,5/27/2020 16:00,158.15,5/27/2020 16:00,99.62
5/28/2020 16:00,55.72,10/24/2019 16:00,233.89,5/28/2020 16:00,78.54,5/28/2020 16:00,204.96,5/28/2020 16:00,309.56,5/28/2020 16:00,78.56,5/28/2020 16:00,536.84,5/28/2020 16:00,120.66,5/28/2020 16:00,146.97,5/28/2020 16:00,303.97,5/28/2020 16:00,156.82,5/28/2020 16:00,99.72
5/29/2020 16:00,57.38,10/25/2019 16:00,234.38,5/29/2020 16:00,77.99,5/29/2020 16:00,206.25,5/29/2020 16:00,308.47,5/29/2020 16:00,78.26,5/29/2020 16:00,528.64,5/29/2020 16:00,120.9,5/29/2020 16:00,148.75,5/29/2020 16:00,304.85,5/29/2020 16:00,156.44,5/29/2020 16:00,99.71
6/1/2020 16:00,55.78,10/28/2019 16:00,236.8,6/1/2020 16:00,78.32,6/1/2020 16:00,204.21,6/1/2020 16:00,308.29,6/1/2020 16:00,78.83,6/1/2020 16:00,538.23,6/1/2020 16:00,121.87,6/1/2020 16:00,147.19,6/1/2020 16:00,305.93,6/1/2020 16:00,155.58,6/1/2020 16:00,99.28
6/2/2020 16:00,56.4,10/29/2019 16:00,234.14,6/2/2020 16:00,77.78,6/2/2020 16:00,206.76,6/2/2020 16:00,307.09,6/2/2020 16:00,81.57,6/2/2020 16:00,541.34,6/2/2020 16:00,122.96,6/2/2020 16:00,148.25,6/2/2020 16:00,306.31,6/2/2020 16:00,157.64,6/2/2020 16:00,101.17
6/3/2020 16:00,56.83,10/30/2019 16:00,236.24,6/3/2020 16:00,79.58,6/3/2020 16:00,205.97,6/3/2020 16:00,306.64,6/3/2020 16:00,83.73,6/3/2020 16:00,547.71,6/3/2020 16:00,127.51,6/3/2020 16:00,148.65,6/3/2020 16:00,305.35,6/3/2020 16:00,161.21,6/3/2020 16:00,103.65
6/4/2020 16:00,57.22,10/31/2019 16:00,234.58,6/4/2020 16:00,78.74,6/4/2020 16:00,204.25,6/4/2020 16:00,310.75,6/4/2020 16:00,83.13,6/4/2020 16:00,546.19,6/4/2020 16:00,126.35,6/4/2020 16:00,146.73,6/4/2020 16:00,298.08,6/4/2020 16:00,162.55,6/4/2020 16:00,103.2
6/5/2020 16:00,57.74,11/1/2019 16:00,237.34,6/5/2020 16:00,82.14,6/5/2020 16:00,197.57,6/5/2020 16:00,312.04,6/5/2020 16:00,87.4,6/5/2020 16:00,556.53,6/5/2020 16:00,128.28,6/5/2020 16:00,147.3,6/5/2020 16:00,311.85,6/5/2020 16:00,167.41,6/5/2020 16:00,106.65
6/8/2020 16:00,58.09,11/4/2019 16:00,234.92,6/8/2020 16:00,83.56,6/8/2020 16:00,198.76,6/8/2020 16:00,307.19,6/8/2020 16:00,89.73,6/8/2020 16:00,557.33,6/8/2020 16:00,130.77,6/8/2020 16:00,146.77,6/8/2020 16:00,309.48,6/8/2020 16:00,166.87,6/8/2020 16:00,110.45
6/9/2020 16:00,57.86,11/5/2019 16:00,232.2,6/9/2020 16:00,82.37,6/9/2020 16:00,202.07,6/9/2020 16:00,305.55,6/9/2020 16:00,85.67,6/9/2020 16:00,558.06,6/9/2020 16:00,128.64,6/9/2020 16:00,145.96,6/9/2020 16:00,309.21,6/9/2020 16:00,166.7,6/9/2020 16:00,107.83
6/10/2020 16:00,58.05,11/6/2019 16:00,234.01,6/10/2020 16:00,79.01,6/10/2020 16:00,207.3,6/10/2020 16:00,307.33,6/10/2020 16:00,84.33,6/10/2020 16:00,558.06,6/10/2020 16:00,127.85,6/10/2020 16:00,147.8,6/10/2020 16:00,305.75,6/10/2020 16:00,163.9,6/10/2020 16:00,106.63
6/11/2020 16:00,56.45,11/7/2019 16:00,232.94,6/11/2020 16:00,72.57,6/11/2020 16:00,204.93,6/11/2020 16:00,300.83,6/11/2020 16:00,75,6/11/2020 16:00,525.21,6/11/2020 16:00,119.12,6/11/2020 16:00,140.87,6/11/2020 16:00,283.73,6/11/2020 16:00,152.38,6/11/2020 16:00,100.47
6/12/2020 16:00,56.53,11/8/2019 16:00,232.84,6/12/2020 16:00,76.38,6/12/2020 16:00,205.12,6/12/2020 16:00,298.7,6/12/2020 16:00,77.26,6/12/2020 16:00,527.04,6/12/2020 16:00,120.93,6/12/2020 16:00,142.15,6/12/2020 16:00,285.15,6/12/2020 16:00,154.87,6/12/2020 16:00,101.48
6/15/2020 16:00,56.15,11/11/2019 16:00,231.8,6/15/2020 16:00,76.96,6/15/2020 16:00,208.03,6/15/2020 16:00,297.18,6/15/2020 16:00,75.6,6/15/2020 16:00,543.03,6/15/2020 16:00,123.56,6/15/2020 16:00,141.25,6/15/2020 16:00,286.28,6/15/2020 16:00,157.73,6/15/2020 16:00,105.64
6/16/2020 16:00,56.92,11/12/2019 16:00,233.12,6/16/2020 16:00,77.84,6/16/2020 16:00,208.73,6/16/2020 16:00,301.36,6/16/2020 16:00,77.04,6/16/2020 16:00,550.4,6/16/2020 16:00,124.87,6/16/2020 16:00,144.46,6/16/2020 16:00,293,6/16/2020 16:00,159.67,6/16/2020 16:00,105.83
6/17/2020 16:00,56.65,11/13/2019 16:00,234.8,6/17/2020 16:00,77.1,6/17/2020 16:00,212,6/17/2020 16:00,299.61,6/17/2020 16:00,72.88,6/17/2020 16:00,555.23,6/17/2020 16:00,125.32,6/17/2020 16:00,144.02,6/17/2020 16:00,292.6,6/17/2020 16:00,159.22,6/17/2020 16:00,106.99
6/18/2020 16:00,56.89,11/14/2019 16:00,236.55,6/18/2020 16:00,76.31,6/18/2020 16:00,214.59,6/18/2020 16:00,299.57,6/18/2020 16:00,76.24,6/18/2020 16:00,556.77,6/18/2020 16:00,125.58,6/18/2020 16:00,143.41,6/18/2020 16:00,291.48,6/18/2020 16:00,159.21,6/18/2020 16:00,107.58
6/19/2020 16:00,56.16,11/15/2019 16:00,237.29,6/19/2020 16:00,75.4,6/19/2020 16:00,217.64,6/19/2020 16:00,299.9,6/19/2020 16:00,74.7,6/19/2020 16:00,555.37,6/19/2020 16:00,128.61,6/19/2020 16:00,143.83,6/19/2020 16:00,291.24,6/19/2020 16:00,158.15,6/19/2020 16:00,107.77
6/22/2020 16:00,55.66,11/18/2019 16:00,238.85,6/22/2020 16:00,75.4,6/22/2020 16:00,216.9,6/22/2020 16:00,300.45,6/22/2020 16:00,74.4,6/22/2020 16:00,553.21,6/22/2020 16:00,125.41,6/22/2020 16:00,143.39,6/22/2020 16:00,292.67,6/22/2020 16:00,156.69,6/22/2020 16:00,106.9
6/23/2020 16:00,54.94,11/19/2019 16:00,225.86,6/23/2020 16:00,75.49,6/23/2020 16:00,213.38,6/23/2020 16:00,301.29,6/23/2020 16:00,74.7,6/23/2020 16:00,554.65,6/23/2020 16:00,125.61,6/23/2020 16:00,142.86,6/23/2020 16:00,297.6,6/23/2020 16:00,157.84,6/23/2020 16:00,110.61
6/24/2020 16:00,53.93,11/20/2019 16:00,220.9,6/24/2020 16:00,73.64,6/24/2020 16:00,212.03,6/24/2020 16:00,298.02,6/24/2020 16:00,69.99,6/24/2020 16:00,538.57,6/24/2020 16:00,121.04,6/24/2020 16:00,139.82,6/24/2020 16:00,289.18,6/24/2020 16:00,152.22,6/24/2020 16:00,109.5
6/25/2020 16:00,54.28,11/21/2019 16:00,218.54,6/25/2020 16:00,73.85,6/25/2020 16:00,214.92,6/25/2020 16:00,300.53,6/25/2020 16:00,70.07,6/25/2020 16:00,546.97,6/25/2020 16:00,122.53,6/25/2020 16:00,139.67,6/25/2020 16:00,296.22,6/25/2020 16:00,154.67,6/25/2020 16:00,110.52
6/26/2020 16:00,53.16,11/22/2019 16:00,218.03,6/26/2020 16:00,71.57,6/26/2020 16:00,215.3,6/26/2020 16:00,296.56,6/26/2020 16:00,68.07,6/26/2020 16:00,534.85,6/26/2020 16:00,118.94,6/26/2020 16:00,137.81,6/26/2020 16:00,286.88,6/26/2020 16:00,152.52,6/26/2020 16:00,107.32
6/29/2020 16:00,54.69,11/25/2019 16:00,218.4,6/29/2020 16:00,73.48,6/29/2020 16:00,217.58,6/29/2020 16:00,301.59,6/29/2020 16:00,68.66,6/29/2020 16:00,532.87,6/29/2020 16:00,120.82,6/29/2020 16:00,139.04,6/29/2020 16:00,289.76,6/29/2020 16:00,155.57,6/29/2020 16:00,109.48
6/30/2020 16:00,55.13,11/26/2019 16:00,220.76,6/30/2020 16:00,73.59,6/30/2020 16:00,219.37,6/30/2020 16:00,303.21,6/30/2020 16:00,71.9,6/30/2020 16:00,544.09,6/30/2020 16:00,123.5,6/30/2020 16:00,140.63,6/30/2020 16:00,294.95,6/30/2020 16:00,155.99,6/30/2020 16:00,111.18
7/1/2020 16:00,54.67,11/27/2019 16:00,223,7/1/2020 16:00,74.03,7/1/2020 16:00,219.57,7/1/2020 16:00,304.75,7/1/2020 16:00,69.11,7/1/2020 16:00,544.32,7/1/2020 16:00,122.51,7/1/2020 16:00,140.38,7/1/2020 16:00,297.73,7/1/2020 16:00,155.43,7/1/2020 16:00,114.42
7/2/2020 16:00,54.79,11/29/2019 13:00,220.51,7/2/2020 16:00,73.78,7/2/2020 16:00,222.16,7/2/2020 16:00,305.74,7/2/2020 16:00,68.42,7/2/2020 16:00,551.77,7/2/2020 16:00,122.73,7/2/2020 16:00,140.97,7/2/2020 16:00,298.26,7/2/2020 16:00,157.04,7/2/2020 16:00,114.36
7/6/2020 16:00,55.24,12/2/2019 16:00,217.62,7/6/2020 16:00,75.44,7/6/2020 16:00,221.42,7/6/2020 16:00,311.49,7/6/2020 16:00,68.09,7/6/2020 16:00,557.55,7/6/2020 16:00,125.26,7/6/2020 16:00,142.98,7/6/2020 16:00,302.81,7/6/2020 16:00,158.1,7/6/2020 16:00,115.36
7/7/2020 16:00,55.04,12/3/2019 16:00,214,7/7/2020 16:00,74.25,7/7/2020 16:00,223.81,7/7/2020 16:00,316.23,7/7/2020 16:00,64.61,7/7/2020 16:00,549.23,7/7/2020 16:00,122.96,7/7/2020 16:00,142.85,7/7/2020 16:00,296.65,7/7/2020 16:00,154.82,7/7/2020 16:00,114.45
7/8/2020 16:00,55.38,12/4/2019 16:00,214.1,7/8/2020 16:00,74.14,7/8/2020 16:00,225.57,7/8/2020 16:00,316.32,7/8/2020 16:00,63.98,7/8/2020 16:00,557.61,7/8/2020 16:00,124.22,7/8/2020 16:00,143.27,7/8/2020 16:00,298.36,7/8/2020 16:00,154.58,7/8/2020 16:00,114.47
7/9/2020 16:00,53.94,12/5/2019 16:00,213,7/9/2020 16:00,73.57,7/9/2020 16:00,229.5,7/9/2020 16:00,325.54,7/9/2020 16:00,58.98,7/9/2020 16:00,549.44,7/9/2020 16:00,122.83,7/9/2020 16:00,142.49,7/9/2020 16:00,291.16,7/9/2020 16:00,151.45,7/9/2020 16:00,114.45
7/10/2020 16:00,54.49,12/6/2019 16:00,214.28,7/10/2020 16:00,74.29,7/10/2020 16:00,229.76,7/10/2020 16:00,326.23,7/10/2020 16:00,61.06,7/10/2020 16:00,554.08,7/10/2020 16:00,127.27,7/10/2020 16:00,142.37,7/10/2020 16:00,291.23,7/10/2020 16:00,152.85,7/10/2020 16:00,115.07
7/13/2020 16:00,54.45,12/9/2019 16:00,216.53,7/13/2020 16:00,72.65,7/13/2020 16:00,225.74,7/13/2020 16:00,322.92,7/13/2020 16:00,60.27,7/13/2020 16:00,552.56,7/13/2020 16:00,128.13,7/13/2020 16:00,145.21,7/13/2020 16:00,299.71,7/13/2020 16:00,154.8,7/13/2020 16:00,113.76
7/14/2020 16:00,55.44,12/10/2019 16:00,215.9,7/14/2020 16:00,72.73,7/14/2020 16:00,230.52,7/14/2020 16:00,328,7/14/2020 16:00,61.96,7/14/2020 16:00,561.33,7/14/2020 16:00,130.64,7/14/2020 16:00,147.92,7/14/2020 16:00,308.52,7/14/2020 16:00,158.54,7/14/2020 16:00,115.33
7/15/2020 16:00,55.06,12/11/2019 16:00,212,7/15/2020 16:00,75.61,7/15/2020 16:00,225.5,7/15/2020 16:00,326.7,7/15/2020 16:00,65.46,7/15/2020 16:00,568.59,7/15/2020 16:00,132.06,7/15/2020 16:00,148.26,7/15/2020 16:00,304.07,7/15/2020 16:00,159.33,7/15/2020 16:00,119.21
7/16/2020 16:00,55.78,12/12/2019 16:00,212.04,7/16/2020 16:00,74.39,7/16/2020 16:00,227.91,7/16/2020 16:00,326.27,7/16/2020 16:00,64.87,7/16/2020 16:00,566.96,7/16/2020 16:00,132.07,7/16/2020 16:00,149.25,7/16/2020 16:00,307.15,7/16/2020 16:00,160.5,7/16/2020 16:00,119.74
7/17/2020 16:00,56.3,12/13/2019 16:00,214.08,7/17/2020 16:00,74.16,7/17/2020 16:00,228.38,7/17/2020 16:00,324.79,7/17/2020 16:00,63.84,7/17/2020 16:00,587.72,7/17/2020 16:00,133.77,7/17/2020 16:00,149.35,7/17/2020 16:00,306.53,7/17/2020 16:00,159.83,7/17/2020 16:00,118.55
7/20/2020 16:00,55.87,12/16/2019 16:00,215.53,7/20/2020 16:00,74.96,7/20/2020 16:00,227.74,7/20/2020 16:00,326.51,7/20/2020 16:00,62.33,7/20/2020 16:00,579.6,7/20/2020 16:00,134.22,7/20/2020 16:00,149.6,7/20/2020 16:00,303.46,7/20/2020 16:00,156.37,7/20/2020 16:00,118.35
7/21/2020 16:00,55.84,12/17/2019 16:00,217.72,7/21/2020 16:00,75.44,7/21/2020 16:00,226.73,7/21/2020 16:00,327.74,7/21/2020 16:00,66.42,7/21/2020 16:00,580,7/21/2020 16:00,134.95,7/21/2020 16:00,149.74,7/21/2020 16:00,305.11,7/21/2020 16:00,157.8,7/21/2020 16:00,119.04
7/22/2020 16:00,55.75,12/18/2019 16:00,218,7/22/2020 16:00,77.24,7/22/2020 16:00,227.55,7/22/2020 16:00,328.3,7/22/2020 16:00,65.25,7/22/2020 16:00,582.54,7/22/2020 16:00,136.2,7/22/2020 16:00,150.01,7/22/2020 16:00,306.71,7/22/2020 16:00,158.71,7/22/2020 16:00,118.72
