,VZ,,MCD,,SBUX,,CLX,,COST,,PSX,,BLK,,TROW,,JNJ,,UNH,,MMM,,UPS
Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close
1/17/2017 16:00,52.74,6/15/2016 16:00,126.53,1/17/2017 16:00,58,1/17/2017 16:00,121.32,1/17/2017 16:00,163.81,1/17/2017 16:00,83.56,1/17/2017 16:00,374.8,1/17/2017 16:00,73.05,1/17/2017 16:00,114.87,1/17/2017 16:00,160.66,1/17/2017 16:00,177.26,1/17/2017 16:00,114.07
1/18/2017 16:00,52.25,6/16/2016 16:00,127.36,1/18/2017 16:00,58.45,1/18/2017 16:00,120.91,1/18/2017 16:00,164.27,1/18/2017 16:00,84.13,1/18/2017 16:00,378,1/18/2017 16:00,73.29,1/18/2017 16:00,114.7,1/18/2017 16:00,157.74,1/18/2017 16:00,178.49,1/18/2017 16:00,114.96
1/19/2017 16:00,52.36,6/17/2016 16:00,127.14,1/19/2017 16:00,57.89,1/19/2017 16:00,120.25,1/19/2017 16:00,163.7,1/19/2017 16:00,82.99,1/19/2017 16:00,377.35,1/19/2017 16:00,72.75,1/19/2017 16:00,114.2,1/19/2017 16:00,158.7,1/19/2017 16:00,178.68,1/19/2017 16:00,114.27
1/20/2017 16:00,52.72,6/20/2016 16:00,127.62,1/20/2017 16:00,57.66,1/20/2017 16:00,121.42,1/20/2017 16:00,164.24,1/20/2017 16:00,83.04,1/20/2017 16:00,381.4,1/20/2017 16:00,73.7,1/20/2017 16:00,114.15,1/20/2017 16:00,158.66,1/20/2017 16:00,178.49,1/20/2017 16:00,114.96
1/23/2017 16:00,52.41,6/21/2016 16:00,127.74,1/23/2017 16:00,57.76,1/23/2017 16:00,121,1/23/2017 16:00,163.01,1/23/2017 16:00,82.2,1/23/2017 16:00,378.06,1/23/2017 16:00,73.45,1/23/2017 16:00,113.91,1/23/2017 16:00,159.07,1/23/2017 16:00,178.51,1/23/2017 16:00,114.46
1/24/2017 16:00,50.12,6/22/2016 16:00,127.6,1/24/2017 16:00,58.44,1/24/2017 16:00,121.62,1/24/2017 16:00,163.67,1/24/2017 16:00,84.19,1/24/2017 16:00,381.38,1/24/2017 16:00,73.84,1/24/2017 16:00,111.76,1/24/2017 16:00,160.43,1/24/2017 16:00,175.97,1/24/2017 16:00,116.05
1/25/2017 16:00,49.77,6/23/2016 16:00,128.29,1/25/2017 16:00,58.7,1/25/2017 16:00,121.47,1/25/2017 16:00,164.14,1/25/2017 16:00,85,1/25/2017 16:00,388.33,1/25/2017 16:00,74.18,1/25/2017 16:00,112.8,1/25/2017 16:00,161.24,1/25/2017 16:00,176.73,1/25/2017 16:00,116.99
1/26/2017 16:00,49.12,6/24/2016 16:00,126.4,1/26/2017 16:00,58.46,1/26/2017 16:00,121.65,1/26/2017 16:00,164.07,1/26/2017 16:00,84.24,1/26/2017 16:00,379.42,1/26/2017 16:00,70.26,1/26/2017 16:00,111.84,1/26/2017 16:00,162.75,1/26/2017 16:00,176.82,1/26/2017 16:00,116.93
1/27/2017 16:00,49.6,6/27/2016 16:00,124.67,1/27/2017 16:00,56.12,1/27/2017 16:00,120.49,1/27/2017 16:00,162.06,1/27/2017 16:00,82.77,1/27/2017 16:00,375.06,1/27/2017 16:00,69.39,1/27/2017 16:00,113.38,1/27/2017 16:00,162.99,1/27/2017 16:00,177.48,1/27/2017 16:00,118.09
1/30/2017 16:00,49.37,6/28/2016 16:00,127.53,1/30/2017 16:00,55.9,1/30/2017 16:00,120.31,1/30/2017 16:00,163.25,1/30/2017 16:00,82.33,1/30/2017 16:00,375.18,1/30/2017 16:00,67.96,1/30/2017 16:00,113.13,1/30/2017 16:00,162.09,1/30/2017 16:00,175.42,1/30/2017 16:00,117.03
1/31/2017 16:00,49.01,6/29/2016 16:00,127.37,1/31/2017 16:00,55.22,1/31/2017 16:00,120,1/31/2017 16:00,163.95,1/31/2017 16:00,81.62,1/31/2017 16:00,373.98,1/31/2017 16:00,67.44,1/31/2017 16:00,113.25,1/31/2017 16:00,162.1,1/31/2017 16:00,174.82,1/31/2017 16:00,109.13
2/1/2017 16:00,48.39,6/30/2016 16:00,127.69,2/1/2017 16:00,53.9,2/1/2017 16:00,120.73,2/1/2017 16:00,161.86,2/1/2017 16:00,80.75,2/1/2017 16:00,373,2/1/2017 16:00,66.77,2/1/2017 16:00,113.23,2/1/2017 16:00,162.71,2/1/2017 16:00,175.17,2/1/2017 16:00,105.35
2/2/2017 16:00,48.28,7/1/2016 16:00,129.62,2/2/2017 16:00,53.87,2/2/2017 16:00,120.24,2/2/2017 16:00,168.15,2/2/2017 16:00,81.05,2/2/2017 16:00,371.64,2/2/2017 16:00,66.45,2/2/2017 16:00,113.57,2/2/2017 16:00,160.76,2/2/2017 16:00,174.18,2/2/2017 16:00,105.1
2/3/2017 16:00,48.58,7/5/2016 16:00,129.35,2/3/2017 16:00,55.06,2/3/2017 16:00,125.14,2/3/2017 16:00,168.32,2/3/2017 16:00,79.95,2/3/2017 16:00,378,2/3/2017 16:00,67.71,2/3/2017 16:00,113.64,2/3/2017 16:00,161.87,2/3/2017 16:00,175.04,2/3/2017 16:00,106.95
2/6/2017 16:00,48.03,7/6/2016 16:00,131.57,2/6/2017 16:00,55.73,2/6/2017 16:00,123.78,2/6/2017 16:00,167.03,2/6/2017 16:00,79.14,2/6/2017 16:00,377.42,2/6/2017 16:00,67.33,2/6/2017 16:00,113.4,2/6/2017 16:00,160.51,2/6/2017 16:00,175.1,2/6/2017 16:00,106.06
2/7/2017 16:00,48.04,7/7/2016 16:00,131.16,2/7/2017 16:00,55.24,2/7/2017 16:00,125.32,2/7/2017 16:00,167.52,2/7/2017 16:00,78.55,2/7/2017 16:00,376.89,2/7/2017 16:00,67.55,2/7/2017 16:00,113.48,2/7/2017 16:00,160.53,2/7/2017 16:00,175.76,2/7/2017 16:00,105.69
2/8/2017 16:00,48.37,7/8/2016 16:00,134.34,2/8/2017 16:00,55.22,2/8/2017 16:00,127.06,2/8/2017 16:00,168.42,2/8/2017 16:00,78.86,2/8/2017 16:00,374.56,2/8/2017 16:00,67.57,2/8/2017 16:00,113.4,2/8/2017 16:00,160.31,2/8/2017 16:00,177.07,2/8/2017 16:00,106.16
2/9/2017 16:00,48.81,7/11/2016 16:00,135.15,2/9/2017 16:00,55.81,2/9/2017 16:00,127.4,2/9/2017 16:00,170.96,2/9/2017 16:00,79.25,2/9/2017 16:00,378.57,2/9/2017 16:00,68.45,2/9/2017 16:00,114.08,2/9/2017 16:00,160.44,2/9/2017 16:00,178.18,2/9/2017 16:00,106.46
2/10/2017 16:00,48.98,7/12/2016 16:00,134.84,2/10/2017 16:00,56.22,2/10/2017 16:00,127.03,2/10/2017 16:00,172,2/10/2017 16:00,79.86,2/10/2017 16:00,382.89,2/10/2017 16:00,69.4,2/10/2017 16:00,115.24,2/10/2017 16:00,160.75,2/10/2017 16:00,179,2/10/2017 16:00,107.34
2/13/2017 16:00,48.55,7/13/2016 16:00,133.56,2/13/2017 16:00,56.11,2/13/2017 16:00,127.13,2/13/2017 16:00,171.96,2/13/2017 16:00,79.9,2/13/2017 16:00,385.83,2/13/2017 16:00,69.82,2/13/2017 16:00,115.88,2/13/2017 16:00,161.99,2/13/2017 16:00,181.02,2/13/2017 16:00,108.5
2/14/2017 16:00,48.27,7/14/2016 16:00,134.54,2/14/2017 16:00,56.58,2/14/2017 16:00,127.4,2/14/2017 16:00,173.63,2/14/2017 16:00,79.98,2/14/2017 16:00,384.98,2/14/2017 16:00,69.86,2/14/2017 16:00,116.36,2/14/2017 16:00,163.13,2/14/2017 16:00,181.6,2/14/2017 16:00,108.99
2/15/2017 16:00,48.08,7/15/2016 16:00,134.78,2/15/2017 16:00,56.86,2/15/2017 16:00,128.42,2/15/2017 16:00,175,2/15/2017 16:00,80.08,2/15/2017 16:00,393.04,2/15/2017 16:00,71.55,2/15/2017 16:00,117.2,2/15/2017 16:00,164.29,2/15/2017 16:00,181.7,2/15/2017 16:00,109.02
2/16/2017 16:00,48.46,7/18/2016 16:00,136.34,2/16/2017 16:00,56.73,2/16/2017 16:00,130.1,2/16/2017 16:00,175.75,2/16/2017 16:00,78.5,2/16/2017 16:00,391.97,2/16/2017 16:00,71.32,2/16/2017 16:00,118.08,2/16/2017 16:00,163.65,2/16/2017 16:00,183.41,2/16/2017 16:00,107.22
2/17/2017 16:00,49.19,7/19/2016 16:00,136.98,2/17/2017 16:00,57.35,2/17/2017 16:00,133.71,2/17/2017 16:00,175.86,2/17/2017 16:00,78.66,2/17/2017 16:00,388.76,2/17/2017 16:00,71.1,2/17/2017 16:00,118.86,2/17/2017 16:00,157.62,2/17/2017 16:00,182.95,2/17/2017 16:00,106.9
2/21/2017 16:00,49.43,7/20/2016 16:00,137.41,2/21/2017 16:00,57.54,2/21/2017 16:00,135.44,2/21/2017 16:00,176.94,2/21/2017 16:00,79.03,2/21/2017 16:00,390.1,2/21/2017 16:00,71.2,2/21/2017 16:00,119.66,2/21/2017 16:00,160.57,2/21/2017 16:00,183.37,2/21/2017 16:00,107.72
2/22/2017 16:00,49.67,7/21/2016 16:00,136.07,2/22/2017 16:00,57.57,2/22/2017 16:00,135.92,2/22/2017 16:00,176.51,2/22/2017 16:00,78.38,2/22/2017 16:00,390.71,2/22/2017 16:00,71.46,2/22/2017 16:00,119.52,2/22/2017 16:00,160.57,2/22/2017 16:00,186.04,2/22/2017 16:00,105.62
2/23/2017 16:00,50.31,7/22/2016 16:00,136.52,2/23/2017 16:00,57.64,2/23/2017 16:00,135.83,2/23/2017 16:00,175.85,2/23/2017 16:00,78.61,2/23/2017 16:00,390.61,2/23/2017 16:00,71.96,2/23/2017 16:00,121.7,2/23/2017 16:00,162.6,2/23/2017 16:00,187.19,2/23/2017 16:00,105.09
2/24/2017 16:00,50.6,7/25/2016 16:00,136.5,2/24/2017 16:00,57.48,2/24/2017 16:00,136.37,2/24/2017 16:00,177.56,2/24/2017 16:00,78.03,2/24/2017 16:00,389.16,2/24/2017 16:00,71.95,2/24/2017 16:00,122.73,2/24/2017 16:00,163.06,2/24/2017 16:00,187.41,2/24/2017 16:00,106.18
2/27/2017 16:00,49.94,7/26/2016 16:00,136.75,2/27/2017 16:00,56.78,2/27/2017 16:00,136.44,2/27/2017 16:00,177.62,2/27/2017 16:00,78.86,2/27/2017 16:00,391,2/27/2017 16:00,72.08,2/27/2017 16:00,122.4,2/27/2017 16:00,165.38,2/27/2017 16:00,186.91,2/27/2017 16:00,106.73
2/28/2017 16:00,49.63,7/27/2016 16:00,136.31,2/28/2017 16:00,56.87,2/28/2017 16:00,136.81,2/28/2017 16:00,177.18,2/28/2017 16:00,78.19,2/28/2017 16:00,387.46,2/28/2017 16:00,71.21,2/28/2017 16:00,122.21,2/28/2017 16:00,165.38,2/28/2017 16:00,186.35,2/28/2017 16:00,105.76
3/1/2017 16:00,49.81,7/28/2016 16:00,137.96,3/1/2017 16:00,57.14,3/1/2017 16:00,137.16,3/1/2017 16:00,177.86,3/1/2017 16:00,79.37,3/1/2017 16:00,397.81,3/1/2017 16:00,72.53,3/1/2017 16:00,123.86,3/1/2017 16:00,167.94,3/1/2017 16:00,189.86,3/1/2017 16:00,106.87
3/2/2017 16:00,49.98,7/29/2016 16:00,138.24,3/2/2017 16:00,57.12,3/2/2017 16:00,137.4,3/2/2017 16:00,177.98,3/2/2017 16:00,78.33,3/2/2017 16:00,391.65,3/2/2017 16:00,71.71,3/2/2017 16:00,123.63,3/2/2017 16:00,167.31,3/2/2017 16:00,189.89,3/2/2017 16:00,105.95
3/3/2017 16:00,50.09,8/1/2016 16:00,138.77,3/3/2017 16:00,57.1,3/3/2017 16:00,136.92,3/3/2017 16:00,170.26,3/3/2017 16:00,78.34,3/3/2017 16:00,390.17,3/3/2017 16:00,71.31,3/3/2017 16:00,123.79,3/3/2017 16:00,168.2,3/3/2017 16:00,189.31,3/3/2017 16:00,105.93
3/6/2017 16:00,50.03,8/2/2016 16:00,137.22,3/6/2017 16:00,56.68,3/6/2017 16:00,136.8,3/6/2017 16:00,166.73,3/6/2017 16:00,78.72,3/6/2017 16:00,387.66,3/6/2017 16:00,71.07,3/6/2017 16:00,123.71,3/6/2017 16:00,168.7,3/6/2017 16:00,188.9,3/6/2017 16:00,106.1
3/7/2017 16:00,49.44,8/3/2016 16:00,137.06,3/7/2017 16:00,56.2,3/7/2017 16:00,136.91,3/7/2017 16:00,167,3/7/2017 16:00,77.48,3/7/2017 16:00,385.35,3/7/2017 16:00,70.9,3/7/2017 16:00,123.83,3/7/2017 16:00,168.3,3/7/2017 16:00,189.09,3/7/2017 16:00,105.64
3/8/2017 16:00,49.16,8/4/2016 16:00,136.05,3/8/2017 16:00,55.74,3/8/2017 16:00,136.41,3/8/2017 16:00,166.24,3/8/2017 16:00,77.25,3/8/2017 16:00,384.55,3/8/2017 16:00,71.3,3/8/2017 16:00,124.1,3/8/2017 16:00,167.91,3/8/2017 16:00,189.51,3/8/2017 16:00,105.73
3/9/2017 16:00,49.28,8/5/2016 16:00,136.91,3/9/2017 16:00,55.19,3/9/2017 16:00,137.06,3/9/2017 16:00,165.77,3/9/2017 16:00,76.84,3/9/2017 16:00,384.27,3/9/2017 16:00,70.72,3/9/2017 16:00,125.95,3/9/2017 16:00,168.01,3/9/2017 16:00,189.9,3/9/2017 16:00,105.9
3/10/2017 16:00,49.35,8/8/2016 16:00,136.21,3/10/2017 16:00,54.53,3/10/2017 16:00,138.07,3/10/2017 16:00,165.37,3/10/2017 16:00,78.86,3/10/2017 16:00,384.58,3/10/2017 16:00,71.35,3/10/2017 16:00,126.21,3/10/2017 16:00,169.98,3/10/2017 16:00,191.21,3/10/2017 16:00,106.73
3/13/2017 16:00,49.47,8/9/2016 16:00,136.11,3/13/2017 16:00,54.63,3/13/2017 16:00,138.24,3/13/2017 16:00,164.55,3/13/2017 16:00,79.01,3/13/2017 16:00,384.89,3/13/2017 16:00,71.9,3/13/2017 16:00,126.68,3/13/2017 16:00,170.21,3/13/2017 16:00,191.52,3/13/2017 16:00,107.49
3/14/2017 16:00,49.36,8/10/2016 16:00,135.6,3/14/2017 16:00,54.27,3/14/2017 16:00,137.64,3/14/2017 16:00,165.24,3/14/2017 16:00,78.51,3/14/2017 16:00,383.29,3/14/2017 16:00,71.18,3/14/2017 16:00,127.05,3/14/2017 16:00,169.06,3/14/2017 16:00,190.33,3/14/2017 16:00,106.83
3/15/2017 16:00,50.14,8/11/2016 16:00,137.04,3/15/2017 16:00,54.54,3/15/2017 16:00,138.66,3/15/2017 16:00,166.54,3/15/2017 16:00,80.15,3/15/2017 16:00,388.22,3/15/2017 16:00,71.75,3/15/2017 16:00,128.96,3/15/2017 16:00,171.78,3/15/2017 16:00,191.2,3/15/2017 16:00,107.74
3/16/2017 16:00,50.04,8/12/2016 16:00,136.57,3/16/2017 16:00,54.8,3/16/2017 16:00,138.01,3/16/2017 16:00,167.06,3/16/2017 16:00,79.69,3/16/2017 16:00,390,3/16/2017 16:00,71.94,3/16/2017 16:00,128.46,3/16/2017 16:00,171.3,3/16/2017 16:00,190.31,3/16/2017 16:00,107.8
3/17/2017 16:00,50.39,8/15/2016 16:00,137.06,3/17/2017 16:00,55.78,3/17/2017 16:00,137.54,3/17/2017 16:00,167.81,3/17/2017 16:00,79.94,3/17/2017 16:00,382.85,3/17/2017 16:00,69.36,3/17/2017 16:00,128.06,3/17/2017 16:00,169.7,3/17/2017 16:00,192.36,3/17/2017 16:00,108.15
3/20/2017 16:00,50.24,8/16/2016 16:00,136.23,3/20/2017 16:00,55.81,3/20/2017 16:00,137.46,3/20/2017 16:00,167.44,3/20/2017 16:00,79.41,3/20/2017 16:00,380.45,3/20/2017 16:00,69.26,3/20/2017 16:00,128.07,3/20/2017 16:00,168,3/20/2017 16:00,193.01,3/20/2017 16:00,107.12
3/21/2017 16:00,50.16,8/17/2016 16:00,136.15,3/21/2017 16:00,55.54,3/21/2017 16:00,137.51,3/21/2017 16:00,166.78,3/21/2017 16:00,78.6,3/21/2017 16:00,375.16,3/21/2017 16:00,68.6,3/21/2017 16:00,127.25,3/21/2017 16:00,167.7,3/21/2017 16:00,192.13,3/21/2017 16:00,106.51
3/22/2017 16:00,49.71,8/18/2016 16:00,134.8,3/22/2017 16:00,55.89,3/22/2017 16:00,137.17,3/22/2017 16:00,167.68,3/22/2017 16:00,78.83,3/22/2017 16:00,375.47,3/22/2017 16:00,68.79,3/22/2017 16:00,126.26,3/22/2017 16:00,167.03,3/22/2017 16:00,192.22,3/22/2017 16:00,106.52
3/23/2017 16:00,49.64,8/19/2016 16:00,135.46,3/23/2017 16:00,55.85,3/23/2017 16:00,137.55,3/23/2017 16:00,166.9,3/23/2017 16:00,78.48,3/23/2017 16:00,375.4,3/23/2017 16:00,68.2,3/23/2017 16:00,125.9,3/23/2017 16:00,165.29,3/23/2017 16:00,192.14,3/23/2017 16:00,105.65
3/24/2017 16:00,49.68,8/22/2016 16:00,135.34,3/24/2017 16:00,56.81,3/24/2017 16:00,137.81,3/24/2017 16:00,166.02,3/24/2017 16:00,77.27,3/24/2017 16:00,374.41,3/24/2017 16:00,67.83,3/24/2017 16:00,125.48,3/24/2017 16:00,165,3/24/2017 16:00,191.51,3/24/2017 16:00,105.05
3/27/2017 16:00,49.14,8/23/2016 16:00,136.22,3/27/2017 16:00,57.23,3/27/2017 16:00,136.93,3/27/2017 16:00,166.15,3/27/2017 16:00,77.25,3/27/2017 16:00,375,3/27/2017 16:00,67.63,3/27/2017 16:00,125.8,3/27/2017 16:00,164.6,3/27/2017 16:00,190.43,3/27/2017 16:00,104.78
3/28/2017 16:00,49.3,8/24/2016 16:00,135.06,3/28/2017 16:00,57.35,3/28/2017 16:00,136.96,3/28/2017 16:00,166.77,3/28/2017 16:00,77.92,3/28/2017 16:00,380.63,3/28/2017 16:00,68.39,3/28/2017 16:00,125.66,3/28/2017 16:00,165.35,3/28/2017 16:00,190.99,3/28/2017 16:00,106.19
3/29/2017 16:00,49.13,8/25/2016 16:00,135.43,3/29/2017 16:00,57.54,3/29/2017 16:00,135.96,3/29/2017 16:00,167.43,3/29/2017 16:00,78.32,3/29/2017 16:00,379.41,3/29/2017 16:00,67.92,3/29/2017 16:00,124.92,3/29/2017 16:00,163.44,3/29/2017 16:00,190.68,3/29/2017 16:00,106.03
3/30/2017 16:00,49.06,8/26/2016 16:00,134.36,3/30/2017 16:00,58.16,3/30/2017 16:00,135.29,3/30/2017 16:00,167.89,3/30/2017 16:00,78.59,3/30/2017 16:00,383.04,3/30/2017 16:00,68.21,3/30/2017 16:00,124.66,3/30/2017 16:00,164.99,3/30/2017 16:00,191.28,3/30/2017 16:00,106.66
3/31/2017 16:00,48.75,8/29/2016 16:00,135.24,3/31/2017 16:00,58.39,3/31/2017 16:00,134.83,3/31/2017 16:00,167.69,3/31/2017 16:00,79.22,3/31/2017 16:00,383.51,3/31/2017 16:00,68.15,3/31/2017 16:00,124.55,3/31/2017 16:00,164.01,3/31/2017 16:00,191.33,3/31/2017 16:00,107.3
4/3/2017 16:00,49.18,8/30/2016 16:00,134.1,4/3/2017 16:00,58.44,4/3/2017 16:00,134.54,4/3/2017 16:00,166.7,4/3/2017 16:00,78.29,4/3/2017 16:00,382.09,4/3/2017 16:00,68.2,4/3/2017 16:00,124.69,4/3/2017 16:00,165.59,4/3/2017 16:00,190.72,4/3/2017 16:00,106.4
4/4/2017 16:00,49.31,8/31/2016 16:00,134.12,4/4/2017 16:00,58.32,4/4/2017 16:00,134.73,4/4/2017 16:00,167.25,4/4/2017 16:00,78.43,4/4/2017 16:00,380.8,4/4/2017 16:00,68.26,4/4/2017 16:00,124.68,4/4/2017 16:00,164.97,4/4/2017 16:00,190.19,4/4/2017 16:00,106.63
4/5/2017 16:00,49.02,9/1/2016 16:00,134.23,4/5/2017 16:00,58.22,4/5/2017 16:00,134.27,4/5/2017 16:00,167,4/5/2017 16:00,77.57,4/5/2017 16:00,380.91,4/5/2017 16:00,68.85,4/5/2017 16:00,124.8,4/5/2017 16:00,165.37,4/5/2017 16:00,190.24,4/5/2017 16:00,106.74
4/6/2017 16:00,48.43,9/2/2016 16:00,135.15,4/6/2017 16:00,57.92,4/6/2017 16:00,132.95,4/6/2017 16:00,170.02,4/6/2017 16:00,76.88,4/6/2017 16:00,384.1,4/6/2017 16:00,69.33,4/6/2017 16:00,125.05,4/6/2017 16:00,165.34,4/6/2017 16:00,189.89,4/6/2017 16:00,106.67
4/7/2017 16:00,48.66,9/6/2016 16:00,134.1,4/7/2017 16:00,58.02,4/7/2017 16:00,133.22,4/7/2017 16:00,170.62,4/7/2017 16:00,77.15,4/7/2017 16:00,386.02,4/7/2017 16:00,69.7,4/7/2017 16:00,124.92,4/7/2017 16:00,166.02,4/7/2017 16:00,189.99,4/7/2017 16:00,104.99
4/10/2017 16:00,48.54,9/7/2016 16:00,132.79,4/10/2017 16:00,57.95,4/10/2017 16:00,133.71,4/10/2017 16:00,171.22,4/10/2017 16:00,78.05,4/10/2017 16:00,385.89,4/10/2017 16:00,70.26,4/10/2017 16:00,124.34,4/10/2017 16:00,165.48,4/10/2017 16:00,189.71,4/10/2017 16:00,106.42
4/11/2017 16:00,48.7,9/8/2016 16:00,131.26,4/11/2017 16:00,57.88,4/11/2017 16:00,134.53,4/11/2017 16:00,170.63,4/11/2017 16:00,77.88,4/11/2017 16:00,384.05,4/11/2017 16:00,69.99,4/11/2017 16:00,124.22,4/11/2017 16:00,165.83,4/11/2017 16:00,190.07,4/11/2017 16:00,105.75
4/12/2017 16:00,48.92,9/9/2016 16:00,127.74,4/12/2017 16:00,57.58,4/12/2017 16:00,134.64,4/12/2017 16:00,170.17,4/12/2017 16:00,77.38,4/12/2017 16:00,381.44,4/12/2017 16:00,70.45,4/12/2017 16:00,125.4,4/12/2017 16:00,165.56,4/12/2017 16:00,189.7,4/12/2017 16:00,104.23
4/13/2017 16:00,48.62,9/12/2016 16:00,128.59,4/13/2017 16:00,57.51,4/13/2017 16:00,133.86,4/13/2017 16:00,168.84,4/13/2017 16:00,76.67,4/13/2017 16:00,379,4/13/2017 16:00,70.26,4/13/2017 16:00,124.99,4/13/2017 16:00,164.96,4/13/2017 16:00,188.65,4/13/2017 16:00,103.74
4/17/2017 16:00,48.81,9/13/2016 16:00,125.72,4/17/2017 16:00,58.08,4/17/2017 16:00,135.06,4/17/2017 16:00,169.7,4/17/2017 16:00,77.01,4/17/2017 16:00,383.8,4/17/2017 16:00,71.47,4/17/2017 16:00,125.72,4/17/2017 16:00,167.18,4/17/2017 16:00,190.36,4/17/2017 16:00,104.87
4/18/2017 16:00,49.22,9/14/2016 16:00,126.26,4/18/2017 16:00,58.35,4/18/2017 16:00,135.59,4/18/2017 16:00,170.13,4/18/2017 16:00,75.93,4/18/2017 16:00,383.61,4/18/2017 16:00,71.26,4/18/2017 16:00,121.82,4/18/2017 16:00,168.59,4/18/2017 16:00,190.22,4/18/2017 16:00,104.1
4/19/2017 16:00,48.94,9/15/2016 16:00,126.96,4/19/2017 16:00,59.04,4/19/2017 16:00,135.51,4/19/2017 16:00,170.06,4/19/2017 16:00,75.33,4/19/2017 16:00,377.1,4/19/2017 16:00,71.8,4/19/2017 16:00,121.37,4/19/2017 16:00,169.25,4/19/2017 16:00,189.83,4/19/2017 16:00,104.46
4/20/2017 16:00,48.41,9/16/2016 16:00,126.11,4/20/2017 16:00,60.08,4/20/2017 16:00,135.65,4/20/2017 16:00,170.15,4/20/2017 16:00,75.75,4/20/2017 16:00,381.59,4/20/2017 16:00,72.3,4/20/2017 16:00,121.87,4/20/2017 16:00,171.54,4/20/2017 16:00,191.16,4/20/2017 16:00,105.53
4/21/2017 16:00,47.25,9/19/2016 16:00,126.29,4/21/2017 16:00,60.61,4/21/2017 16:00,134.29,4/21/2017 16:00,170.77,4/21/2017 16:00,76.35,4/21/2017 16:00,378.06,4/21/2017 16:00,71.79,4/21/2017 16:00,121.76,4/21/2017 16:00,171.16,4/21/2017 16:00,191.5,4/21/2017 16:00,105.77
4/24/2017 16:00,47.05,9/20/2016 16:00,126.83,4/24/2017 16:00,61.11,4/24/2017 16:00,134.93,4/24/2017 16:00,172.33,4/24/2017 16:00,77.51,4/24/2017 16:00,386.65,4/24/2017 16:00,72.63,4/24/2017 16:00,122.89,4/24/2017 16:00,172.33,4/24/2017 16:00,194.23,4/24/2017 16:00,106.97
4/25/2017 16:00,46.7,9/21/2016 16:00,128.11,4/25/2017 16:00,60.96,4/25/2017 16:00,136.15,4/25/2017 16:00,172.68,4/25/2017 16:00,78.08,4/25/2017 16:00,388.19,4/25/2017 16:00,69.59,4/25/2017 16:00,123.43,4/25/2017 16:00,174.04,4/25/2017 16:00,195.13,4/25/2017 16:00,107.36
4/26/2017 16:00,47.36,9/22/2016 16:00,128.75,4/26/2017 16:00,61.56,4/26/2017 16:00,133.57,4/26/2017 16:00,176.8,4/26/2017 16:00,78.11,4/26/2017 16:00,388.87,4/26/2017 16:00,70.16,4/26/2017 16:00,123.51,4/26/2017 16:00,174.38,4/26/2017 16:00,195,4/26/2017 16:00,107.62
4/27/2017 16:00,46.67,9/23/2016 16:00,127.79,4/27/2017 16:00,61.3,4/27/2017 16:00,134,4/27/2017 16:00,177.45,4/27/2017 16:00,78.05,4/27/2017 16:00,390.71,4/27/2017 16:00,70.52,4/27/2017 16:00,123.74,4/27/2017 16:00,174.63,4/27/2017 16:00,196.11,4/27/2017 16:00,108.83
4/28/2017 16:00,45.91,9/26/2016 16:00,125.45,4/28/2017 16:00,60.06,4/28/2017 16:00,133.69,4/28/2017 16:00,177.52,4/28/2017 16:00,79.56,4/28/2017 16:00,384.57,4/28/2017 16:00,70.89,4/28/2017 16:00,123.47,4/28/2017 16:00,174.88,4/28/2017 16:00,195.83,4/28/2017 16:00,107.46
5/1/2017 16:00,45.88,9/27/2016 16:00,126.82,5/1/2017 16:00,60.18,5/1/2017 16:00,133.49,5/1/2017 16:00,177.86,5/1/2017 16:00,79.56,5/1/2017 16:00,383,5/1/2017 16:00,70.62,5/1/2017 16:00,123.34,5/1/2017 16:00,174.59,5/1/2017 16:00,194.81,5/1/2017 16:00,106.54
5/2/2017 16:00,45.91,9/28/2016 16:00,128.27,5/2/2017 16:00,60.5,5/2/2017 16:00,130.09,5/2/2017 16:00,178.59,5/2/2017 16:00,79.26,5/2/2017 16:00,384.5,5/2/2017 16:00,71.38,5/2/2017 16:00,123.7,5/2/2017 16:00,174.14,5/2/2017 16:00,196.53,5/2/2017 16:00,106.92
5/3/2017 16:00,46.15,9/29/2016 16:00,127.93,5/3/2017 16:00,60.59,5/3/2017 16:00,131.2,5/3/2017 16:00,179.82,5/3/2017 16:00,79.59,5/3/2017 16:00,384.29,5/3/2017 16:00,71.86,5/3/2017 16:00,123.33,5/3/2017 16:00,172.54,5/3/2017 16:00,197.63,5/3/2017 16:00,107.35
5/4/2017 16:00,45.88,9/30/2016 16:00,128.68,5/4/2017 16:00,60.83,5/4/2017 16:00,132.36,5/4/2017 16:00,182.45,5/4/2017 16:00,78.24,5/4/2017 16:00,383.31,5/4/2017 16:00,71.78,5/4/2017 16:00,123.95,5/4/2017 16:00,174.02,5/4/2017 16:00,199.51,5/4/2017 16:00,107.05
5/5/2017 16:00,46.69,10/3/2016 16:00,128.5,5/5/2017 16:00,60.95,5/5/2017 16:00,132.89,5/5/2017 16:00,180.2,5/5/2017 16:00,79.35,5/5/2017 16:00,383.76,5/5/2017 16:00,71.9,5/5/2017 16:00,123.51,5/5/2017 16:00,174.12,5/5/2017 16:00,199.4,5/5/2017 16:00,107.43
