Date,BABA,PFE,NFLX,CRM,GD
2017-02-21,102.120003,29.527077000000002,142.600006,82.18,175.925461
2017-02-22,104.199997,29.500732,143.860001,82.08000200000001,176.20384199999998
2017-02-23,102.459999,29.913509,142.779999,82.07,174.72847
2017-02-24,102.949997,30.089159000000002,143.25,81.779999,175.962601
2017-02-27,103.599998,30.106721999999998,143.41000400000001,81.540001,176.677109
2017-02-28,102.900002,29.966202000000003,142.130005,81.349998,176.129623
2017-03-01,104.040001,30.229681,142.649994,83.809998,178.542252
2017-03-02,103.190002,30.308722999999997,139.529999,82.66999799999999,177.280228
2017-03-03,103.309998,30.317511,139.139999,82.220001,175.981171
2017-03-06,102.309998,30.168209,141.940002,82.5,177.178146
2017-03-07,102.629997,29.852037,141.429993,82.970001,177.669952
2017-03-08,103.220001,29.781776,140.320007,83.480003,176.658539
2017-03-09,103.239998,29.904728000000002,140.529999,83.279999,176.621384
2017-03-10,103.389999,29.957428000000004,140.889999,83.510002,177.085358
2017-03-13,105.18,29.957428000000004,143.520004,83.610001,177.75351
2017-03-14,104.25,30.054035,143.190002,83.510002,176.07394399999998
2017-03-15,103.690002,30.414118,145.25,83.480003,177.846298
2017-03-16,105.629997,30.238464,144.389999,83.519997,176.909042
2017-03-17,105.610001,30.141863,145.110001,83.029999,179.340225
2017-03-20,107.25,30.194553000000003,145.830002,82.900002,178.143204
2017-03-21,105.089996,30.080378000000003,142.419998,81.550003,175.090347
2017-03-22,106.089996,30.2736,142.649994,81.879997,175.934753
2017-03-23,108.25,30.115507,141.83999599999999,81.519997,175.897629
2017-03-24,108.040001,29.860810999999998,142.020004,81.610001,174.004669
2017-03-27,108.08000200000001,30.018904,144.059998,81.610001,172.120987
2017-03-28,107.800003,30.001337,145.169998,82.139999,174.858353
2017-03-29,109.510002,30.150646000000002,146.470001,82.379997,174.719162
2017-03-30,108.849998,30.168209,148.059998,82.559998,175.173813
2017-03-31,107.83000200000001,30.045256,147.809998,82.489998,173.70773300000002
2017-04-03,108.089996,30.071603999999997,146.919998,82.309998,174.20881699999998
2017-04-04,107.519997,30.159423999999998,145.5,82.970001,174.19026200000002
2017-04-05,107.440002,30.027687,143.619995,85.339996,173.230179
2017-04-06,108.040001,29.957428000000004,143.740005,85.0,173.64965800000002
2017-04-07,108.989998,29.948645000000003,143.110001,84.379997,175.271454
2017-04-10,111.699997,29.895946999999996,143.850006,84.239998,174.91726699999998
2017-04-11,110.440002,29.799337,144.350006,83.860001,175.588394
2017-04-12,110.629997,29.790552,143.830002,83.370003,173.686905
2017-04-13,110.209999,29.755422999999997,142.919998,83.129997,174.050415
2017-04-17,111.760002,29.860810999999998,147.25,84.199997,176.063782
2017-04-18,111.230003,29.720297,143.360001,83.709999,174.656326
2017-04-19,110.760002,29.518290999999998,139.759995,83.5,175.001175
2017-04-20,112.959999,29.632465000000003,141.179993,84.050003,175.355377
2017-04-21,113.110001,29.544643,142.869995,83.790001,176.110397
2017-04-24,114.860001,29.632465000000003,143.830002,84.16999799999999,178.87870800000002
2017-04-25,115.480003,29.650026,152.16000400000001,84.75,180.11840800000002
2017-04-26,114.970001,29.729073,150.169998,84.949997,181.61906399999998
2017-04-27,115.43,29.737862,153.080002,85.849998,181.78685
2017-04-28,115.5,29.790552,152.199997,86.120003,180.63104199999998
2017-05-01,116.68,29.667596999999997,155.350006,86.660004,180.03447
2017-05-02,118.089996,29.518290999999998,156.449997,87.089996,180.892044
2017-05-03,116.57,29.39534,155.58999599999999,86.550003,180.994553
2017-05-04,115.860001,29.377772999999998,157.25,86.519997,181.339462
2017-05-05,116.040001,29.404123,156.600006,86.970001,182.663025
2017-05-08,116.860001,29.377772999999998,156.380005,86.860001,182.99856599999998
2017-05-09,120.0,29.316291999999997,157.46000700000002,87.129997,183.240936
2017-05-10,119.980003,29.289690000000004,160.279999,87.309998,181.190292
2017-05-11,120.160004,29.298559,158.53999299999998,87.709999,181.740189
2017-05-12,120.339996,29.271957,160.809998,89.040001,182.30883799999998
