Date,VZ,MCD,Close,CLX,COST,PSX,BLK,TROW,JNJ,UNH,MMM,UPS,ACN,PPG,AMT,NEE
8/4/2016 16:00:00,53.93,131.07,55.42,133.91,166.55,77.54,366.25,69.05,123.86,142.71,177.81,107.84,113.71,104.1,116.42,127.45
8/5/2016 16:00:00,53.64,130.43,55.9,132.22,167.7,78.28,374.75,69.84,124.24,142.99,178.57,108.79,114.6,104.43,116.58,125.99
8/8/2016 16:00:00,53.59,129.08,55.36,132.16,167.4,78.58,371.69,69.68,123.65,142.13,178.58,108.96,113.68,104.48,115.73,125.99
8/9/2016 16:00:00,53.66,125.4,55.2,132.59,167.86,76.72,368.65,68.79,123.43,141.82,178.39,109.65,112.88,104.37,115.92,126.07
8/10/2016 16:00:00,53.81,123.9,55.62,133.85,168.29,76.95,366.44,68.78,123.36,142.19,178.82,109.88,113.22,104.69,116.24,126.37
8/11/2016 16:00:00,53.86,125.78,55.47,133.2,167.88,78.16,367.39,69.01,123.77,142.63,181,110.9,113.39,104.74,115.89,127.02
8/12/2016 16:00:00,53.65,127.49,55.47,133.42,169.04,78.81,366.6,68.73,123.22,142.88,180.27,109.91,113.03,103.99,116.5,126.79
8/15/2016 16:00:00,53.61,121.4,55.25,132.24,168.73,78.59,370.74,68.64,122.31,141.62,180.56,109.85,113.6,104.46,115.79,125.32
8/16/2016 16:00:00,52.76,119.62,55.37,131.08,168.41,77.98,367.07,68.64,120.33,141.08,179.25,109.81,112.98,103.65,114.12,123.99
8/17/2016 16:00:00,53.17,119.23,55.8,131.5,167.96,77.71,370.1,69.01,121.31,141.71,179.87,110.24,112.93,103.59,114.56,125.8
8/18/2016 16:00:00,52.87,119.76,55.53,131.22,167.75,77.95,370.79,69.12,120.72,142.17,179.18,110.49,112.35,103.77,114.35,126.96
8/19/2016 16:00:00,52.45,116.46,54.94,130.8,168.02,78.05,372.05,68.98,119.92,142.04,179.61,110.57,113.05,104.73,113.61,125.08
8/22/2016 16:00:00,52.55,120.22,55.85,130.93,167.94,76.97,371.55,69.05,119.13,142.09,179.07,109.83,113.76,105.21,114.62,125.04
8/23/2016 16:00:00,52.63,122.76,56.4,130.45,167.36,77.82,372.28,69.54,119.44,142.01,179.77,109.44,115.48,106.44,115.22,124.27
8/24/2016 16:00:00,52.53,121.71,57.09,130.77,167.57,77.68,369.12,68.97,118.71,139.87,179.41,109.64,114.57,106.39,114.57,124.15
8/25/2016 16:00:00,52.75,122.2,57.29,131.05,164.86,79.07,368.5,68.71,118.57,137.3,179.58,109.33,115.04,106.75,114.25,124.51
8/26/2016 16:00:00,52.07,121.57,57.29,130.63,163.93,78.62,371.09,68.88,119.04,136.62,179.41,108.95,115.2,105.75,113.23,121.62
8/29/2016 16:00:00,52.5,122.28,56.8,131.46,163.98,78.88,373.8,68.95,119.92,137.27,180.5,109.12,114.85,107.6,113.84,122.34
8/30/2016 16:00:00,52.27,125.76,56.4,130.66,161.96,79.33,376,69.9,119.47,136.87,180.15,109.38,115.35,107.28,113.22,121.22
8/31/2016 16:00:00,52.33,126.51,56.23,131.04,162.09,78.45,372.81,69.54,119.34,136.05,179.24,109.22,115,105.88,113.38,120.94
9/1/2016 16:00:00,52.56,125.27,56.31,131.04,156.21,78.29,372.17,68.75,119.08,135.74,179.98,109.5,115.06,105.98,113.82,121
9/2/2016 16:00:00,52.88,123.79,56.18,131.97,157.98,78.87,373.85,69.27,119.32,136.61,180.81,109.59,115.66,107.04,115.09,123.13
9/6/2016 16:00:00,53.51,121.11,56.02,132,158.06,79.11,371.59,69.08,119.75,135.97,180.46,109.5,115.36,107.62,117.15,125.29
9/7/2016 16:00:00,53.71,116.43,56.32,129.49,155.64,79.59,373.54,69.34,119.61,134.99,179.75,109.48,115.12,106.73,116.83,125.06
9/8/2016 16:00:00,53.6,111.85,55.3,126.99,153.47,80.08,372.38,68.84,119.47,135.44,180.1,108.94,112.3,105.3,116.25,125.38
9/9/2016 16:00:00,51.82,113.86,54.35,122.89,150.7,77.86,362.18,67.48,118.23,133.62,175.64,107.63,110.39,100.86,110.19,120.86
9/12/2016 16:00:00,52.57,114.33,54.71,124.04,151.69,78.84,368.1,68.6,119.16,135.53,178.1,108.55,112.76,102.76,111.27,123.29
9/13/2016 16:00:00,51.45,113.27,53.98,123.09,150.74,77.25,360.91,67.34,117.61,133.95,176.07,106.86,110.53,101.16,108.11,121.54
9/14/2016 16:00:00,51.49,116.32,53.9,122.52,150.69,76.97,360.7,66.99,117.86,133.69,175.62,106.86,109.8,100.68,108.37,122.1
9/15/2016 16:00:00,51.98,119.43,54.11,122.54,152.67,79.1,365.5,67.8,118.63,135.61,176.59,107.08,110.72,101.24,109.08,122.73
9/16/2016 16:00:00,51.88,121.21,53.74,122.73,152.35,79.09,365.97,67.02,118.25,138.47,175.06,106.86,109.88,100.21,108,123.32
9/19/2016 16:00:00,51.2,119.97,53.01,122.67,151.79,80.35,367.96,66.64,117.66,137.68,176.72,107.12,110.5,101.08,109.2,124.74
9/20/2016 16:00:00,51.27,121.69,53.3,123.44,152.17,79.58,365.71,66.63,117.95,137.47,177.6,108.35,110.7,101.26,108.65,125.07
9/21/2016 16:00:00,51.87,122.85,53.98,124.41,152.7,80.07,370.37,66.83,118.91,139.91,179.59,109.66,111.7,102.46,110.1,127.84
9/22/2016 16:00:00,52.35,124.53,54.39,126.57,153.15,80.03,373.87,66.82,119.46,141.04,179.85,109.67,113.66,103.14,112.28,128.03
9/23/2016 16:00:00,52.56,125.61,54.43,126.53,152.53,79.58,365.65,65.92,118.81,140.51,177.39,109.21,113.09,103.27,112.99,126.75
9/26/2016 16:00:00,52.15,126.86,54.04,125.69,151.19,79.47,360.7,65.2,117.78,139.72,175.95,108.84,113.73,102.14,112.69,126.23
9/27/2016 16:00:00,52.49,126.26,54.19,125.84,150.45,79.41,361.79,65.56,119.22,140.79,176.3,110.01,116.13,102.45,112.58,126.79
9/28/2016 16:00:00,52.06,124.12,53.98,126.02,149.41,81.19,361.68,66.35,119.39,140.41,177.59,109.25,116.65,103.57,112.63,126.48
9/29/2016 16:00:00,52.12,125.7,53.45,124.66,147.49,79.28,357.23,65.54,117.27,138.32,175.37,108.21,121.64,102.06,113.48,123.7
9/30/2016 16:00:00,51.98,125.59,54.14,125.18,152.51,80.55,362.46,66.5,118.13,140,176.23,109.36,122.17,103.36,113.33,122.32
10/3/2016 16:00:00,51.88,126.8,53.84,124.32,151.01,80.41,360.07,66.45,118.81,138.49,175.04,109.18,120.86,103.44,112.25,121.13
10/4/2016 16:00:00,51.26,125.56,53.53,122.06,150.48,79.82,356.03,66.55,118.82,138.16,171.68,108.52,118.24,102.05,110.61,118.9
10/5/2016 16:00:00,50.27,126.17,53.35,121.56,149.98,81.09,358.24,67.58,119.18,137.6,172.39,109.16,118.21,101.58,107.44,118.54
10/6/2016 16:00:00,50.26,126.72,53.14,122.73,149.47,80.77,356.8,67.34,118.75,136.47,171.64,109.12,118.52,102.19,108.51,118.03
10/7/2016 16:00:00,49.92,126.03,53.46,122.65,149.99,80.39,357.21,66.58,119.24,136.66,171.33,108.8,116,93.73,108.51,121.74
10/10/2016 16:00:00,50.19,125.89,53.3,121.94,150.28,81.3,358.8,66.79,119.8,138.08,171.14,109.05,117.46,93.85,109.43,122.78
10/11/2016 16:00:00,49.9,128.46,52.92,120.89,151.01,80.56,351.87,65.95,117.64,134.75,169.68,108.7,116.97,92.3,108.94,121.15
10/12/2016 16:00:00,50.3,128.84,53.16,121.93,150.46,79.81,351.1,66.16,117.97,135.1,169.72,108.74,117.62,91.94,111.54,122.98
10/13/2016 16:00:00,50.29,129.71,52.95,122.52,150.22,79.15,349.34,65.67,118.26,134.19,170.02,108.3,118.11,92.12,112.7,124.63
10/14/2016 16:00:00,50.28,130.45,53.08,121.77,150.15,79.31,354.91,65.9,117.56,133.92,170.33,108.42,118.25,92.6,113.35,124.03
10/17/2016 16:00:00,50.43,130.88,52.76,122.13,148.7,79.14,354.6,65.05,118.49,134.13,170.21,108.03,116.85,92.66,113.34,124.06
10/18/2016 16:00:00,50.27,131.35,52.61,121.8,149.11,79.59,356.59,65.21,115.41,143.39,169.95,108.13,117.53,92.81,114.15,125.11
10/19/2016 16:00:00,50.38,131.01,53.15,120.81,149.45,79.67,352.72,65.88,114.59,144.37,169.91,108.05,116.82,92.56,115.32,124.58
10/20/2016 16:00:00,49.14,130.59,53.59,119.71,150.04,79.74,349.17,65.88,114.87,145.07,169.86,107.4,116.05,92.66,114.83,124.13
10/21/2016 16:00:00,48.2,130.22,53.63,120.05,148.97,80.35,345.55,65.96,113.44,145.37,169.5,107.16,115.59,92.38,115.71,123.71
10/24/2016 16:00:00,48.21,130.46,54.18,118.66,152.12,80.59,343.14,66.79,113.61,144.69,171.27,108.45,115.8,93.24,116.75,124.38
10/25/2016 16:00:00,47.84,131.08,53.67,119.58,150.99,80.76,341.54,66.04,113.96,143.78,166.23,107.84,115.27,91.22,116.75,125.52
10/26/2016 16:00:00,47.63,132.47,53.63,119.15,150.98,81.06,340.15,66.35,114.56,142.23,166.51,108.61,115.45,92.52,115.67,126.2
10/27/2016 16:00:00,48.54,133.42,53.59,117.97,150.86,79.99,340.28,63.83,115.7,141.94,165.76,108.08,115.46,93.35,115.4,125.12
10/28/2016 16:00:00,48.21,133.43,53.53,119.03,149.76,80.13,339.69,64,115.33,140.35,165.77,107.7,115.67,92.87,116.13,125.73
10/31/2016 16:00:00,48.1,134.85,53.07,120.02,147.87,81.15,341.24,64.01,115.99,141.33,165.3,107.76,116.24,93.13,117.19,128
11/1/2016 16:00:00,47.66,134.85,52.5,119.49,146.66,80.25,340.96,63.82,115.34,139.43,164.25,106.84,116.14,92.74,115.15,125.89
11/2/2016 16:00:00,46.94,134.58,52.98,115.67,146.27,78.34,338.61,63.21,114.86,138.98,165.73,106.9,118.61,92.38,112.91,123.68
11/3/2016 16:00:00,46.87,135.44,51.77,114.72,144.45,79.08,341.14,63.69,115.03,137.83,166.83,107.48,116.95,91.75,113.27,123.84
11/4/2016 16:00:00,47.08,133.87,52.75,113.26,142.24,78.6,345.8,63.7,115.11,137.71,166.48,106.94,117.23,92.81,112.98,123.18
11/7/2016 16:00:00,47.46,133.62,54.49,114.27,143.54,79.93,357.64,64.33,116.66,141.93,169.74,109.8,119.97,94.35,115.19,124.66
11/8/2016 16:00:00,47.65,133.01,54.62,115.26,146.09,79.89,353.49,63.77,117.05,142.9,171.03,112.03,119.81,94.74,115.93,125.17
11/9/2016 16:00:00,47.86,134.38,54.58,115.11,146.79,82.45,364.42,68.35,120.31,141.9,170.39,112.7,117.21,95.29,109.22,117.49
11/10/2016 16:00:00,46.69,133.84,53.57,112.25,146.7,83.09,375.01,70.29,119.54,146.13,174.28,113.31,120.33,96.87,105.71,115.06
11/11/2016 16:00:00,46.69,134.37,53.93,113.05,149.36,82.22,371.19,70.5,118.47,146.42,175.08,114.23,119.18,95.77,105.71,113.54
11/14/2016 16:00:00,46.18,135.01,54.22,113.14,152,83.36,373.81,73.23,116.6,152.28,172.91,112.91,117.25,96.05,102.57,114.44
11/15/2016 16:00:00,47.37,136.8,54.59,114.18,151.15,83.7,372.15,73.62,116.32,152.23,174.24,113.18,115.99,96.23,103.49,115.03
11/16/2016 16:00:00,47.93,135.44,55.44,113.98,152.14,83,367.45,72.5,116.36,151.5,172.01,112.81,117.32,96.36,105.43,114.29
11/17/2016 16:00:00,47.84,135.19,55.85,113.52,151.2,83.83,371.37,73.18,116.57,150.77,172.77,113.49,118.37,96.61,105.54,114.78
11/18/2016 16:00:00,48.07,134.6,55.77,114.8,150.36,83.64,372.78,73.47,115.36,149.45,172.96,114.09,118.43,95.19,105.09,114.09
11/21/2016 16:00:00,48.31,135.66,56.1,114.85,151.17,84.86,374.57,73.73,115,150.41,171.52,114.7,119.68,96.19,105.91,114.35
11/22/2016 16:00:00,49.49,135.65,57.12,116.26,152.67,84.88,373.06,74.05,112.74,152.26,171.91,114.63,119.48,96.62,107.98,113.83
11/23/2016 16:00:00,50.23,135.34,57.59,115.48,151.6,85.06,372.99,74.28,113.07,153.54,172.25,115.68,119.82,97.59,106.78,113.42
11/25/2016 16:00:00,50.67,135.75,57.43,117.22,151.88,84.89,373.67,74.43,114.13,152.81,173.49,116.26,120.74,98.13,107.3,114.76
11/28/2016 16:00:00,51.12,132.73,57.59,117.41,151.25,84.09,368.65,73.15,113.13,152.11,172.5,115.69,120.76,97.35,106.11,116.3
11/29/2016 16:00:00,50.96,133.89,58.17,117.69,151.48,82.39,368.55,73.38,112.48,157.59,172.77,116.28,120.94,98,106.05,117.27
11/30/2016 16:00:00,49.9,136.05,57.97,115.56,150.11,83.08,370.79,74.06,111.3,158.32,171.74,115.92,119.43,95.93,102.27,114.23
12/1/2016 16:00:00,49.87,134.54,58.51,113.58,151.74,84.98,377.2,75.57,111.38,160.94,172.63,116.43,117.66,95.24,100.98,112.95
12/2/2016 16:00:00,49.81,135.16,57.21,114.02,152.09,84.88,371.36,75.48,111.96,160.73,172.43,116.35,117.29,94.58,102.57,114.41
12/5/2016 16:00:00,49.75,134.67,57.5,113.8,151.77,85.44,374.35,75.58,111.94,157.63,171.62,116.56,117.72,95.99,102.04,115
12/6/2016 16:00:00,50.36,135.7,57.44,114.27,151.01,84.91,373.97,76.09,112.06,157.32,171.8,116.54,118.41,96.22,100.85,114.75
12/7/2016 16:00:00,51.38,136.24,58.76,115.73,153.85,87.01,379.81,77.35,111.1,159.4,176.05,118.62,121.57,98.18,102.2,117.68
12/8/2016 16:00:00,51.13,137.51,58.65,114.69,157.59,87.63,390.33,78.61,110.99,159.32,175.88,118.98,121.74,99.41,102.39,116.87
12/9/2016 16:00:00,51.49,134.3,58.75,115.29,159.7,87.16,388.54,76.6,112.26,160.12,178.49,119.6,123.31,99.3,102.91,116.49
12/12/2016 16:00:00,51.76,134.19,58.77,116.03,160.33,87.3,390.28,76.03,115.36,159.49,179.64,120.13,123.61,98.65,103.89,117.45
12/13/2016 16:00:00,52.36,133.13,59.31,117.13,159.77,88.17,392.64,76.44,115.89,160.54,178.83,120.16,125.4,97.05,106.13,119.02
12/14/2016 16:00:00,51.63,135.34,58.75,116.02,158.99,86.42,390,75.71,114.99,159.86,176.6,117.26,123.65,96.17,106.5,116.03
12/15/2016 16:00:00,51.81,132,57.71,118.34,160.11,86.57,393.75,76,115.89,160.62,176.02,117.28,124.55,96.1,106.06,117.03
12/16/2016 16:00:00,52.27,131.77,57.66,119.04,160.41,87.46,392.62,76.76,115.88,163.94,177.45,115.81,123,95.92,105.8,118.9
12/19/2016 16:00:00,52.91,131.73,57.65,118.96,163.46,87.17,389.77,76.63,116.02,161.54,178.16,116.98,123.65,96.22,106.95,119.22
12/20/2016 16:00:00,53.12,131.85,57.7,119.79,163.86,86.94,398.45,77.67,115.66,161.59,178.65,117.52,124.1,95.64,106.98,119.3
12/21/2016 16:00:00,52.97,131.42,57.44,119.56,163.04,86.78,393.53,77.42,115.31,161.33,178.43,116.1,117.9,95.87,106.6,118.6
12/22/2016 16:00:00,53.65,133.36,57.11,120.51,162.07,87.56,387.12,76.57,115.44,161.58,179.2,116.3,117.79,95,106.6,118.9
12/23/2016 16:00:00,53.68,133.2,57.01,120.9,162.08,87.72,385.74,76.59,115.96,163.03,178.75,115.97,117.48,94.69,106.03,119.23
12/27/2016 16:00:00,53.64,134.05,56.86,121.93,162.05,87.74,387.49,76.9,115.91,162.64,178.92,116.13,117.55,95.85,106.29,119.25
12/28/2016 16:00:00,53.44,133.94,56.35,120.32,161.01,87.12,381.03,76.07,115.1,161.44,178.08,115.2,116.61,94.67,105.84,118.65
12/29/2016 16:00:00,53.74,132.12,56.32,121.36,161.13,86.65,379,75.54,115.49,161.04,178.41,114.98,117.01,95.31,106.39,120.18
12/30/2016 16:00:00,53.38,131.83,55.52,120.02,160.11,86.41,380.54,75.26,115.21,160.04,178.57,114.64,117.13,94.76,105.68,119.46
1/3/2017 16:00:00,54.58,132.41,55.35,121.02,159.73,86.79,386.43,75.84,115.84,161.45,178.05,115.08,116.46,95.25,106.15,118.72
1/4/2017 16:00:00,54.52,131.74,55.99,121.93,159.76,87.26,386.66,76.97,115.65,161.91,178.32,115.11,116.74,97.27,106.34,119.07
1/5/2017 16:00:00,54.64,129.19,56.46,122.7,162.91,86.74,382.54,76.37,116.86,162.18,177.71,115.17,114.99,95.62,105.97,119
1/6/2017 16:00:00,53.26,129.92,57.13,122.52,162.83,85.4,384.3,75.62,116.3,162.41,178.23,115.4,116.3,95.59,105.27,118.65
1/9/2017 16:00:00,52.68,129.59,58.2,121.3,160.97,84.02,380.42,72.83,116.28,161.95,177.27,114.77,115,96.35,105.02,118.35
1/10/2017 16:00:00,52.76,129.3,57.88,119.38,161.66,83.76,380.31,73.48,116.16,161.58,176.58,113.92,115.06,96.39,103.5,118.58
1/11/2017 16:00:00,52.46,128.83,58.1,118.72,161.54,84.89,380.95,74.02,114.73,161.89,177.89,114.18,116.12,96.63,103.83,119.41
1/12/2017 16:00:00,52.68,127.83,58.03,119.09,161.87,84.34,378.29,73.53,114.62,162.36,177.44,113.91,115.78,96.87,104.2,119.5
1/13/2017 16:00:00,52.55,125.24,57.85,119.53,161.86,83.29,379.35,73.68,114.6,161.8,177.39,114.24,116.95,96.32,103.45,119.05
1/17/2017 16:00:00,52.74,126.53,58,121.32,163.81,83.56,374.8,73.05,114.87,160.66,177.26,114.07,116.03,95.97,105.17,120.22
1/18/2017 16:00:00,52.25,127.36,58.45,120.91,164.27,84.13,378,73.29,114.7,157.74,178.49,114.96,115.95,96.69,105.67,120.03
1/19/2017 16:00:00,52.36,127.14,57.89,120.25,163.7,82.99,377.35,72.75,114.2,158.7,178.68,114.27,115.5,97.5,104.44,119.28
1/20/2017 16:00:00,52.72,127.62,57.66,121.42,164.24,83.04,381.4,73.7,114.15,158.66,178.49,114.96,115.07,99,104.2,119.26
1/23/2017 16:00:00,52.41,127.74,57.76,121,163.01,82.2,378.06,73.45,113.91,159.07,178.51,114.46,114.82,100.24,104.78,118.78
1/24/2017 16:00:00,50.12,127.6,58.44,121.62,163.67,84.19,381.38,73.84,111.76,160.43,175.97,116.05,116.48,101.8,104.57,118.81
1/25/2017 16:00:00,49.77,128.29,58.7,121.47,164.14,85,388.33,74.18,112.8,161.24,176.73,116.99,117.57,101.08,103.92,119.02
1/26/2017 16:00:00,49.12,126.4,58.46,121.65,164.07,84.24,379.42,70.26,111.84,162.75,176.82,116.93,115.93,101.85,104.3,118.75
1/27/2017 16:00:00,49.6,124.67,56.12,120.49,162.06,82.77,375.06,69.39,113.38,162.99,177.48,118.09,115.35,102.02,103.82,121.37
1/30/2017 16:00:00,49.37,127.53,55.9,120.31,163.25,82.33,375.18,67.96,113.13,162.09,175.42,117.03,114.63,102.03,103.01,122.45
1/31/2017 16:00:00,49.01,127.37,55.22,120,163.95,81.62,373.98,67.44,113.25,162.1,174.82,109.13,113.87,100.01,103.5,123.72
2/1/2017 16:00:00,48.39,127.69,53.9,120.73,161.86,80.75,373,66.77,113.23,162.71,175.17,105.35,113.21,100.56,103.28,122.62
2/2/2017 16:00:00,48.28,129.62,53.87,120.24,168.15,81.05,371.64,66.45,113.57,160.76,174.18,105.1,113.64,100.58,104.11,123.46
2/3/2017 16:00:00,48.58,129.35,55.06,125.14,168.32,79.95,378,67.71,113.64,161.87,175.04,106.95,114.49,100.94,105.25,124.21
2/6/2017 16:00:00,48.03,131.57,55.73,123.78,167.03,79.14,377.42,67.33,113.4,160.51,175.1,106.06,114.18,99.92,103.64,123.86
2/7/2017 16:00:00,48.04,131.16,55.24,125.32,167.52,78.55,376.89,67.55,113.48,160.53,175.76,105.69,115.92,100.01,103.47,124.33
2/8/2017 16:00:00,48.37,134.34,55.22,127.06,168.42,78.86,374.56,67.57,113.4,160.31,177.07,106.16,115.43,100.1,104.3,126.3
2/9/2017 16:00:00,48.81,135.15,55.81,127.4,170.96,79.25,378.57,68.45,114.08,160.44,178.18,106.46,116.98,100.13,105.78,124.65
2/10/2017 16:00:00,48.98,134.84,56.22,127.03,172,79.86,382.89,69.4,115.24,160.75,179,107.34,117.6,100.54,105.49,125.47
2/13/2017 16:00:00,48.55,133.56,56.11,127.13,171.96,79.9,385.83,69.82,115.88,161.99,181.02,108.5,118.59,100.81,107.55,126
2/14/2017 16:00:00,48.27,134.54,56.58,127.4,173.63,79.98,384.98,69.86,116.36,163.13,181.6,108.99,120,101.57,106.78,126
2/15/2017 16:00:00,48.08,134.78,56.86,128.42,175,80.08,393.04,71.55,117.2,164.29,181.7,109.02,119.93,101.5,107.11,125.29
2/16/2017 16:00:00,48.46,136.34,56.73,130.1,175.75,78.5,391.97,71.32,118.08,163.65,183.41,107.22,120.72,101.77,107.71,126.19
2/17/2017 16:00:00,49.19,136.98,57.35,133.71,175.86,78.66,388.76,71.1,118.86,157.62,182.95,106.9,121.23,102.37,108.11,126.86
2/21/2017 16:00:00,49.43,137.41,57.54,135.44,176.94,79.03,390.1,71.2,119.66,160.57,183.37,107.72,122.1,103,111.18,128.26
2/22/2017 16:00:00,49.67,136.07,57.57,135.92,176.51,78.38,390.71,71.46,119.52,160.57,186.04,105.62,122.21,102.81,111.02,128.44
2/23/2017 16:00:00,50.31,136.52,57.64,135.83,175.85,78.61,390.61,71.96,121.7,162.6,187.19,105.09,122.48,102.6,112.2,129.17
2/24/2017 16:00:00,50.6,136.5,57.48,136.37,177.56,78.03,389.16,71.95,122.73,163.06,187.41,106.18,123.43,103.31,112.89,130.96
2/27/2017 16:00:00,49.94,136.75,56.78,136.44,177.62,78.86,391,72.08,122.4,165.38,186.91,106.73,122.79,102.45,113.34,129.87
2/28/2017 16:00:00,49.63,136.31,56.87,136.81,177.18,78.19,387.46,71.21,122.21,165.38,186.35,105.76,122.5,102.43,114.79,131
3/1/2017 16:00:00,49.81,137.96,57.14,137.16,177.86,79.37,397.81,72.53,123.86,167.94,189.86,106.87,124.07,103.29,113.84,129.41
3/2/2017 16:00:00,49.98,138.24,57.12,137.4,177.98,78.33,391.65,71.71,123.63,167.31,189.89,105.95,124.35,102.38,114.81,130.94
3/3/2017 16:00:00,50.09,138.77,57.1,136.92,170.26,78.34,390.17,71.31,123.79,168.2,189.31,105.93,123.64,102.06,115.67,130.8
3/6/2017 16:00:00,50.03,137.22,56.68,136.8,166.73,78.72,387.66,71.07,123.71,168.7,188.9,106.1,123.24,101.2,114.71,130.64
3/7/2017 16:00:00,49.44,137.06,56.2,136.91,167,77.48,385.35,70.9,123.83,168.3,189.09,105.64,124.14,100.78,114.7,130.65
3/8/2017 16:00:00,49.16,136.05,55.74,136.41,166.24,77.25,384.55,71.3,124.1,167.91,189.51,105.73,124.46,106.83,113.24,129.44
3/9/2017 16:00:00,49.28,136.91,55.19,137.06,165.77,76.84,384.27,70.72,125.95,168.01,189.9,105.9,123.18,102.93,113,128.75
3/10/2017 16:00:00,49.35,136.21,54.53,138.07,165.37,78.86,384.58,71.35,126.21,169.98,191.21,106.73,123.93,102.09,113.58,130.06
3/13/2017 16:00:00,49.47,136.11,54.63,138.24,164.55,79.01,384.89,71.9,126.68,170.21,191.52,107.49,124.04,102.68,114.26,130.46
3/14/2017 16:00:00,49.36,135.6,54.27,137.64,165.24,78.51,383.29,71.18,127.05,169.06,190.33,106.83,123.91,101.73,114.02,130.57
3/15/2017 16:00:00,50.14,137.04,54.54,138.66,166.54,80.15,388.22,71.75,128.96,171.78,191.2,107.74,124.8,104.04,115.28,131.9
3/16/2017 16:00:00,50.04,136.57,54.8,138.01,167.06,79.69,390,71.94,128.46,171.3,190.31,107.8,124.1,103.62,115.09,129.9
3/17/2017 16:00:00,50.39,137.06,55.78,137.54,167.81,79.94,382.85,69.36,128.06,169.7,192.36,108.15,125.22,104.49,116.01,130.23
3/20/2017 16:00:00,50.24,136.23,55.81,137.46,167.44,79.41,380.45,69.26,128.07,168,193.01,107.12,124.39,105.57,115.98,129.89
3/21/2017 16:00:00,50.16,136.15,55.54,137.51,166.78,78.6,375.16,68.6,127.25,167.7,192.13,106.51,124.64,104.48,116.74,131.85
3/22/2017 16:00:00,49.71,134.8,55.89,137.17,167.68,78.83,375.47,68.79,126.26,167.03,192.22,106.52,126.48,104.25,118.31,132.41
3/23/2017 16:00:00,49.64,135.46,55.85,137.55,166.9,78.48,375.4,68.2,125.9,165.29,192.14,105.65,120.76,104.62,118.95,132.09
3/24/2017 16:00:00,49.68,135.34,56.81,137.81,166.02,77.27,374.41,67.83,125.48,165,191.51,105.05,118.98,103.79,119.32,132.8
3/27/2017 16:00:00,49.14,136.22,57.23,136.93,166.15,77.25,375,67.63,125.8,164.6,190.43,104.78,119.39,103.82,120.01,131.1
3/28/2017 16:00:00,49.3,135.06,57.35,136.96,166.77,77.92,380.63,68.39,125.66,165.35,190.99,106.19,121.35,104.97,120.39,131.26
3/29/2017 16:00:00,49.13,135.43,57.54,135.96,167.43,78.32,379.41,67.92,124.92,163.44,190.68,106.03,120.98,105.77,121.04,130.55
3/30/2017 16:00:00,49.06,134.36,58.16,135.29,167.89,78.59,383.04,68.21,124.66,164.99,191.28,106.66,120.52,105.23,120.91,128.13
3/31/2017 16:00:00,48.75,135.24,58.39,134.83,167.69,79.22,383.51,68.15,124.55,164.01,191.33,107.3,119.88,105.08,121.54,128.37
4/3/2017 16:00:00,49.18,134.1,58.44,134.54,166.7,78.29,382.09,68.2,124.69,165.59,190.72,106.4,117.64,105.08,121.15,128.72
4/4/2017 16:00:00,49.31,134.12,58.32,134.73,167.25,78.43,380.8,68.26,124.68,164.97,190.19,106.63,118.04,104.77,120.74,129.54
4/5/2017 16:00:00,49.02,134.23,58.22,134.27,167,77.57,380.91,68.85,124.8,165.37,190.24,106.74,117.64,105,120.64,130.64
4/6/2017 16:00:00,48.43,135.15,57.92,132.95,170.02,76.88,384.1,69.33,125.05,165.34,189.89,106.67,116.81,105.27,121.95,129.76
4/7/2017 16:00:00,48.66,134.1,58.02,133.22,170.62,77.15,386.02,69.7,124.92,166.02,189.99,104.99,117.44,106.05,122.12,128.93
4/10/2017 16:00:00,48.54,132.79,57.95,133.71,171.22,78.05,385.89,70.26,124.34,165.48,189.71,106.42,117.84,105.79,122.48,129.43
4/11/2017 16:00:00,48.7,131.26,57.88,134.53,170.63,77.88,384.05,69.99,124.22,165.83,190.07,105.75,116.08,106.06,122.76,129.32
4/12/2017 16:00:00,48.92,127.74,57.58,134.64,170.17,77.38,381.44,70.45,125.4,165.56,189.7,104.23,115.58,105.06,122.37,130.51
4/13/2017 16:00:00,48.62,128.59,57.51,133.86,168.84,76.67,379,70.26,124.99,164.96,188.65,103.74,114.86,104.42,122.6,130.77
4/17/2017 16:00:00,48.81,125.72,58.08,135.06,169.7,77.01,383.8,71.47,125.72,167.18,190.36,104.87,115.72,105.39,124.25,130.91
4/18/2017 16:00:00,49.22,126.26,58.35,135.59,170.13,75.93,383.61,71.26,121.82,168.59,190.22,104.1,116.24,104.74,124.86,131.94
4/19/2017 16:00:00,48.94,126.96,59.04,135.51,170.06,75.33,377.1,71.8,121.37,169.25,189.83,104.46,116.95,105,124.67,131.5
4/20/2017 16:00:00,48.41,126.11,60.08,135.65,170.15,75.75,381.59,72.3,121.87,171.54,191.16,105.53,119.21,106.37,124.3,130.87
4/21/2017 16:00:00,47.25,126.29,60.61,134.29,170.77,76.35,378.06,71.79,121.76,171.16,191.5,105.77,119.23,105.94,124.43,133.02
4/24/2017 16:00:00,47.05,126.83,61.11,134.93,172.33,77.51,386.65,72.63,122.89,172.33,194.23,106.97,119.36,108.01,123.85,132.75
4/25/2017 16:00:00,46.7,128.11,60.96,136.15,172.68,78.08,388.19,69.59,123.43,174.04,195.13,107.36,118.69,110.82,123.94,132.92
